season,team,team_id,player_id,player_name,first_name,last_name,position,jersey_number,status,game_type
2024,PIT,3900,00-0036945,Justin Fields,Justin,Fields,QB,2.0,ACT,WC
2024,LAC,4400,00-0036355,Justin Herbert,Justin,Herbert,QB,10.0,ACT,WC
2024,MIN,3000,00-0036322,Justin Jefferson,Justin,Jefferson,WR,18.0,ACT,WC
2024,LV,2520,00-0038590,Justin Shorter,Justin,Shorter,TE,88.0,ACT,REG
2024,BAL,325,00-0029597,Justin Tucker,Justin,Tucker,K,9.0,ACT,DIV
2024,KC,2310,00-0034386,Justin Watson,Justin,Watson,WR,84.0,ACT,SB
2024,NO,3300,00-0036040,Juwan Johnson,Juwan,Johnson,TE,83.0,ACT,REG
2024,IND,2200,00-0035593,Juwann Winfree,Juwann,Winfree,WR,9.0,RES,REG
2024,WAS,5110,00-0036345,K.J. Osborn,K.J.,Osborn,WR,13.0,INA,CON
2024,HOU,2120,00-0032726,Ka'imi Fairbairn,John,Fairbairn,K,15.0,ACT,DIV
2024,DAL,1200,00-0037801,KaVontae Turpin,Kavontae,Turpin,WR,9.0,ACT,REG
2024,CLE,1050,00-0037380,Kaden Davis,Kaden,Davis,WR,89.0,ACT,REG
2024,DET,1540,00-0032464,Kalif Raymond,Kalif,Raymond,WR,11.0,ACT,DIV
2024,TB,4900,00-0039589,Kameron Johnson,Kameron,Johnson,WR,19.0,INA,WC
2024,KC,2310,00-0033923,Kareem Hunt,Kareem,Hunt,RB,29.0,ACT,SB
2024,NE,3200,00-0038608,Kayshon Boutte,Kayshon,Boutte,WR,9.0,ACT,REG
2024,BAL,325,00-0038454,Keaton Mitchell,Keaton,Mitchell,RB,34.0,ACT,DIV
2024,CHI,810,00-0030279,Keenan Allen,Keenan,Allen,WR,13.0,ACT,REG
2024,JAX,2250,00-0039385,Keilan Robinson,Keilan,Robinson,RB,31.0,ACT,REG
2024,CIN,920,00-0039266,Kendall Milton,Kendall,Milton,RB,36.0,ACT,REG
2024,NO,3300,00-0038551,Kendre Miller,Kendre,Miller,RB,25.0,INA,REG
2024,CIN,920,00-0037422,Kendric Pryor,Kendric,Pryor,WR,19.0,ACT,REG
2024,NE,3200,00-0033307,Kendrick Bourne,Kendrick,Bourne,WR,84.0,ACT,REG
2024,NYJ,3430,00-0036842,Kene Nwangwu,Kene,Nwangwu,RB,34.0,RES,REG
2024,PHI,3700,00-0036919,Kenneth Gainwell,Kenneth,Gainwell,RB,14.0,ACT,SB
2024,SEA,4600,00-0038134,Kenneth Walker III,Kenneth,Walker,RB,9.0,RES,REG
2024,SEA,4600,00-0038636,Kenny McIntosh,Kenny,McIntosh,RB,25.0,ACT,REG
2024,PHI,3700,00-0038102,Kenny Pickett,Kenny,Pickett,QB,7.0,ACT,SB
2024,NYJ,3430,00-0036510,Kenny Yeboah,Kenny,Yeboah,TE,88.0,ACT,REG
2024,BUF,610,00-0039901,Keon Coleman,Keon,Coleman,WR,0.0,ACT,CON
2024,NO,3300,00-0037231,Kevin Austin Jr.,Kevin,Austin,WR,81.0,ACT,REG
2024,ATL,200,00-0034854,KhaDarel Hodge,KhaDarel Lott,Hodge,WR,12.0,ACT,REG
2024,CIN,920,00-0036906,Khalil Herbert,Khalil,Herbert,RB,34.0,ACT,REG
2024,BUF,610,00-0037261,Khalil Shakir,Khalil,Shakir,WR,10.0,ACT,CON
2024,PHI,3700,00-0035099,Khari Blasingame,Khari,Blasingame,RB,48.0,ACT,SB
2024,LAC,4400,00-0039391,Kimani Vidal,Kimani,Vidal,RB,30.0,INA,WC
2024,ATL,200,00-0029604,Kirk Cousins,Kirk,Cousins,QB,18.0,ACT,REG
2024,TB,4900,00-0037311,Ko Kieft,Ko,Kieft,TE,41.0,ACT,WC
2024,PIT,3900,00-0034577,Kyle Allen,Kyle,Allen,QB,4.0,INA,WC
2024,SF,4500,00-0029892,Kyle Juszczyk,Kyle,Juszczyk,RB,44.0,ACT,REG
2024,ATL,200,00-0036970,Kyle Pitts,Kyle,Pitts,TE,8.0,ACT,REG
2024,TB,4900,00-0036928,Kyle Trask,Kyle,Trask,QB,2.0,ACT,WC
2024,IND,2200,00-0036876,Kylen Granson,Kylen,Granson,TE,83.0,ACT,REG
2024,ARI,3800,00-0035228,Kyler Murray,Kyler,Murray,QB,1.0,ACT,REG
2024,LA,2510,00-0037840,Kyren Williams,Kyren,Williams,RB,23.0,ACT,DIV
2024,LAC,4400,00-0039915,Ladd McConkey,Andrew,McConkey,WR,15.0,ACT,WC
2024,BAL,325,00-0034796,Lamar Jackson,Lamar,Jackson,QB,8.0,ACT,DIV
2024,WAS,5110,00-0036145,Lawrence Cager,Lawrence,Cager,TE,83.0,RES,CON
2024,DEN,1400,00-0035406,Lil'Jordan Humphrey,Lil'Jordan,Humphrey,WR,84.0,ACT,WC
2024,DEN,1400,00-0037539,Lucas Krull,Lucas,Krull,TE,85.0,ACT,WC
2024,JAX,2250,00-0036887,Luke Farrell,Luke,Farrell,TE,89.0,ACT,REG
2024,WAS,5110,00-0039355,Luke McCaffrey,Luke,McCaffrey,WR,12.0,ACT,CON
2024,GB,1800,00-0039144,Luke Musgrave,Luke,Musgrave,TE,88.0,ACT,WC
2024,DAL,1200,00-0038547,Luke Schoonmaker,Luke,Schoonmaker,TE,86.0,ACT,REG
2024,JAX,2250,00-0036972,Mac Jones,Michael,Jones,QB,10.0,ACT,REG
2024,BUF,610,00-0033555,Mack Hollins,Mack,Hollins,WR,13.0,ACT,CON
2024,NYJ,3430,00-0039920,Malachi Corley,Malachi,Corley,WR,14.0,ACT,REG
2024,GB,1800,00-0038465,Malik Heath,Malik,Heath,WR,18.0,ACT,WC
2024,NYG,3410,00-0039337,Malik Nabers,Malik,Nabers,WR,1.0,ACT,REG
2024,NYJ,3430,00-0035480,Malik Taylor,Malik,Taylor,WR,86.0,RES,REG
2024,MIA,2700,00-0039880,Malik Washington,Malik,Washington,WR,83.0,ACT,REG
2024,GB,1800,00-0038128,Malik Willis,Malik,Willis,QB,2.0,ACT,WC
2024,GB,1800,00-0039811,MarShawn Lloyd,MarShawn,Lloyd,RB,32.0,RES,WC
2024,CHI,810,00-0024243,Marcedes Lewis,Marcedes,Lewis,TE,84.0,ACT,REG
2024,WAS,5110,00-0032268,Marcus Mariota,Marcus,Mariota,QB,18.0,ACT,CON
2024,NYJ,3430,00-0039286,Marcus Riley,Marcus,Riley,WR,87.0,RES,REG
2024,SEA,4600,00-0035701,Marcus Simms,Marcus,Simms,WR,18.0,RES,REG
2024,BAL,325,00-0034753,Mark Andrews,Mark,Andrews,TE,89.0,ACT,DIV
2024,NO,3300,00-0034272,Marquez Valdes-Scantling,Marquez,Valdes-Scantling,WR,10.0,ACT,REG
2024,KC,2310,00-0035662,Marquise Brown,Marquise,Brown,WR,5.0,ACT,SB
2024,ARI,3800,00-0039849,Marvin Harrison Jr.,Marvin,Harrison,WR,18.0,ACT,REG
2024,DEN,1400,00-0038976,Marvin Mims Jr.,Marvin,Mims,WR,19.0,ACT,WC
2024,TEN,2100,00-0036176,Mason Kinsey,Mason,Kinsey,WR,12.0,ACT,REG
2024,TEN,2100,00-0034771,Mason Rudolph,Mason,Rudolph,QB,11.0,ACT,REG
2024,NO,3300,00-0039623,Mason Tipton,Mason,Tipton,WR,84.0,INA,REG
2024,MIA,2700,00-0036471,Mathew Sexton,Mathew,Sexton,WR,87.0,ACT,REG
2024,IND,2200,00-0035269,Matt Gay,Matt,Gay,K,7.0,ACT,REG
2024,ARI,3800,00-0023853,Matt Prater,Matt,Prater,K,5.0,RES,REG
2024,LA,2510,00-0026498,Matthew Stafford,John,Stafford,QB,9.0,ACT,DIV
2024,TEN,2100,00-0035189,Matthew Wright,Matthew,Wright,K,7.0,ACT,REG
2024,KC,2310,00-0035140,Mecole Hardman,Mecole,Hardman,WR,17.0,RES,SB
2024,DEN,1400,00-0031595,Michael Burton,Michael,Burton,RB,20.0,ACT,WC
2024,ARI,3800,00-0036924,Michael Carter,Michael,Carter,RB,22.0,ACT,REG
2024,LV,2520,00-0039066,Michael Mayer,Michael,Mayer,TE,87.0,ACT,REG
2024,ATL,200,00-0039917,Michael Penix Jr.,Michael,Penix,QB,9.0,ACT,REG
2024,IND,2200,00-0036252,Michael Pittman,Michael,Pittman,WR,11.0,ACT,REG
2024,ARI,3800,00-0038559,Michael Wilson,Michael,Wilson,WR,14.0,INA,REG
2024,DET,1540,00-0034084,Mike Badgley,Michael,Badgley,K,17.0,RES,DIV
2024,CAR,750,00-0034208,Mike Boone,Michael,Boone,RB,34.0,ACT,REG
2024,TB,4900,00-0031408,Mike Evans,Mike,Evans,WR,13.0,ACT,WC
2024,CIN,920,00-0034829,Mike Gesicki,Michael,Gesicki,TE,88.0,ACT,REG
2024,WAS,5110,00-0036482,Mike Strachan,Mike,Strachan,WR,83.0,RES,CON
2024,BUF,610,00-0034401,Mike White,Michael,White,QB,14.0,INA,CON
2024,PIT,3900,00-0033536,Mike Williams,Michael,Williams,WR,18.0,ACT,WC
2024,CLE,1050,00-0037300,Mike Woods,Michael,Woods,WR,81.0,INA,REG
2024,CAR,750,00-0035243,Miles Sanders,Miles,Sanders,RB,6.0,ACT,REG
2024,BUF,610,00-0033869,Mitchell Trubisky,Mitchell,Trubisky,QB,11.0,ACT,CON
2024,NE,3200,00-0035771,Mitchell Wilcox,Mitchell,Wilcox,TE,86.0,INA,REG
2024,IND,2200,00-0033217,Mo Alie-Cox,Mo,Alie-Cox,TE,81.0,ACT,REG
2024,PIT,3900,00-0031585,MyCole Pruitt,MyCole,Pruitt,TE,81.0,ACT,WC
2024,PIT,3900,00-0036893,Najee Harris,Najee,Harris,RB,22.0,ACT,WC
2024,DEN,1400,00-0038783,Nate Adkins,Nate,Adkins,TE,45.0,ACT,WC
2024,BAL,325,00-0031549,Nelson Agholor,Nelson,Agholor,WR,15.0,ACT,DIV
2024,CLE,1050,00-0034791,Nick Chubb,Nicholas,Chubb,RB,24.0,RES,REG
2024,TEN,2100,00-0025565,Nick Folk,Nick,Folk,K,6.0,INA,REG
2024,MIN,3000,00-0033319,Nick Mullens,Nicholas,Mullens,QB,12.0,ACT,WC
2024,TEN,2100,00-0032394,Nick Vannett,Nicholas,Vannett,TE,84.0,ACT,REG
2024,TEN,2100,00-0036182,Nick Westbrook-Ikhine,Nicholas,Westbrook-Ikhine,WR,15.0,ACT,REG
2024,HOU,2120,00-0036554,Nico Collins,Nico,Collins,WR,12.0,ACT,DIV
