,game_id,team,week,total_yards,total_tds,passing_tds,rushing_tds,num_plays,avg_epa,success_rate,total_rush_yards,rush_attempts,longest_rush,rushes_for_loss,total_pass_yards,pass_attempts,complete_passes,incomplete_passes,sacks,longest_pass,total_penalty_yards,fumbles_lost,interceptions,third_down_converted,fourth_down_converted,wp,home_wp,away_wp
39,2024_02_CIN_KC,KC,2,286.0,2.0,2.0,0.0,60,-0.08461723,0.4666666666666667,149.0,32.0,11.0,0,151.0,28.0,18.0,5.0,2.0,44.0,5.0,1.0,2.0,1.0,2.0,0.472432,0.472432,0.52756804
40,2024_02_CLE_JAX,CLE,2,297.0,1.0,0.0,1.0,65,0.022338845,0.4,125.0,29.0,36.0,2,186.0,36.0,22.0,12.0,2.0,30.0,41.0,0.0,0.0,2.0,3.0,0.7520174,0.24798258,0.7520174
41,2024_02_CLE_JAX,JAX,2,323.0,1.0,0.0,1.0,54,-0.033992864,0.4074074074074074,127.0,21.0,33.0,4,220.0,33.0,14.0,15.0,4.0,66.0,0.0,0.0,0.0,3.0,0.0,0.26276943,0.26276943,0.7372306
42,2024_02_IND_GB,GB,2,383.0,1.0,1.0,0.0,67,-0.0020821015,0.3582089552238806,261.0,53.0,34.0,5,122.0,14.0,12.0,2.0,0.0,39.0,10.0,1.0,0.0,10.0,0.0,0.8255019,0.8255019,0.17449808
43,2024_02_IND_GB,IND,2,338.0,1.0,1.0,0.0,52,-0.095693946,0.4230769230769231,140.0,18.0,29.0,3,204.0,34.0,17.0,13.0,1.0,30.0,0.0,0.0,3.0,2.0,1.0,0.14032361,0.85967636,0.14032361
44,2024_02_LAC_CAR,CAR,2,159.0,0.0,0.0,0.0,46,-0.49061754,0.2391304347826087,90.0,18.0,23.0,1,84.0,28.0,18.0,7.0,2.0,12.0,0.0,0.0,1.0,1.0,1.0,0.13849726,0.13849726,0.86150277
45,2024_02_LAC_CAR,LAC,2,353.0,3.0,2.0,1.0,62,0.1113508,0.532258064516129,223.0,41.0,43.0,1,130.0,21.0,14.0,5.0,1.0,29.0,15.0,1.0,1.0,9.0,0.0,0.8219563,0.17804377,0.8219563
46,2024_02_LA_ARI,ARI,2,489.0,5.0,3.0,1.0,62,0.34682974,0.5483870967741935,231.0,40.0,41.0,6,266.0,22.0,17.0,4.0,1.0,60.0,0.0,1.0,0.0,7.0,0.0,0.936734,0.936734,0.06326595
47,2024_02_LA_ARI,LA,2,245.0,1.0,0.0,1.0,52,-0.2630421,0.4423076923076923,53.0,20.0,9.0,6,216.0,32.0,19.0,8.0,5.0,42.0,29.0,1.0,0.0,2.0,1.0,0.08309218,0.91690785,0.08309218
48,2024_02_LV_BAL,BAL,2,358.0,2.0,1.0,1.0,61,-0.010843661,0.4426229508196721,146.0,27.0,29.0,3,247.0,34.0,21.0,10.0,2.0,21.0,16.0,0.0,1.0,3.0,1.0,0.6711028,0.6711028,0.3288972
49,2024_02_LV_BAL,LV,2,261.0,2.0,1.0,1.0,59,-0.1652329,0.4067796610169492,28.0,16.0,8.0,3,276.0,43.0,30.0,7.0,5.0,30.0,0.0,0.0,1.0,4.0,0.0,0.3298841,0.6701159,0.3298841
50,2024_02_NO_DAL,DAL,2,353.0,1.0,1.0,0.0,65,-0.17185715,0.38461538461538464,68.0,21.0,8.0,1,299.0,44.0,28.0,11.0,3.0,65.0,0.0,0.0,2.0,6.0,1.0,0.17032531,0.17032531,0.8296747
51,2024_02_NO_DAL,NO,2,435.0,6.0,2.0,4.0,53,0.46125245,0.5849056603773585,193.0,36.0,15.0,1,243.0,17.0,11.0,4.0,1.0,70.0,0.0,0.0,1.0,5.0,0.0,0.84575975,0.1542402,0.84575975
52,2024_02_NYG_WAS,NYG,2,304.0,3.0,2.0,1.0,53,0.0988459,0.4339622641509434,129.0,22.0,22.0,1,178.0,31.0,16.0,12.0,1.0,28.0,0.0,1.0,0.0,4.0,1.0,0.5019785,0.49802145,0.5019785
53,2024_02_NYG_WAS,WAS,2,427.0,0.0,0.0,0.0,67,0.15648809,0.44776119402985076,217.0,33.0,40.0,4,226.0,34.0,23.0,6.0,5.0,34.0,0.0,0.0,0.0,7.0,1.0,0.5711878,0.5711878,0.4288122
54,2024_02_NYJ_TEN,NYJ,2,266.0,3.0,2.0,1.0,55,0.035649054,0.41818181818181815,102.0,23.0,30.0,4,176.0,32.0,18.0,12.0,2.0,26.0,10.0,0.0,0.0,5.0,0.0,0.45777765,0.5422224,0.45777765
55,2024_02_NYJ_TEN,TEN,2,300.0,2.0,1.0,1.0,60,-0.08954142,0.36666666666666664,130.0,28.0,21.0,2,192.0,32.0,19.0,8.0,4.0,40.0,30.0,1.0,1.0,5.0,0.0,0.49905145,0.49905145,0.50094855
56,2024_02_PIT_DEN,DEN,2,295.0,0.0,0.0,0.0,56,-0.2431171,0.3392857142857143,64.0,19.0,16.0,4,246.0,37.0,20.0,13.0,2.0,49.0,0.0,0.0,2.0,2.0,1.0,0.21635188,0.21635188,0.78364813
57,2024_02_PIT_DEN,PIT,2,251.0,1.0,1.0,0.0,58,-0.12062743,0.29310344827586204,141.0,36.0,16.0,1,117.0,22.0,13.0,7.0,2.0,16.0,10.0,0.0,0.0,4.0,0.0,0.7624565,0.2375435,0.7624565
58,2024_02_SEA_NE,NE,2,310.0,2.0,1.0,1.0,66,0.05643542,0.4393939393939394,185.0,36.0,45.0,3,149.0,30.0,15.0,12.0,3.0,35.0,5.0,0.0,0.0,6.0,0.0,0.55977803,0.55977803,0.440222
59,2024_02_SEA_NE,SEA,2,359.0,2.0,1.0,1.0,64,0.022229768,0.46875,47.0,18.0,9.0,1,327.0,46.0,33.0,10.0,3.0,56.0,15.0,0.0,0.0,7.0,1.0,0.5218369,0.4781631,0.5218369
60,2024_02_SF_MIN,MIN,2,405.0,2.0,2.0,0.0,51,-0.04221357,0.49019607843137253,148.0,22.0,25.0,1,268.0,29.0,17.0,7.0,4.0,97.0,17.0,1.0,1.0,7.0,0.0,0.79592663,0.79592663,0.20407337
61,2024_02_SF_MIN,SF,2,396.0,2.0,1.0,1.0,67,-0.07448403,0.4925373134328358,102.0,25.0,22.0,4,319.0,42.0,28.0,7.0,6.0,28.0,15.0,1.0,1.0,2.0,1.0,0.22334634,0.7766537,0.22334634
62,2024_02_TB_DET,DET,2,463.0,1.0,0.0,1.0,82,-0.06947292,0.4268292682926829,139.0,27.0,24.0,3,324.0,55.0,35.0,18.0,0.0,50.0,15.0,0.0,2.0,7.0,3.0,0.42891338,0.42891338,0.5710866
63,2024_02_TB_DET,TB,2,217.0,2.0,1.0,1.0,46,-0.09997592,0.3695652173913043,71.0,22.0,12.0,3,185.0,24.0,12.0,6.0,5.0,41.0,15.0,0.0,1.0,2.0,0.0,0.60598636,0.39401364,0.60598636
64,2024_03_BAL_DAL,BAL,3,458.0,4.0,1.0,3.0,58,0.37345555,0.5,276.0,43.0,29.0,0,182.0,15.0,12.0,3.0,0.0,56.0,0.0,0.0,0.0,4.0,0.0,0.8439683,0.15603167,0.8439683
65,2024_03_BAL_DAL,DAL,3,412.0,3.0,2.0,1.0,72,0.006180512,0.3611111111111111,51.0,16.0,6.0,0,379.0,56.0,28.0,23.0,3.0,31.0,15.0,1.0,0.0,7.0,0.0,0.15150085,0.15150085,0.8484991
66,2024_03_CAR_LV,CAR,3,439.0,4.0,3.0,1.0,69,0.20186155,0.5072463768115942,133.0,29.0,14.0,1,319.0,40.0,26.0,11.0,2.0,35.0,0.0,0.0,0.0,5.0,0.0,0.76657116,0.23342882,0.76657116
67,2024_03_CAR_LV,LV,3,333.0,3.0,2.0,1.0,60,-0.08306094,0.4666666666666667,55.0,16.0,10.0,0,296.0,44.0,27.0,12.0,3.0,54.0,0.0,0.0,1.0,3.0,1.0,0.17901161,0.17901161,0.8209884
68,2024_03_CHI_IND,CHI,3,395.0,2.0,2.0,0.0,84,-0.20157462,0.35714285714285715,63.0,28.0,9.0,4,363.0,56.0,33.0,16.0,4.0,47.0,0.0,1.0,2.0,9.0,4.0,0.27511048,0.7248895,0.27511048
69,2024_03_CHI_IND,IND,3,310.0,3.0,0.0,3.0,51,-0.21308674,0.35294117647058826,154.0,30.0,29.0,2,167.0,21.0,10.0,8.0,1.0,44.0,5.0,0.0,2.0,3.0,0.0,0.73463154,0.73463154,0.26536843
70,2024_03_DEN_TB,DEN,3,354.0,2.0,0.0,2.0,63,0.08453726,0.5238095238095238,138.0,27.0,43.0,2,216.0,36.0,25.0,11.0,0.0,31.0,10.0,1.0,0.0,4.0,2.0,0.84859616,0.1514038,0.84859616
71,2024_03_DEN_TB,TB,3,223.0,1.0,1.0,0.0,56,-0.3762474,0.44642857142857145,91.0,16.0,32.0,0,163.0,40.0,25.0,7.0,7.0,13.0,0.0,1.0,1.0,3.0,0.0,0.13952391,0.13952391,0.8604761
72,2024_03_DET_ARI,ARI,3,277.0,1.0,1.0,0.0,53,-0.23840535,0.41509433962264153,77.0,18.0,21.0,2,207.0,35.0,21.0,12.0,1.0,28.0,15.0,0.0,1.0,1.0,0.0,0.23678912,0.23678912,0.7632109
73,2024_03_DET_ARI,DET,3,375.0,3.0,2.0,1.0,66,0.04477957,0.5606060606060606,189.0,41.0,18.0,4,199.0,25.0,18.0,4.0,2.0,24.0,0.0,0.0,1.0,6.0,0.0,0.7329359,0.26706406,0.7329359
74,2024_03_GB_TEN,GB,3,378.0,2.0,1.0,1.0,59,0.11607765,0.3898305084745763,188.0,37.0,29.0,4,202.0,22.0,13.0,6.0,3.0,37.0,10.0,0.0,0.0,5.0,0.0,0.7926149,0.20738511,0.7926149
75,2024_03_GB_TEN,TEN,3,237.0,3.0,2.0,0.0,53,-0.3672178,0.4339622641509434,33.0,11.0,8.0,0,260.0,42.0,26.0,6.0,8.0,29.0,0.0,1.0,2.0,3.0,0.0,0.17127131,0.17127131,0.8287287
76,2024_03_HOU_MIN,HOU,3,296.0,1.0,1.0,0.0,62,-0.21875821,0.3064516129032258,38.0,14.0,9.0,3,307.0,48.0,28.0,13.0,5.0,34.0,0.0,0.0,2.0,4.0,2.0,0.0979085,0.9020915,0.0979085
77,2024_03_HOU_MIN,MIN,3,274.0,4.0,4.0,0.0,59,0.108817175,0.4745762711864407,118.0,27.0,39.0,3,181.0,32.0,17.0,11.0,4.0,28.0,15.0,0.0,0.0,6.0,1.0,0.9176186,0.9176186,0.08238143
78,2024_03_JAX_BUF,BUF,3,389.0,6.0,4.0,2.0,59,0.4465296,0.4915254237288136,123.0,28.0,18.0,4,266.0,31.0,24.0,7.0,0.0,28.0,15.0,0.0,0.0,6.0,2.0,0.8615874,0.8615874,0.13841262
79,2024_03_JAX_BUF,JAX,3,239.0,1.0,1.0,0.0,68,-0.2434139,0.36764705882352944,92.0,17.0,22.0,0,200.0,51.0,26.0,19.0,5.0,24.0,7.0,1.0,1.0,2.0,4.0,0.056809384,0.94319063,0.056809384
80,2024_03_KC_ATL,ATL,3,312.0,2.0,1.0,1.0,55,-0.09951051,0.4,83.0,24.0,20.0,4,230.0,31.0,20.0,8.0,2.0,50.0,10.0,0.0,1.0,2.0,1.0,0.46340814,0.46340814,0.5365919
81,2024_03_KC_ATL,KC,3,358.0,2.0,2.0,0.0,69,0.099487275,0.5942028985507246,141.0,30.0,15.0,1,217.0,39.0,26.0,12.0,0.0,27.0,8.0,0.0,1.0,6.0,1.0,0.46243516,0.5375648,0.46243516
82,2024_03_LAC_PIT,LAC,3,166.0,1.0,1.0,0.0,45,-0.16468275,0.3333333333333333,61.0,20.0,13.0,2,149.0,25.0,14.0,6.0,5.0,27.0,0.0,0.0,0.0,3.0,0.0,0.4464364,0.5535636,0.4464364
83,2024_03_LAC_PIT,PIT,3,348.0,2.0,1.0,1.0,63,0.13160703,0.4603174603174603,116.0,29.0,21.0,4,245.0,34.0,25.0,6.0,2.0,55.0,45.0,0.0,1.0,7.0,0.0,0.5892061,0.5892061,0.41079393
84,2024_03_MIA_SEA,MIA,3,205.0,0.0,0.0,0.0,56,-0.43057972,0.3392857142857143,65.0,18.0,13.0,4,186.0,38.0,20.0,12.0,6.0,30.0,25.0,0.0,0.0,1.0,0.0,0.14382233,0.8561777,0.14382233
85,2024_03_MIA_SEA,SEA,3,372.0,3.0,1.0,2.0,58,-0.0046409,0.4482758620689655,102.0,21.0,13.0,1,289.0,37.0,26.0,6.0,3.0,71.0,26.0,0.0,2.0,3.0,0.0,0.8686245,0.8686245,0.1313755
86,2024_03_NE_NYJ,NE,3,139.0,0.0,0.0,0.0,48,-0.39966586,0.3333333333333333,78.0,15.0,13.0,1,120.0,33.0,16.0,10.0,7.0,22.0,15.0,1.0,0.0,2.0,3.0,0.114358574,0.8856414,0.114358574
87,2024_03_NE_NYJ,NYJ,3,400.0,3.0,2.0,1.0,70,0.2564556,0.5714285714285714,133.0,33.0,11.0,3,281.0,37.0,27.0,8.0,2.0,27.0,45.0,0.0,0.0,10.0,0.0,0.83371395,0.83371395,0.16628602
88,2024_03_NYG_CLE,CLE,3,220.0,2.0,2.0,0.0,63,-0.37738156,0.36507936507936506,70.0,17.0,14.0,1,196.0,46.0,21.0,16.0,8.0,24.0,13.0,2.0,0.0,4.0,1.0,0.28949162,0.28949162,0.7105084
89,2024_03_NYG_CLE,NYG,3,344.0,3.0,2.0,1.0,66,0.044357363,0.4393939393939394,116.0,29.0,43.0,3,236.0,37.0,24.0,11.0,2.0,28.0,20.0,1.0,0.0,4.0,1.0,0.63372993,0.36627007,0.63372993
90,2024_03_PHI_NO,NO,3,220.0,1.0,1.0,0.0,55,-0.20246732,0.2909090909090909,90.0,28.0,16.0,5,142.0,27.0,14.0,10.0,1.0,29.0,15.0,0.0,1.0,6.0,0.0,0.6169279,0.6169279,0.3830721
91,2024_03_PHI_NO,PHI,3,466.0,2.0,0.0,2.0,65,0.032408603,0.4307692307692308,176.0,23.0,65.0,2,311.0,42.0,29.0,8.0,4.0,61.0,10.0,1.0,1.0,6.0,1.0,0.42701998,0.57298005,0.42701998
92,2024_03_SF_LA,LA,3,296.0,3.0,1.0,2.0,55,0.11957016,0.43636363636363634,98.0,26.0,13.0,2,221.0,29.0,16.0,10.0,3.0,50.0,21.0,0.0,0.0,5.0,2.0,0.23410267,0.23410267,0.7658974
93,2024_03_SF_LA,SF,3,425.0,3.0,3.0,0.0,65,0.20031309,0.47692307692307695,137.0,34.0,18.0,3,292.0,31.0,22.0,8.0,1.0,34.0,25.0,1.0,0.0,6.0,1.0,0.73379403,0.2662059,0.73379403
94,2024_03_WAS_CIN,CIN,3,436.0,4.0,3.0,1.0,61,0.368845,0.5573770491803278,124.0,20.0,16.0,1,324.0,41.0,29.0,9.0,2.0,41.0,0.0,0.0,0.0,6.0,1.0,0.28425747,0.28425747,0.7157425
95,2024_03_WAS_CIN,WAS,3,358.0,5.0,2.0,3.0,55,0.51534027,0.6,110.0,30.0,24.0,0,254.0,25.0,21.0,2.0,2.0,55.0,5.0,0.0,0.0,5.0,3.0,0.7071313,0.29286864,0.7071313
96,2024_04_BUF_BAL,BAL,4,427.0,5.0,2.0,2.0,54,0.29366925,0.5,271.0,34.0,87.0,4,157.0,20.0,14.0,5.0,1.0,26.0,29.0,1.0,0.0,5.0,0.0,0.90891564,0.90891564,0.09108438
97,2024_04_BUF_BAL,BUF,4,236.0,1.0,0.0,1.0,57,-0.13561952,0.3508771929824561,81.0,23.0,8.0,2,182.0,34.0,17.0,14.0,3.0,52.0,15.0,1.0,0.0,3.0,1.0,0.14862049,0.8513795,0.14862049
98,2024_04_CIN_CAR,CAR,4,376.0,3.0,2.0,1.0,69,0.003686762,0.4782608695652174,156.0,28.0,38.0,0,220.0,41.0,25.0,15.0,0.0,39.0,5.0,0.0,1.0,7.0,1.0,0.3124989,0.3124989,0.68750113
99,2024_04_CIN_CAR,CIN,4,373.0,4.0,2.0,2.0,62,0.16715398,0.43548387096774194,141.0,31.0,20.0,2,232.0,31.0,22.0,8.0,0.0,63.0,10.0,0.0,1.0,7.0,0.0,0.7501089,0.2498911,0.7501089
100,2024_04_CLE_LV,CLE,4,241.0,1.0,1.0,0.0,57,-0.11794547,0.3684210526315789,92.0,22.0,35.0,1,176.0,35.0,24.0,7.0,3.0,19.0,15.0,0.0,1.0,3.0,0.0,0.4239523,0.57604766,0.4239523
101,2024_04_CLE_LV,LV,4,270.0,3.0,0.0,2.0,53,-0.15934774,0.39622641509433965,154.0,27.0,24.0,2,130.0,26.0,14.0,10.0,2.0,19.0,0.0,1.0,0.0,4.0,0.0,0.5944584,0.5944584,0.40554163
102,2024_04_DAL_NYG,DAL,4,294.0,2.0,2.0,0.0,50,0.20791504,0.54,81.0,22.0,10.0,4,221.0,28.0,22.0,5.0,1.0,55.0,15.0,0.0,0.0,3.0,1.0,0.6127147,0.38728532,0.6127147
103,2024_04_DAL_NYG,NYG,4,304.0,0.0,0.0,0.0,64,-0.04494051,0.359375,27.0,23.0,5.0,4,281.0,41.0,29.0,10.0,1.0,39.0,25.0,0.0,1.0,5.0,3.0,0.38780913,0.38780913,0.6121909
104,2024_04_DEN_NYJ,DEN,4,190.0,1.0,1.0,0.0,54,-0.2849217,0.3148148148148148,130.0,29.0,16.0,3,60.0,25.0,12.0,13.0,0.0,29.0,0.0,1.0,0.0,3.0,0.0,0.44574064,0.55425936,0.44574064
105,2024_04_DEN_NYJ,NYJ,4,248.0,0.0,0.0,0.0,70,-0.2848853,0.3,64.0,23.0,14.0,3,225.0,47.0,24.0,18.0,5.0,25.0,15.0,1.0,0.0,4.0,0.0,0.61507595,0.61507595,0.38492405
106,2024_04_JAX_HOU,HOU,4,435.0,3.0,2.0,1.0,68,0.15695022,0.47058823529411764,101.0,26.0,15.0,1,345.0,42.0,27.0,13.0,2.0,31.0,25.0,0.0,0.0,7.0,0.0,0.53831697,0.53831697,0.46168303
107,2024_04_JAX_HOU,JAX,4,314.0,2.0,2.0,0.0,57,-0.013452726,0.43859649122807015,159.0,23.0,58.0,1,169.0,34.0,18.0,15.0,1.0,32.0,20.0,0.0,0.0,4.0,0.0,0.50122035,0.49877965,0.50122035
108,2024_04_KC_LAC,KC,4,332.0,2.0,1.0,1.0,55,-0.087988585,0.4727272727272727,104.0,23.0,13.0,0,245.0,32.0,19.0,9.0,3.0,54.0,5.0,1.0,1.0,9.0,0.0,0.3945365,0.60546356,0.3945365
109,2024_04_KC_LAC,LAC,4,224.0,1.0,1.0,0.0,53,-0.21402584,0.2830188679245283,55.0,24.0,12.0,2,179.0,29.0,16.0,11.0,2.0,37.0,0.0,0.0,0.0,4.0,0.0,0.64674574,0.64674574,0.3532543
110,2024_04_LA_CHI,CHI,4,266.0,3.0,1.0,2.0,52,0.083259255,0.5,133.0,26.0,36.0,1,157.0,26.0,17.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.6311649,0.6311649,0.36883503
111,2024_04_LA_CHI,LA,4,323.0,1.0,0.0,1.0,58,0.038065623,0.5172413793103449,120.0,25.0,14.0,4,224.0,33.0,20.0,8.0,3.0,25.0,15.0,1.0,1.0,5.0,0.0,0.4333635,0.5666365,0.4333635
112,2024_04_MIN_GB,GB,4,467.0,4.0,4.0,0.0,75,-0.124077596,0.4,86.0,19.0,13.0,2,389.0,56.0,32.0,19.0,1.0,42.0,29.0,1.0,3.0,4.0,0.0,0.098001435,0.098001435,0.9019986
113,2024_04_MIN_GB,MIN,4,377.0,4.0,3.0,1.0,61,0.033447336,0.5081967213114754,123.0,31.0,17.0,3,275.0,30.0,20.0,7.0,2.0,31.0,15.0,1.0,1.0,4.0,0.0,0.86636686,0.13363318,0.86636686
114,2024_04_NE_SF,NE,4,213.0,2.0,1.0,0.0,62,-0.47611004,0.3225806451612903,73.0,24.0,13.0,2,168.0,38.0,19.0,12.0,6.0,50.0,10.0,2.0,1.0,5.0,1.0,0.13364021,0.8663598,0.13364021
115,2024_04_NE_SF,SF,4,432.0,2.0,1.0,1.0,59,0.13354877,0.4067796610169492,149.0,31.0,25.0,1,288.0,28.0,15.0,11.0,1.0,53.0,10.0,0.0,1.0,7.0,0.0,0.8776187,0.8776187,0.12238128
116,2024_04_NO_ATL,ATL,4,315.0,0.0,0.0,0.0,51,0.019696927,0.4117647058823529,88.0,15.0,15.0,0,238.0,36.0,21.0,13.0,1.0,36.0,0.0,0.0,1.0,4.0,0.0,0.6183303,0.6183303,0.3816697
117,2024_04_NO_ATL,NO,4,366.0,4.0,0.0,3.0,70,0.06014873,0.5,131.0,33.0,15.0,3,239.0,37.0,28.0,7.0,1.0,25.0,20.0,0.0,1.0,7.0,1.0,0.39826515,0.6017349,0.39826515
118,2024_04_PHI_TB,PHI,4,228.0,2.0,1.0,1.0,55,-0.065841265,0.43636363636363634,114.0,19.0,59.0,1,158.0,36.0,18.0,12.0,6.0,27.0,5.0,1.0,0.0,6.0,1.0,0.07129814,0.9287019,0.07129814
119,2024_04_PHI_TB,TB,4,446.0,4.0,2.0,2.0,73,0.20875408,0.5068493150684932,112.0,24.0,17.0,2,347.0,49.0,30.0,17.0,2.0,30.0,0.0,0.0,0.0,6.0,1.0,0.88308203,0.88308203,0.11691796
120,2024_04_PIT_IND,IND,4,359.0,3.0,2.0,1.0,63,0.11364082,0.4126984126984127,134.0,31.0,21.0,4,239.0,32.0,19.0,11.0,2.0,32.0,0.0,0.0,0.0,8.0,0.0,0.84766304,0.84766304,0.15233696
121,2024_04_PIT_IND,PIT,4,404.0,3.0,1.0,2.0,67,-0.059012406,0.4626865671641791,122.0,30.0,12.0,2,312.0,37.0,22.0,11.0,4.0,38.0,28.0,2.0,0.0,6.0,0.0,0.1460881,0.8539119,0.1460881
122,2024_04_SEA_DET,DET,4,391.0,6.0,3.0,3.0,48,0.45770934,0.5625,118.0,26.0,20.0,1,299.0,22.0,19.0,0.0,3.0,70.0,30.0,0.0,0.0,3.0,0.0,0.78650326,0.78650326,0.21349679
123,2024_04_SEA_DET,SEA,4,516.0,4.0,1.0,3.0,79,0.086130135,0.5063291139240507,133.0,19.0,28.0,3,395.0,60.0,38.0,17.0,3.0,29.0,14.0,1.0,1.0,5.0,1.0,0.13521527,0.8647847,0.13521527
124,2024_04_TEN_MIA,MIA,4,184.0,1.0,0.0,1.0,55,-0.44382244,0.2727272727272727,106.0,30.0,20.0,5,96.0,25.0,14.0,8.0,2.0,18.0,28.0,1.0,0.0,2.0,1.0,0.30651066,0.30651066,0.6934894
125,2024_04_TEN_MIA,TEN,4,244.0,2.0,0.0,2.0,61,-0.12303492,0.3442622950819672,142.0,40.0,41.0,6,110.0,21.0,12.0,7.0,1.0,27.0,15.0,0.0,1.0,2.0,1.0,0.6811586,0.3188414,0.6811586
126,2024_04_WAS_ARI,ARI,4,296.0,2.0,1.0,1.0,58,-0.086210504,0.46551724137931033,181.0,32.0,20.0,1,142.0,26.0,16.0,6.0,4.0,22.0,10.0,1.0,0.0,4.0,2.0,0.24803528,0.24803528,0.7519647
127,2024_04_WAS_ARI,WAS,4,451.0,5.0,1.0,4.0,68,0.41568828,0.5882352941176471,216.0,37.0,27.0,1,233.0,31.0,26.0,3.0,0.0,27.0,45.0,0.0,1.0,9.0,1.0,0.75687766,0.24312232,0.75687766
128,2024_05_ARI_SF,ARI,5,363.0,2.0,1.0,1.0,56,0.123573415,0.44642857142857145,172.0,25.0,50.0,2,195.0,31.0,19.0,10.0,1.0,34.0,1.0,0.0,1.0,3.0,1.0,0.34455878,0.6554412,0.34455878
129,2024_05_ARI_SF,SF,5,384.0,1.0,1.0,0.0,63,-0.041769844,0.42857142857142855,153.0,26.0,34.0,2,244.0,37.0,19.0,14.0,2.0,53.0,0.0,1.0,2.0,6.0,0.0,0.67864627,0.67864627,0.32135373
130,2024_05_BAL_CIN,BAL,5,521.0,5.0,4.0,1.0,76,0.29044858,0.5526315789473685,176.0,33.0,51.0,2,348.0,43.0,26.0,16.0,1.0,55.0,10.0,1.0,0.0,10.0,1.0,0.40530673,0.59469324,0.40530673
131,2024_05_BAL_CIN,CIN,5,444.0,5.0,5.0,0.0,66,0.2662288,0.45454545454545453,71.0,24.0,16.0,1,392.0,42.0,30.0,8.0,3.0,70.0,6.0,0.0,1.0,8.0,0.0,0.61004424,0.61004424,0.38995573
132,2024_05_BUF_HOU,BUF,5,276.0,2.0,1.0,1.0,59,-0.015058113,0.3050847457627119,150.0,28.0,19.0,5,131.0,31.0,9.0,21.0,1.0,49.0,15.0,0.0,0.0,3.0,1.0,0.29380125,0.70619875,0.29380125
133,2024_05_BUF_HOU,HOU,5,425.0,2.0,1.0,1.0,67,-0.057969272,0.3880597014925373,94.0,28.0,15.0,5,331.0,39.0,28.0,9.0,1.0,67.0,25.0,1.0,1.0,8.0,0.0,0.77624315,0.77624315,0.22375688
134,2024_05_CAR_CHI,CAR,5,292.0,1.0,0.0,1.0,58,-0.25997198,0.3448275862068966,120.0,19.0,38.0,0,194.0,39.0,22.0,12.0,4.0,31.0,0.0,2.0,1.0,3.0,1.0,0.14291115,0.8570888,0.14291115
135,2024_05_CAR_CHI,CHI,5,428.0,5.0,2.0,3.0,67,0.21436304,0.44776119402985076,132.0,36.0,18.0,1,304.0,31.0,20.0,9.0,1.0,42.0,0.0,0.0,0.0,4.0,0.0,0.817028,0.817028,0.18297198
136,2024_05_CLE_WAS,CLE,5,212.0,1.0,1.0,0.0,59,-0.30568817,0.3050847457627119,104.0,23.0,25.0,1,141.0,36.0,16.0,13.0,7.0,19.0,0.0,1.0,0.0,1.0,2.0,0.1405997,0.8594003,0.1405997
137,2024_05_CLE_WAS,WAS,5,434.0,4.0,1.0,3.0,65,0.0844965,0.35384615384615387,215.0,34.0,50.0,5,236.0,31.0,15.0,12.0,3.0,66.0,3.0,1.0,1.0,8.0,2.0,0.8500946,0.8500946,0.1499054
138,2024_05_DAL_PIT,DAL,5,445.0,2.0,2.0,0.0,75,0.11317537,0.48,109.0,31.0,13.0,3,352.0,44.0,29.0,11.0,2.0,48.0,40.0,1.0,2.0,9.0,1.0,0.48286584,0.51713413,0.48286584
139,2024_05_DAL_PIT,PIT,5,226.0,2.0,2.0,0.0,57,0.045424223,0.49122807017543857,92.0,26.0,8.0,1,150.0,31.0,16.0,12.0,3.0,21.0,17.0,1.0,0.0,3.0,2.0,0.4870946,0.4870946,0.51290536
140,2024_05_GB_LA,GB,5,325.0,4.0,2.0,1.0,56,0.018795196,0.42857142857142855,128.0,28.0,13.0,1,224.0,28.0,15.0,10.0,2.0,66.0,0.0,0.0,1.0,1.0,0.0,0.61629736,0.3837026,0.61629736
141,2024_05_GB_LA,LA,5,370.0,2.0,1.0,1.0,77,-0.09714081,0.5324675324675324,134.0,29.0,30.0,1,260.0,48.0,29.0,15.0,3.0,31.0,0.0,1.0,1.0,8.0,2.0,0.3840646,0.3840646,0.6159354
142,2024_05_IND_JAX,IND,5,448.0,4.0,3.0,1.0,68,0.25687316,0.4411764705882353,100.0,19.0,21.0,0,383.0,49.0,34.0,11.0,4.0,65.0,15.0,1.0,0.0,7.0,1.0,0.3429576,0.6570424,0.3429576
143,2024_05_IND_JAX,JAX,5,497.0,4.0,2.0,2.0,57,0.27860418,0.42105263157894735,126.0,23.0,65.0,3,371.0,34.0,28.0,5.0,0.0,85.0,5.0,1.0,1.0,3.0,1.0,0.6117206,0.6117206,0.38827935
144,2024_05_LV_DEN,DEN,5,293.0,3.0,2.0,1.0,54,0.06907283,0.48148148148148145,113.0,25.0,17.0,4,206.0,29.0,19.0,7.0,3.0,27.0,5.0,0.0,0.0,3.0,1.0,0.68639845,0.68639845,0.31360155
145,2024_05_LV_DEN,LV,5,332.0,3.0,1.0,1.0,66,-0.19881104,0.3787878787878788,115.0,26.0,40.0,2,231.0,40.0,22.0,12.0,3.0,57.0,15.0,0.0,3.0,7.0,0.0,0.3226917,0.67730826,0.3226917
