player_id,player_name,player_abbr,game_id,week,recent_team,opponent_team,season,season_type,position,headshot_url,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,avg_yac,avg_expected_yac,avg_yac_above_expectation
00-0038124,Christian Watson,C.Watson,2024_08_GB_JAX,8,GB,JAX,2024,REG,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qenktpex0mep8er8dzxj",4,6,39.0,0,0.0,0.0,66.0,9.0,3.0,2.3909693,0,0.59090906,0.22222222,0.23741007,0.4995204,0.0,3.9,7.9,0.0,0.0,0.0,0.0,84.7,5.633333333333333,2.1301058016332384,11.031666666666666,24.95852187028657,3.4025,4.259998738128161,-0.8574987381281609
00-0038124,Christian Watson,C.Watson,2024_09_DET_GB,9,GB,DET,2024,REG,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qenktpex0mep8er8dzxj",3,7,37.0,0,0.0,0.0,145.0,1.0,2.0,-0.50308436,1,0.2551724,0.1891892,0.38978493,0.55663323,0.0,5.7,8.7,0.0,0.0,0.0,0.0,59.8,3.85,2.4038559814775624,20.27857142857143,38.37523655041904,0.2066666666666658,1.4566133336208889,-1.249946666954223
00-0038124,Christian Watson,C.Watson,2024_14_GB_DET,14,GB,DET,2024,REG,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qenktpex0mep8er8dzxj",4,7,114.0,0,1.0,1.0,89.0,45.0,2.0,-0.24076535,0,1.2808989,0.36842105,0.49171272,0.8968305,0.0,9.4,13.4,0.0,0.0,0.0,0.0,101.8,3.2100000000000004,2.416812913592438,13.274285714285712,51.99485199485196,12.117500000000001,10.461139284810884,1.656360715189118
00-0038124,Christian Watson,C.Watson,2024_15_GB_SEA,15,GB,SEA,2024,REG,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qenktpex0mep8er8dzxj",3,6,56.0,0,0.0,0.0,94.0,0.0,2.0,-0.3070054,0,0.59574467,0.23076923,0.53409094,0.7200175,0.0,5.6,8.6,0.0,0.0,0.0,0.0,82.6,5.155,2.697714815548011,14.821666666666667,49.06212071058149,1.426666666666667,1.5602948012894633,-0.13362813462279632
00-0036244,Colby Parkinson,C.Parkinson,2024_01_LA_DET,1,LA,DET,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crjyx8tutyzn8bomqbdc",4,5,47.0,0,0.0,0.0,11.0,30.0,3.0,3.6867824,0,4.2727275,0.104166664,0.03846154,0.18317308,0.0,4.7,8.7,0.0,1.0,0.2,0.0,105.8,10.06,4.14193343500243,2.3200000000000003,3.941556235134216,7.4399999999999995,6.0645626075859305,1.375437392414069
00-0036244,Colby Parkinson,C.Parkinson,2024_03_SF_LA,3,LA,SF,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crjyx8tutyzn8bomqbdc",3,5,21.0,0,0.0,0.0,32.0,8.0,1.0,-1.3798589,0,0.65625,0.2173913,0.11940298,0.40966904,0.0,2.1,5.1,0.0,0.0,0.0,0.0,69.6,6.992500000000001,2.749079784081507,5.7120000000000015,11.474948772550125,2.7833333333333314,4.840757667344708,-2.057424334011377
00-0036244,Colby Parkinson,C.Parkinson,2024_04_LA_CHI,4,LA,CHI,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crjyx8tutyzn8bomqbdc",4,7,33.0,0,0.0,0.0,31.0,26.0,2.0,0.9953035,0,1.0645162,0.2413793,0.15422885,0.47002918,0.0,3.3,7.3,0.0,0.0,0.0,0.0,69.3,7.779999999999999,4.39986420396329,4.338571428571429,14.87485918597248,6.877499999999998,11.238210767325768,-4.36071076732577
00-0036244,Colby Parkinson,C.Parkinson,2024_05_GB_LA,5,LA,GB,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crjyx8tutyzn8bomqbdc",7,13,52.0,0,0.0,0.0,82.0,18.0,1.0,-5.5702906,0,0.63414633,0.2888889,0.22343324,0.5897366,0.0,5.2,12.2,0.0,0.0,0.0,0.0,63.6,9.072222222222223,2.6926277055010455,7.198461538461539,25.372122658135183,2.7514285714285713,3.783954580128693,-1.0325260087001218
00-0036244,Colby Parkinson,C.Parkinson,2024_15_LA_SF,15,LA,SF,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crjyx8tutyzn8bomqbdc",2,5,21.0,0,0.0,0.0,32.0,13.0,1.0,-1.6182588,0,0.65625,0.1923077,0.18079096,0.41501522,0.0,2.1,4.1,0.0,0.0,0.0,0.0,52.9,4.35,3.382339513173464,7.750000000000002,22.045855379188716,6.41,4.301173544807398,2.1088264551926024
00-0036290,Cole Kmet,C.Kmet,2024_02_CHI_HOU,2,CHI,HOU,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",4,5,27.0,0,0.0,0.0,44.0,10.0,1.0,-1.6364654,0,0.6136364,0.14705883,0.17741935,0.3447818,0.0,2.7,6.7,0.0,0.0,0.0,1.0,49.6,10.483333333333334,4.2178875567533165,7.954000000000001,16.848125397161624,2.612499999999999,3.602870621591535,-0.990370621591536
00-0036290,Cole Kmet,C.Kmet,2024_03_CHI_IND,3,CHI,IND,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",10,11,97.0,1,0.0,0.0,94.0,21.0,7.0,10.201196,0,1.031915,0.22916667,0.18613862,0.47404703,0.0,15.7,25.7,0.0,0.0,0.0,0.0,133.7,7.85375,4.624842304953017,7.800000000000001,17.54888325288391,2.81,2.2649376869274507,0.5450623130725494
00-0036290,Cole Kmet,C.Kmet,2024_06_JAX_CHI,6,CHI,JAX,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",5,5,70.0,2,0.0,0.0,27.0,43.0,3.0,6.8817286,0,2.5925925,0.1923077,0.26213592,0.47195667,0.0,19.0,24.0,1.0,0.0,0.0,0.0,158.3,6.193333333333334,6.536853109718884,5.8740000000000006,25.18867924528302,9.440000000000001,11.75248170974437,-2.312481709744368
00-0036290,Cole Kmet,C.Kmet,2024_12_MIN_CHI,12,CHI,MIN,2024,REG,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",7,10,64.0,0,0.0,0.0,84.0,23.0,2.0,0.22752133,0,0.7619048,0.21276596,0.2320442,0.48157987,0.0,6.4,13.4,0.0,1.0,0.1,0.0,87.1,4.835,3.2536518764898674,7.481999999999999,21.530935251798557,3.821428571428572,3.1160757275392825,0.7053528438892895
00-0033908,Cooper Kupp,C.Kupp,2024_01_LA_DET,1,LA,DET,2024,REG,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sq7zwzcgrajuk0hwwph2",14,21,110.0,1,0.0,0.0,153.0,41.0,6.0,-1.5487561,0,0.71895427,0.4375,0.53496504,1.0307255,0.0,18.0,32.0,1.0,1.0,0.048,0.0,95.3,6.991578947368422,3.1459456045309104,7.463809523809524,53.258579680598004,3.0235714285714286,3.7374066405904904,-0.7138352120190619
