player_id,player_abbr,player_name,position,headshot_url,recent_team,season,week,season_type,opponent_team,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,fantasy_points,fantasy_points_ppr
00-0035250,D.Singletary,Devin Singletary,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",NYG,2024,13,REG,DAL,7,23.0,0,0.0,0.0,2.0,0.03875054,0,0,1,0.0,0,0.0,0.0,-17.0,0.0,0.0,-9.032857,2.3,2.3
00-0035250,D.Singletary,Devin Singletary,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",NYG,2024,14,REG,NO,2,8.0,0,0.0,0.0,0.0,-0.77298737,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8
00-0035250,D.Singletary,Devin Singletary,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",NYG,2024,15,REG,BAL,8,25.0,1,0.0,0.0,1.0,-0.42824665,0,3,3,16.0,0,0.0,0.0,-9.0,25.0,0.0,0.27665758,10.1,13.1
00-0035250,D.Singletary,Devin Singletary,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",NYG,2024,16,REG,ATL,4,12.0,0,0.0,0.0,0.0,-1.0211605,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2
00-0035250,D.Singletary,Devin Singletary,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",NYG,2024,17,REG,IND,5,21.0,0,0.0,0.0,1.0,-0.955391,0,1,1,9.0,0,0.0,0.0,2.0,7.0,0.0,0.5882451,3.0,4.0
00-0035250,D.Singletary,Devin Singletary,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",NYG,2024,18,REG,PHI,7,22.0,0,0.0,0.0,2.0,1.0181077,0,1,1,-5.0,0,0.0,0.0,-5.0,0.0,0.0,-1.3184513,1.7,2.7
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,1,REG,CHI,16,82.0,1,0.0,0.0,5.0,0.433868,0,3,4,12.0,0,0.0,0.0,0.0,8.0,0.0,-1.4734737,15.4,18.4
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,2,REG,NYJ,17,62.0,0,0.0,0.0,3.0,-1.8928565,0,5,6,40.0,0,0.0,0.0,17.0,22.0,2.0,1.3924955,10.2,15.2
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,3,REG,GB,6,14.0,0,0.0,0.0,1.0,-1.693231,0,3,4,15.0,0,0.0,0.0,-9.0,17.0,0.0,-1.3721265,2.9,5.9
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,4,REG,MIA,22,88.0,1,0.0,0.0,3.0,-0.51495695,0,2,2,20.0,0,0.0,0.0,-4.0,24.0,1.0,0.4666089,16.8,18.8
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,6,REG,IND,17,93.0,1,0.0,0.0,5.0,4.0106797,0,3,3,-5.0,0,0.0,0.0,-12.0,7.0,0.0,-3.3919868,14.8,17.8
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,7,REG,BUF,16,61.0,0,0.0,0.0,1.0,-7.84475,0,2,6,4.0,0,0.0,0.0,-9.0,2.0,0.0,-4.203174,6.5,8.5
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,8,REG,DET,20,94.0,0,0.0,0.0,5.0,-0.2619818,0,3,4,23.0,0,0.0,0.0,16.0,18.0,2.0,0.9470995,11.7,14.7
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,9,REG,NE,28,128.0,0,0.0,0.0,6.0,-3.0790126,0,3,3,26.0,0,0.0,0.0,18.0,8.0,0.0,0.9685115,15.4,18.4
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,10,REG,LAC,9,44.0,0,0.0,0.0,2.0,0.024335645,0,4,4,19.0,0,0.0,0.0,-13.0,32.0,1.0,0.34897095,6.3,10.3
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,11,REG,MIN,9,15.0,0,0.0,0.0,1.0,-5.274846,0,2,4,14.0,0,0.0,0.0,1.0,12.0,1.0,-0.9815641,2.9,4.9
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,12,REG,HOU,24,119.0,1,0.0,0.0,5.0,0.86618954,0,3,5,10.0,0,0.0,0.0,-7.0,17.0,0.0,-2.7156692,18.9,21.9
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,13,REG,WAS,8,35.0,0,1.0,1.0,1.0,-4.5526214,0,4,6,33.0,0,0.0,0.0,27.0,12.0,1.0,-0.046221334,4.8,8.8
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,14,REG,JAX,21,102.0,0,0.0,0.0,7.0,2.2999182,0,2,2,22.0,0,0.0,0.0,-6.0,28.0,1.0,1.8619186,12.4,14.4
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,15,REG,CIN,17,45.0,1,1.0,1.0,4.0,-3.860857,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.5
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,16,REG,IND,8,35.0,0,0.0,0.0,1.0,-0.44531342,1,2,4,5.0,0,0.0,0.0,-11.0,14.0,0.0,-6.2359996,6.0,8.0
00-0035261,T.Pollard,Tony Pollard,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",TEN,2024,18,REG,HOU,22,62.0,0,0.0,0.0,3.0,-5.4487176,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,6.2
00-0035311,M.Gaskin,Myles Gaskin,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dn5kacxm99pb95u8dle1",MIN,2024,1,REG,NYG,1,-3.0,0,0.0,0.0,0.0,-1.1593964,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3
00-0035311,M.Gaskin,Myles Gaskin,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dn5kacxm99pb95u8dle1",MIN,2024,5,REG,NYJ,2,2.0,0,0.0,0.0,0.0,-1.0776252,0,1,1,11.0,0,0.0,0.0,-2.0,13.0,0.0,0.9249962,1.3,2.3
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,1,REG,ARI,2,7.0,0,0.0,0.0,0.0,-0.7053477,0,0,1,0.0,0,0.0,0.0,3.0,0.0,0.0,-1.4029998,0.7,0.7
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,2,REG,MIA,1,-1.0,0,0.0,0.0,0.0,-1.6201805,0,1,2,33.0,0,0.0,0.0,35.0,2.0,1.0,3.5749714,3.2,4.2
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,3,REG,JAX,3,18.0,0,0.0,0.0,1.0,1.2192003,0,3,3,28.0,1,0.0,0.0,23.0,5.0,2.0,2.836462,10.6,13.6
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,4,REG,BAL,1,3.0,1,0.0,0.0,1.0,0.93003833,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.3
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,5,REG,HOU,3,15.0,0,0.0,0.0,1.0,-0.6577243,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,6,REG,NYJ,4,34.0,0,0.0,0.0,2.0,1.909811,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,7,REG,TEN,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4.0,1,0.0,0.0,4.0,0.0,1.0,1.3843118,6.4,7.4
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,8,REG,SEA,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,12.0,0.0,0.0,-0.46854874,0.0,0.0
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,9,REG,MIA,3,23.0,0,0.0,0.0,2.0,1.1183631,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,10,REG,IND,0,0.0,0,0.0,0.0,0.0,0.0,0,3,3,32.0,0,0.0,0.0,2.0,30.0,2.0,2.2028472,3.2,6.2
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,11,REG,KC,5,18.0,0,0.0,0.0,2.0,-0.64173394,0,0,1,0.0,0,0.0,0.0,9.0,0.0,0.0,-0.43007115,1.8,1.8
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,13,REG,SF,5,28.0,0,0.0,0.0,1.0,0.82182044,0,1,1,9.0,0,0.0,0.0,-6.0,15.0,0.0,-0.10073593,3.7,4.7
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,14,REG,LA,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,55.0,1,0.0,0.0,1.0,64.0,2.0,3.5957437,11.5,13.5
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,15,REG,DET,2,9.0,0,0.0,0.0,0.0,0.4723663,0,5,5,114.0,0,0.0,0.0,74.0,40.0,5.0,12.002009,12.3,17.3
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,16,REG,NE,6,30.0,0,0.0,0.0,1.0,-1.2463348,0,0,1,0.0,0,0.0,0.0,31.0,0.0,0.0,-0.30885175,3.0,3.0
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,17,REG,NYJ,4,16.0,0,0.0,0.0,1.0,-1.8163176,0,1,1,9.0,0,0.0,0.0,3.0,6.0,1.0,1.095235,2.5,3.5
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,18,REG,NE,2,13.0,0,0.0,0.0,1.0,0.88394105,0,1,2,0.0,0,0.0,0.0,13.0,8.0,0.0,-0.5784519,1.3,2.3
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,19,POST,DEN,9,44.0,0,0.0,0.0,2.0,0.45330137,0,2,2,26.0,1,0.0,0.0,25.0,1.0,2.0,4.2052007,13.0,15.0
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,20,POST,BAL,5,31.0,0,0.0,0.0,2.0,0.5335159,0,1,1,8.0,0,0.0,0.0,0.0,8.0,1.0,0.7286136,3.9,4.9
00-0035537,T.Johnson,Ty Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb",BUF,2024,21,POST,KC,6,19.0,0,0.0,0.0,1.0,-0.7284121,0,1,1,0.0,0,0.0,0.0,-5.0,5.0,0.0,-0.6891751,1.9,2.9
00-0035567,C.Reynolds,Craig Reynolds,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfohmdfiai96uqcl7c03",DET,2024,6,REG,DAL,6,21.0,0,1.0,0.0,1.0,-0.65817815,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1
00-0035567,C.Reynolds,Craig Reynolds,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfohmdfiai96uqcl7c03",DET,2024,8,REG,TEN,3,3.0,0,0.0,0.0,0.0,-2.3103352,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
00-0035567,C.Reynolds,Craig Reynolds,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfohmdfiai96uqcl7c03",DET,2024,11,REG,JAX,2,21.0,0,0.0,0.0,1.0,0.61779714,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1
00-0035567,C.Reynolds,Craig Reynolds,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfohmdfiai96uqcl7c03",DET,2024,12,REG,IND,1,6.0,0,0.0,0.0,1.0,0.3517928,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
00-0035567,C.Reynolds,Craig Reynolds,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfohmdfiai96uqcl7c03",DET,2024,16,REG,CHI,4,18.0,0,0.0,0.0,1.0,-0.10791947,0,1,1,5.0,0,0.0,0.0,-4.0,9.0,0.0,1.3600898,2.3,3.3
00-0035567,C.Reynolds,Craig Reynolds,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfohmdfiai96uqcl7c03",DET,2024,17,REG,SF,7,31.0,0,0.0,0.0,1.0,-0.31738332,0,2,2,35.0,0,0.0,0.0,2.0,33.0,2.0,3.2308905,6.6,8.6
00-0035567,C.Reynolds,Craig Reynolds,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfohmdfiai96uqcl7c03",DET,2024,18,REG,MIN,8,39.0,0,0.0,0.0,1.0,-2.4442961,0,0,2,0.0,0,0.0,0.0,-8.0,0.0,0.0,-7.3188686,3.9,3.9
00-0035594,T.Homer,Travis Homer,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eg1e7va024emnbm55got",CHI,2024,1,REG,TEN,2,10.0,0,0.0,0.0,1.0,0.48080835,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
00-0035594,T.Homer,Travis Homer,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eg1e7va024emnbm55got",CHI,2024,2,REG,HOU,1,6.0,0,0.0,0.0,0.0,0.24186003,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
00-0035594,T.Homer,Travis Homer,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eg1e7va024emnbm55got",CHI,2024,14,REG,SF,0,0.0,0,0.0,0.0,0.0,0.0,0,3,3,11.0,0,0.0,0.0,1.0,10.0,0.0,-0.85337096,1.1,4.1
00-0035594,T.Homer,Travis Homer,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eg1e7va024emnbm55got",CHI,2024,15,REG,MIN,3,7.0,0,0.0,0.0,1.0,-0.6216147,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,2,REG,CLE,5,26.0,0,0.0,0.0,1.0,0.94883406,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,3,REG,BUF,2,12.0,0,0.0,0.0,1.0,0.35949263,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.5725323,1.2,1.2
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,4,REG,HOU,2,0.0,0,0.0,0.0,0.0,-1.514013,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,5,REG,IND,1,1.0,0,0.0,0.0,0.0,-0.28198883,0,2,3,9.0,0,0.0,0.0,-4.0,15.0,0.0,-0.36181805,1.0,3.0
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,6,REG,CHI,6,28.0,0,0.0,0.0,1.0,1.6581401,0,2,2,16.0,0,0.0,0.0,-7.0,23.0,1.0,0.6131828,4.4,6.4
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,7,REG,NE,9,38.0,0,0.0,0.0,3.0,0.05717233,0,3,4,32.0,0,0.0,0.0,-5.0,29.0,1.0,0.1501453,7.0,10.0
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,8,REG,GB,1,3.0,0,0.0,0.0,0.0,-0.3650517,0,1,2,20.0,0,0.0,0.0,6.0,15.0,1.0,-0.72891384,2.3,3.3
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,9,REG,PHI,2,6.0,0,0.0,0.0,0.0,0.36581066,0,0,1,0.0,0,0.0,0.0,13.0,0.0,0.0,-4.87499,0.6,0.6
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,11,REG,DET,2,3.0,0,0.0,0.0,0.0,-0.9762637,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,16,REG,LV,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,8.0,0,0.0,0.0,8.0,3.0,0.0,-3.633083,0.8,1.8
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,17,REG,TEN,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,11.0,0,0.0,0.0,-7.0,18.0,0.0,-0.9273616,1.1,3.1
00-0035628,D.Johnson,D'Ernest Johnson,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",JAX,2024,18,REG,IND,2,26.0,0,0.0,0.0,1.0,2.946372,0,1,2,0.0,0,0.0,0.0,3.0,-2.0,0.0,-2.4115694,2.6,3.6
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,1,REG,LA,17,91.0,1,0.0,0.0,6.0,6.476436,0,1,1,2.0,0,0.0,0.0,2.0,0.0,0.0,-0.61736363,15.3,16.3
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,2,REG,TB,11,35.0,1,0.0,0.0,2.0,0.6013168,0,4,4,35.0,0,0.0,0.0,2.0,33.0,1.0,0.3887375,13.0,17.0
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,3,REG,ARI,23,105.0,1,0.0,0.0,7.0,-3.1571596,0,3,3,17.0,0,0.0,0.0,-7.0,24.0,0.0,0.8716475,18.2,21.2
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,4,REG,SEA,12,40.0,1,0.0,0.0,3.0,-1.6189069,0,1,1,40.0,0,0.0,0.0,1.0,39.0,1.0,2.347262,14.0,15.0
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,6,REG,DAL,12,80.0,2,0.0,0.0,5.0,5.6330996,0,1,1,0.0,0,0.0,0.0,-3.0,3.0,0.0,-0.6236299,20.0,21.0
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,7,REG,MIN,9,31.0,0,1.0,1.0,0.0,-10.667484,0,3,4,39.0,0,0.0,0.0,5.0,37.0,1.0,1.3596032,5.0,8.0
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,8,REG,TEN,9,33.0,1,0.0,0.0,2.0,1.5993553,0,1,1,5.0,0,0.0,0.0,4.0,1.0,1.0,0.47645435,13.92,14.92
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,9,REG,GB,17,73.0,0,0.0,0.0,6.0,-1.6105951,0,3,3,23.0,0,0.0,0.0,-3.0,26.0,1.0,1.4251578,9.6,12.6
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,10,REG,HOU,12,32.0,1,1.0,0.0,3.0,-1.3628162,0,1,2,24.0,0,0.0,0.0,-1.0,28.0,1.0,0.9228617,11.6,12.6
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,11,REG,JAX,15,75.0,2,0.0,0.0,7.0,2.514874,0,3,3,20.0,0,0.0,0.0,3.0,17.0,1.0,1.2250708,21.5,24.5
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,12,REG,IND,8,37.0,1,0.0,0.0,2.0,-1.0589845,0,3,3,36.0,0,0.0,0.0,1.0,35.0,2.0,2.3868136,13.3,16.3
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,13,REG,CHI,21,88.0,0,0.0,0.0,4.0,-1.4011785,0,3,3,36.0,0,0.0,0.0,-9.0,45.0,3.0,2.8186867,12.4,15.4
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,14,REG,GB,14,51.0,1,0.0,0.0,3.0,0.17862682,0,5,5,33.0,0,0.0,0.0,-3.0,36.0,2.0,1.7209696,14.4,19.4
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,15,REG,BUF,5,4.0,0,0.0,0.0,0.0,-4.011362,0,4,4,31.0,0,0.0,0.0,-10.0,41.0,2.0,1.2159864,3.5,7.5
00-0035685,D.Montgomery,David Montgomery,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",DET,2024,20,POST,WAS,7,28.0,0,0.0,0.0,2.0,-0.60512906,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6
00-0035700,J.Jacobs,Josh Jacobs,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ksdusqxnwqtnph0htcfx",GB,2024,1,REG,PHI,16,84.0,0,1.0,0.0,4.0,2.0765023,0,2,3,20.0,0,0.0,0.0,-11.0,29.0,1.0,0.8317928,10.4,12.4
00-0035700,J.Jacobs,Josh Jacobs,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ksdusqxnwqtnph0htcfx",GB,2024,2,REG,IND,32,151.0,0,1.0,1.0,8.0,-8.329082,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1
00-0035700,J.Jacobs,Josh Jacobs,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ksdusqxnwqtnph0htcfx",GB,2024,3,REG,TEN,14,43.0,0,0.0,0.0,1.0,-5.1389203,0,1,1,5.0,0,0.0,0.0,0.0,5.0,0.0,-0.2515462,4.8,5.8
