player_id,player_name,player_abbr,game_id,week,recent_team,opponent_team,season,season_type,position,headshot_url,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,fantasy_points,fantasy_points_ppr,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected
00-0036275,D'Andre Swift,D.Swift,2024_05_CAR_CHI,5,CHI,CAR,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",21,73.0,1,0.0,0.0,5.0,0.73284626,0,2,2,47.0,0,0.0,0.0,-5.0,52.0,1.0,3.2029438,18.0,20.0,61.0,2.9,12.0,0.6,1.0,4.492739726027397,19.047619047619047,2.7440500000000005,85.19285384209445,-12.19285384209445,-0.5806120877187834,0.2857142857142857
00-0036275,D'Andre Swift,D.Swift,2024_06_JAX_CHI,6,CHI,JAX,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",17,91.0,1,1.0,0.0,5.0,0.8299236,0,4,4,28.0,0,0.0,0.0,-14.0,42.0,1.0,0.19258557,17.9,21.9,53.0,3.1,38.0,2.2,1.0,3.3872527472527474,17.647058823529413,2.8248750000000005,76.02284004540645,14.977159954593546,0.881009409093738,0.5294117647058824
00-0036275,D'Andre Swift,D.Swift,2024_08_CHI_WAS,8,CHI,WAS,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",18,129.0,1,0.0,0.0,4.0,2.963493,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,18.9,48.0,2.7,81.0,4.5,0.0,2.7731782945736434,5.555555555555555,2.865058823529412,111.63966833031618,17.360331669683816,0.9644628705379898,0.2777777777777778
00-0036275,D'Andre Swift,D.Swift,2024_09_CHI_ARI,9,CHI,ARI,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",16,51.0,0,0.0,0.0,5.0,-1.2118286,0,6,6,31.0,0,1.0,0.0,9.0,22.0,1.0,0.61553407,8.2,14.2,29.0,1.8,22.0,1.4,1.0,4.976862745098039,6.25,2.6896428571428572,69.9833883111661,-18.983388311166095,-1.186461769447881,0.1875
00-0036275,D'Andre Swift,D.Swift,2024_10_NE_CHI,10,CHI,NE,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",16,59.0,0,0.0,0.0,2.0,-3.2201545,0,1,1,6.0,0,0.0,0.0,2.0,4.0,0.0,-0.6786725,6.5,7.5,26.0,1.6,33.0,2.1,1.0,4.694915254237289,31.25,2.7344615384615385,65.50272242024103,-6.502722420241028,-0.40642015126506426,0.5625
00-0036275,D'Andre Swift,D.Swift,2024_11_GB_CHI,11,CHI,GB,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",14,71.0,1,0.0,0.0,2.0,-1.3467379,0,2,2,13.0,0,0.0,0.0,-2.0,15.0,0.0,0.27830198,14.4,16.4,52.0,3.7,19.0,1.4,0.0,3.1667605633802816,35.714285714285715,2.667769230769231,52.7329471506056,18.267052849394403,1.3047894892424574,0.2857142857142857
00-0036275,D'Andre Swift,D.Swift,2024_12_MIN_CHI,12,CHI,MIN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",13,30.0,0,0.0,0.0,0.0,-5.232166,0,3,4,35.0,0,0.0,0.0,16.0,19.0,1.0,0.9042868,6.5,9.5,15.0,1.2,15.0,1.2,0.0,7.203666666666667,46.15384615384615,2.6034999999999995,57.30652905781106,-27.306529057811062,-2.1005022352162355,0.15384615384615385
00-0036275,D'Andre Swift,D.Swift,2024_13_CHI_DET,13,CHI,DET,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",11,39.0,0,0.0,0.0,2.0,-1.1154447,0,2,3,35.0,0,0.0,0.0,12.0,41.0,1.0,-0.56703436,7.4,9.4,14.0,1.3,25.0,2.3,0.0,4.783846153846155,27.27272727272727,2.7171250000000002,53.410017593131485,-14.410017593131485,-1.3100015993755896,0.2727272727272727
00-0036275,D'Andre Swift,D.Swift,2024_14_CHI_SF,14,CHI,SF,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",14,38.0,0,0.0,0.0,3.0,-1.255327,0,1,2,2.0,0,0.0,0.0,-4.0,0.0,0.0,-1.0598627,4.0,5.0,21.0,1.5,17.0,1.2,0.0,5.590263157894737,35.714285714285715,2.9926153846153847,67.0160025296725,-29.016002529672505,-2.072571609262322,0.14285714285714285
00-0036275,D'Andre Swift,D.Swift,2024_15_CHI_MIN,15,CHI,MIN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",19,79.0,0,0.0,0.0,5.0,-6.4807296,0,1,1,10.0,0,0.0,0.0,0.0,10.0,1.0,0.595178,8.9,9.9,45.0,2.4,34.0,1.8,0.0,4.052278481012658,47.368421052631575,2.999052631578947,78.54112474073187,0.458875259268126,0.024151329435164525,0.3157894736842105
00-0036275,D'Andre Swift,D.Swift,2024_17_SEA_CHI,17,CHI,SEA,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",12,53.0,0,0.0,0.0,2.0,-0.67690027,0,4,5,28.0,0,0.0,0.0,-8.0,36.0,2.0,0.51185155,8.1,12.1,53.0,4.4,0.0,0.0,0.0,4.246792452830188,0.0,2.997,72.7442005659575,-19.7442005659575,-1.6453500471631248,0.3333333333333333
00-0036275,D'Andre Swift,D.Swift,2024_18_CHI_GB,18,CHI,GB,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",20,65.0,1,0.0,0.0,4.0,-2.7230422,0,0,2,0.0,0,0.0,0.0,18.0,0.0,0.0,-6.392888,12.5,12.5,26.0,1.3,39.0,2.0,2.0,5.044461538461537,20.0,2.9916666666666667,84.53271897149037,-19.532718971490368,-0.9766359485745184,0.2
00-0033925,D'Onta Foreman,D.Foreman,2024_02_CLE_JAX,2,CLE,JAX,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shlxaet74pmn8arznphw",14,42.0,0,1.0,0.0,1.0,-5.0588403,0,1,1,9.0,0,0.0,0.0,7.0,2.0,0.0,-0.093580626,5.1,6.1,23.0,1.6,19.0,1.4,0.0,5.238809523809524,28.57142857142857,2.7012307692307695,48.77954376732398,-8.779543767323979,-0.675349520563383,0.3076923076923077
00-0033925,D'Onta Foreman,D.Foreman,2024_06_CLE_PHI,6,CLE,PHI,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shlxaet74pmn8arznphw",10,31.0,0,0.0,0.0,1.0,-2.6854906,0,2,2,16.0,0,0.0,0.0,5.0,11.0,0.0,0.9562411,4.7,6.7,25.0,2.5,6.0,0.6,0.0,4.163225806451613,0.0,2.683777777777778,50.110114317798256,-19.110114317798256,-1.9110114317798257,0.5
00-0033925,D'Onta Foreman,D.Foreman,2024_17_MIA_CLE,17,CLE,MIA,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shlxaet74pmn8arznphw",13,49.0,0,0.0,0.0,3.0,-1.6170244,0,0,2,0.0,0,0.0,0.0,-5.0,0.0,0.0,-0.7592814,4.9,4.9,19.0,1.5,30.0,2.3,0.0,3.843673469387755,15.384615384615385,2.711461538461538,48.773592801060246,-4.773592801060246,-0.39779940008835385,0.4166666666666667
00-0033925,D'Onta Foreman,D.Foreman,2024_18_CLE_BAL,18,CLE,BAL,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shlxaet74pmn8arznphw",10,27.0,0,0.0,0.0,0.0,-4.6436644,0,1,1,8.0,0,0.0,0.0,2.0,6.0,0.0,-0.28612378,3.5,4.5,10.0,1.0,17.0,1.7,0.0,4.135555555555556,10.0,2.7503,34.982868161899304,-10.982868161899304,-1.2203186846554783,0.1111111111111111
00-0037258,Dameon Pierce,D.Pierce,2024_18_HOU_TEN,18,HOU,TEN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kotnmiuvvfmfuupr0f82",19,176.0,1,1.0,0.0,5.0,6.59404,0,0,2,0.0,0,0.0,0.0,-2.0,0.0,0.0,-1.2637116,23.6,23.6,49.0,2.6,127.0,6.7,2.0,2.1385227272727274,36.84210526315789,2.781222222222222,58.75872942787545,117.24127057212455,6.170593188006555,0.7368421052631579
00-0033854,Dare Ogunbowale,D.Ogunbowale,2024_05_BUF_HOU,5,HOU,BUF,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzthvzy64jesgizjthwx",15,30.0,0,0.0,0.0,1.0,-9.329758,0,6,7,57.0,0,0.0,0.0,7.0,53.0,2.0,4.2971582,8.7,14.7,8.0,0.5,22.0,1.5,0.0,6.3549999999999995,13.333333333333334,2.8219999999999996,45.184768397030034,-15.184768397030034,-1.0123178931353356,0.2
00-0035685,David Montgomery,D.Montgomery,2024_01_LA_DET,1,DET,LA,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",17,91.0,1,0.0,0.0,6.0,6.476436,0,1,1,2.0,0,0.0,0.0,2.0,0.0,0.0,-0.61736363,15.3,16.3,45.0,2.6,46.0,2.7,2.0,3.0074725274725274,5.88235294117647,2.8229375,73.4515107808987,12.548489219101299,0.7842805761938312,0.5625
00-0035685,David Montgomery,D.Montgomery,2024_02_TB_DET,2,DET,TB,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",11,35.0,1,0.0,0.0,2.0,0.6013168,0,4,4,35.0,0,0.0,0.0,2.0,33.0,1.0,0.3887375,13.0,17.0,11.0,1.0,24.0,2.2,1.0,4.853142857142856,27.27272727272727,2.6650000000000005,41.587423821670235,-6.587423821670235,-0.5988567110609305,0.5454545454545454
00-0035685,David Montgomery,D.Montgomery,2024_03_DET_ARI,3,DET,ARI,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",23,105.0,1,0.0,0.0,7.0,-3.1571596,0,3,3,17.0,0,0.0,0.0,-7.0,24.0,0.0,0.8716475,18.2,21.2,44.0,1.9,61.0,2.7,2.0,3.6338095238095223,30.434782608695656,2.6394761904761905,98.77518670256988,6.224813297430117,0.2706440564100051,0.391304347826087
00-0035685,David Montgomery,D.Montgomery,2024_04_SEA_DET,4,DET,SEA,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",12,40.0,1,0.0,0.0,3.0,-1.6189069,0,1,1,40.0,0,0.0,0.0,1.0,39.0,1.0,2.347262,14.0,15.0,25.0,2.1,15.0,1.3,1.0,5.1375,58.333333333333336,2.790363636363636,46.64289052407093,-6.642890524070928,-0.553574210339244,0.25
00-0035685,David Montgomery,D.Montgomery,2024_06_DET_DAL,6,DET,DAL,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",12,80.0,2,0.0,0.0,5.0,5.6330996,0,1,1,0.0,0,0.0,0.0,-3.0,3.0,0.0,-0.6236299,20.0,21.0,46.0,3.8,34.0,2.8,2.0,3.152375,41.66666666666667,2.7589166666666665,54.69325602120726,25.30674397879274,2.1088953315660617,0.5833333333333334
00-0035685,David Montgomery,D.Montgomery,2024_09_DET_GB,9,DET,GB,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",17,73.0,0,0.0,0.0,6.0,-1.6105951,0,3,3,23.0,0,0.0,0.0,-3.0,26.0,1.0,1.4251578,9.6,12.6,23.0,1.4,50.0,2.9,4.0,3.7580821917808214,23.52941176470588,2.8663333333333325,68.81464094426845,4.185359055731553,0.24619759151362075,0.4117647058823529
00-0035685,David Montgomery,D.Montgomery,2024_10_DET_HOU,10,DET,HOU,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",12,32.0,1,1.0,0.0,3.0,-1.3628162,0,1,2,24.0,0,0.0,0.0,-1.0,28.0,1.0,0.9228617,11.6,12.6,13.0,1.1,19.0,1.6,1.0,4.971875,25.0,2.9952727272727273,50.529884428838294,-18.529884428838294,-1.5441570357365244,0.25
00-0035685,David Montgomery,D.Montgomery,2024_11_JAX_DET,11,DET,JAX,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",15,75.0,2,0.0,0.0,7.0,2.514874,0,3,3,20.0,0,0.0,0.0,3.0,17.0,1.0,1.2250708,21.5,24.5,38.0,2.5,37.0,2.5,0.0,3.3055999999999996,13.333333333333334,2.4451333333333336,72.3460094780091,2.653990521990906,0.17693270146606038,0.5333333333333333
00-0035685,David Montgomery,D.Montgomery,2024_13_CHI_DET,13,DET,CHI,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",21,88.0,0,0.0,0.0,4.0,-1.4011785,0,3,3,36.0,0,0.0,0.0,-9.0,45.0,3.0,2.8186867,12.4,15.4,42.0,2.0,46.0,2.2,1.0,3.876136363636363,14.285714285714285,2.91275,87.60801129537205,-1.6080112953720516,-0.08040056476860258,0.45
00-0035685,David Montgomery,D.Montgomery,2024_14_GB_DET,14,DET,GB,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9",14,51.0,1,0.0,0.0,3.0,0.17862682,0,5,5,33.0,0,0.0,0.0,-3.0,36.0,2.0,1.7209696,14.4,19.4,17.0,1.2,34.0,2.4,0.0,4.240588235294118,50.0,2.5206923076923076,39.75408927077929,7.245910729220711,0.5573777484015932,0.3076923076923077
00-0032764,Derrick Henry,D.Henry,2024_01_BAL_KC,1,BAL,KC,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",13,46.0,1,0.0,0.0,5.0,2.1925128,0,0,2,0.0,0,0.0,0.0,-10.0,0.0,0.0,-1.4453137,10.6,10.6,18.0,1.4,28.0,2.2,2.0,4.005434782608695,38.46153846153847,2.8005833333333334,41.72921272207475,4.270787277925251,0.3285220983019424,0.46153846153846156
00-0032764,Derrick Henry,D.Henry,2024_02_LV_BAL,2,BAL,LV,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",18,84.0,1,0.0,0.0,3.0,0.0330894,0,1,1,12.0,0,0.0,0.0,0.0,12.0,1.0,0.76534057,15.6,16.6,27.0,1.5,57.0,3.2,1.0,3.7869047619047613,22.22222222222222,2.554642857142857,49.27670643302754,15.723293566972458,0.9827058479357786,0.5
00-0032764,Derrick Henry,D.Henry,2024_03_BAL_DAL,3,BAL,DAL,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",25,151.0,2,0.0,0.0,8.0,3.1964488,0,1,1,23.0,0,0.0,0.0,-4.0,27.0,1.0,1.3669988,29.4,30.4,71.0,2.8,80.0,3.2,5.0,2.97317880794702,40.0,2.6560833333333336,105.80585038008583,45.19414961991417,1.8077659847965668,0.52
00-0032764,Derrick Henry,D.Henry,2024_04_BUF_BAL,4,BAL,BUF,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",24,199.0,1,1.0,0.0,8.0,8.636214,0,3,3,10.0,1,0.0,0.0,1.0,9.0,1.0,-0.3069546,32.9,35.9,154.0,6.4,45.0,1.9,1.0,2.506834170854271,12.5,2.929857142857144,74.58232771707945,119.41767228292055,5.192072707953067,0.4782608695652174
00-0032764,Derrick Henry,D.Henry,2024_05_BAL_CIN,5,BAL,CIN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",15,92.0,1,0.0,0.0,6.0,2.2948203,0,1,1,4.0,0,0.0,0.0,-6.0,10.0,0.0,-0.09062889,15.6,16.6,58.0,3.9,34.0,2.3,2.0,2.972282608695652,33.33333333333333,2.7696428571428577,47.351894566138775,44.648105433861225,2.976540362257415,0.4
00-0032764,Derrick Henry,D.Henry,2024_06_WAS_BAL,6,BAL,WAS,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",24,132.0,2,0.0,0.0,6.0,1.7679695,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,25.2,71.0,3.0,61.0,2.5,0.0,3.275227272727273,62.5,2.567791666666667,97.68057338932186,34.319426610678136,1.4299761087782557,0.625
00-0032764,Derrick Henry,D.Henry,2024_07_BAL_TB,7,BAL,TB,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",15,169.0,0,0.0,0.0,3.0,6.0411158,0,1,1,13.0,1,0.0,0.0,4.0,9.0,1.0,3.210358,24.2,25.2,106.0,7.1,63.0,4.2,0.0,2.2476331360946746,33.33333333333333,2.8226923076923076,58.5830608731904,99.41693912680961,7.647456855908431,0.38461538461538464
00-0032764,Derrick Henry,D.Henry,2024_08_BAL_CLE,8,BAL,CLE,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",11,73.0,1,0.0,0.0,2.0,-1.4881998,0,1,1,4.0,0,0.0,0.0,-6.0,10.0,0.0,0.04318875,13.7,14.7,21.0,1.9,52.0,4.7,0.0,2.6976712328767123,54.54545454545454,2.909222222222222,28.888904089716736,44.11109591028327,4.01009962820757,0.5454545454545454
00-0032764,Derrick Henry,D.Henry,2024_09_DEN_BAL,9,BAL,DEN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",23,106.0,2,1.0,0.0,5.0,3.5110967,0,1,1,27.0,0,0.0,0.0,-7.0,34.0,1.0,1.9674683,25.3,26.3,49.0,2.1,57.0,2.5,5.0,4.679716981132076,30.434782608695656,2.932363636363637,114.20994185346697,-9.209941853466972,-0.4186337206121351,0.36363636363636365
00-0032764,Derrick Henry,D.Henry,2024_10_CIN_BAL,10,BAL,CIN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",16,68.0,1,0.0,0.0,3.0,-1.1607183,0,1,1,3.0,0,0.0,0.0,-5.0,8.0,0.0,-0.20760247,13.1,14.1,32.0,2.0,36.0,2.3,0.0,4.157205882352941,12.5,2.8533333333333335,66.7385929807055,1.261407019294495,0.07883793870590594,0.4375
00-0032764,Derrick Henry,D.Henry,2024_11_BAL_PIT,11,BAL,PIT,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",13,65.0,1,1.0,1.0,3.0,-2.7729793,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,40.0,3.1,25.0,1.9,1.0,3.1049230769230767,23.076923076923077,2.420583333333333,53.39973644621811,11.600263553781893,0.8923279656755303,0.23076923076923078
00-0032764,Derrick Henry,D.Henry,2024_12_BAL_LAC,12,BAL,LAC,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",24,140.0,0,0.0,0.0,9.0,6.873437,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,66.0,2.8,74.0,3.1,5.0,3.097928571428571,41.66666666666667,2.675826086956522,115.67720776573971,24.32279223426029,1.013449676427512,0.4583333333333333
00-0032764,Derrick Henry,D.Henry,2024_13_PHI_BAL,13,BAL,PHI,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",19,82.0,0,0.0,0.0,4.0,-2.4464073,0,3,3,29.0,0,0.0,0.0,3.0,26.0,2.0,1.0120637,11.1,14.1,23.0,1.2,59.0,3.1,6.0,4.119024390243903,0.0,2.8222352941176467,92.54025150617368,-15.540251506173675,-0.8633473058985375,0.3333333333333333
00-0032764,Derrick Henry,D.Henry,2024_15_BAL_NYG,15,BAL,NYG,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",14,67.0,0,0.0,0.0,5.0,2.401544,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,30.0,2.1,37.0,2.6,3.0,3.243432835820896,35.714285714285715,2.933153846153846,47.709232940602114,19.290767059397886,1.3779119328141347,0.5
00-0032764,Derrick Henry,D.Henry,2024_16_PIT_BAL,16,BAL,PIT,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",24,162.0,0,0.0,0.0,8.0,1.2713741,0,2,2,27.0,0,0.0,0.0,-4.0,31.0,1.0,1.9304479,18.9,20.9,110.0,4.6,52.0,2.2,3.0,2.66820987654321,33.33333333333333,2.4982272727272727,120.74975827950007,41.25024172049993,1.7187600716874971,0.5
00-0032764,Derrick Henry,D.Henry,2024_17_BAL_HOU,17,BAL,HOU,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",27,147.0,1,0.0,0.0,11.0,6.078839,0,2,2,18.0,0,0.0,0.0,1.0,17.0,1.0,2.6025586,22.5,24.5,65.0,2.4,82.0,3.0,8.0,3.0265306122448985,29.629629629629626,2.56992,152.58072331870838,-5.58072331870838,-0.2066934562484585,0.48148148148148145
00-0032764,Derrick Henry,D.Henry,2024_18_CLE_BAL,18,BAL,CLE,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",20,138.0,2,0.0,0.0,5.0,4.165997,0,2,3,23.0,0,0.0,0.0,8.0,23.0,2.0,-1.8376446,28.1,30.1,71.0,3.6,67.0,3.4,0.0,2.5731884057971013,60.0,2.796647058823529,50.64309717422893,87.35690282577107,4.367845141288553,0.6
00-0032764,Derrick Henry,D.Henry,2024_19_PIT_BAL,19,BAL,PIT,2024,POST,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",26,186.0,2,0.0,0.0,7.0,5.281723,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,30.6,71.0,2.7,115.0,4.4,0.0,2.5332795698924726,65.38461538461539,2.6925600000000003,106.90317714117853,79.09682285882147,3.0421854945700564,0.5384615384615384
00-0032764,Derrick Henry,D.Henry,2024_20_BAL_BUF,20,BAL,BUF,2024,POST,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",16,84.0,1,0.0,0.0,5.0,1.6134648,0,0,2,0.0,0,0.0,0.0,16.0,0.0,0.0,-1.2908255,14.4,14.4,56.0,3.5,28.0,1.8,1.0,2.989047619047619,18.75,2.8215000000000003,66.14031151683338,17.85968848316662,1.1162305301979139,0.5625
00-0035250,Devin Singletary,D.Singletary,2024_01_MIN_NYG,1,NYG,MIN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",10,37.0,0,0.0,0.0,1.0,-1.5590125,0,4,5,15.0,0,0.0,0.0,-15.0,32.0,1.0,-2.8900151,5.2,9.2,17.0,1.7,20.0,2.0,0.0,4.002702702702703,0.0,2.717,36.58395345654586,0.4160465434541365,0.04160465434541365,0.5
00-0035250,Devin Singletary,D.Singletary,2024_02_NYG_WAS,2,NYG,WAS,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",16,95.0,1,1.0,1.0,4.0,-2.1557443,0,1,1,0.0,0,0.0,0.0,-3.0,3.0,0.0,-0.90985894,13.5,14.5,48.0,3.0,47.0,2.9,3.0,3.0782105263157895,0.0,2.779000000000001,97.13799098127275,-2.1379909812727504,-0.1336244363295469,0.4375
00-0035250,Devin Singletary,D.Singletary,2024_03_NYG_CLE,3,NYG,CLE,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",16,65.0,1,1.0,1.0,4.0,-4.600827,0,4,4,43.0,0,0.0,0.0,-21.0,64.0,1.0,2.8508005,14.8,18.8,6.0,0.4,59.0,3.7,1.0,3.3304615384615377,68.75,2.7081538461538464,49.99172956607778,15.00827043392222,0.9380169021201388,0.25
00-0035250,Devin Singletary,D.Singletary,2024_04_DAL_NYG,4,NYG,DAL,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",14,24.0,0,0.0,0.0,3.0,-1.8093705,0,1,1,14.0,0,0.0,0.0,-4.0,18.0,1.0,0.7845073,3.8,4.8,8.0,0.6,16.0,1.1,1.0,10.563333333333333,50.0,3.029916666666667,46.713216250671046,-23.713216250671046,-1.8240935577439266,0.3076923076923077
00-0038797,Emanuel Wilson,E.Wilson,2024_03_GB_TEN,3,GB,TEN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",12,50.0,0,0.0,0.0,3.0,-0.31685388,0,2,2,35.0,1,0.0,0.0,-12.0,47.0,1.0,3.1877227,14.5,16.5,18.0,1.5,32.0,2.7,3.0,3.944,0.0,2.928636363636364,49.50048243451726,0.4995175654827406,0.041626463790228385,0.4166666666666667
00-0038797,Emanuel Wilson,E.Wilson,2024_16_NO_GB,16,GB,NO,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",11,52.0,1,0.0,0.0,3.0,2.441129,0,1,1,4.0,0,0.0,0.0,-4.0,8.0,0.0,-0.53935117,11.6,12.6,32.0,2.9,20.0,1.8,1.0,3.987307692307693,54.54545454545454,2.9757000000000007,34.74864035997449,17.251359640025512,1.568305421820501,0.45454545454545453
00-0038797,Emanuel Wilson,E.Wilson,2024_18_CHI_GB,18,GB,CHI,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",14,73.0,1,0.0,0.0,5.0,2.9498317,0,1,1,-2.0,0,0.0,0.0,-7.0,5.0,0.0,-0.9478872,13.1,14.1,21.0,1.5,52.0,3.7,1.0,3.4034246575342464,7.142857142857142,2.756846153846154,71.21655755204479,1.7834424479552098,0.12738874628251498,0.35714285714285715
00-0033045,Ezekiel Elliott,E.Elliott,2024_01_DAL_CLE,1,DAL,CLE,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",10,40.0,1,0.0,0.0,2.0,0.98246914,0,2,2,9.0,0,0.0,0.0,-4.0,13.0,1.0,-0.2363549,10.9,12.9,25.0,2.5,15.0,1.5,0.0,3.7235,20.0,2.5373000000000006,56.52131156993987,-16.52131156993987,-1.652131156993987,0.1
