player_id,player_abbr,player_name,position,headshot_url,recent_team,season,week,season_type,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,3,REG,LA,11,12,175.0,3,0.0,0.0,149.0,26.0,7.0,15.495835,0,1.1744967,0.4,0.4542683,0.9179878,0.0,35.5,46.5
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,4,REG,NE,3,6,88.0,0,0.0,0.0,84.0,20.0,3.0,2.8351827,0,1.0476191,0.23076923,0.22702703,0.5050728,0.0,8.8,11.8
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,5,REG,ARI,1,4,13.0,0,0.0,0.0,39.0,8.0,1.0,0.40551773,0,0.33333334,0.125,0.1368421,0.28328946,0.0,1.3,2.3
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,6,REG,SEA,3,5,27.0,0,0.0,0.0,27.0,8.0,2.0,-1.4030272,0,1.0,0.18518518,0.13989638,0.37570524,0.0,2.7,5.7
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,10,REG,TB,7,11,93.0,0,0.0,0.0,84.0,36.0,5.0,3.9533834,0,1.1071428,0.32352942,0.33734939,0.7214387,0.0,9.3,16.3
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,11,REG,SEA,10,11,91.0,1,0.0,0.0,71.0,23.0,7.0,9.135282,0,1.2816901,0.39285713,0.4640523,0.91412234,0.0,15.1,25.1
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,12,REG,GB,5,7,40.0,0,0.0,0.0,45.0,17.0,1.0,-1.8789023,0,0.8888889,0.26923078,0.2284264,0.5637446,0.0,4.0,9.0
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,13,REG,BUF,3,5,56.0,0,0.0,0.0,65.0,19.0,3.0,6.159669,0,0.86153847,0.29411766,0.70652175,0.93574166,0.0,5.6,8.6
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,14,REG,CHI,7,8,90.0,2,0.0,0.0,82.0,26.0,4.0,7.9498167,0,1.097561,0.30769232,0.31060606,0.6789627,0.0,21.0,28.0
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,15,REG,LA,2,9,31.0,0,0.0,0.0,121.0,10.0,2.0,-5.1531568,0,0.25619835,0.29032257,0.3252688,0.66317207,0.0,3.1,5.1
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,16,REG,MIA,4,6,51.0,0,0.0,0.0,80.0,2.0,3.0,-2.0195065,0,0.6375,0.16216215,0.43956044,0.55093557,0.0,5.1,9.1
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,17,REG,DET,7,10,67.0,0,1.0,0.0,100.0,11.0,2.0,3.5207326,0,0.67,0.2777778,0.29850745,0.6256219,0.0,6.7,13.7
00-0036259,J.Jennings,Jauan Jennings,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",SF,2024,18,REG,ARI,7,10,52.0,0,0.0,0.0,63.0,16.0,2.0,-1.5724446,0,0.82539684,0.23809524,0.1880597,0.48878464,0.0,5.2,12.2
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnfyhqxbppevv28hd3rx",SF,2024,1,REG,NYJ,2,5,28.0,0,0.0,0.0,58.0,1.0,2.0,2.2746978,0,0.4827586,0.1724138,0.20567375,0.40259233,0.0,2.8,4.8
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnfyhqxbppevv28hd3rx",SF,2024,2,REG,MIN,4,5,43.0,0,0.0,0.0,42.0,5.0,2.0,3.8737102,0,1.0238096,0.1388889,0.13680781,0.3040988,0.0,4.3,8.3
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnfyhqxbppevv28hd3rx",SF,2024,3,REG,LA,5,10,48.0,0,0.0,0.0,99.0,15.0,4.0,0.91654116,0,0.4848485,0.33333334,0.30182928,0.71128047,0.0,4.8,9.8
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnfyhqxbppevv28hd3rx",SF,2024,4,REG,NE,2,5,48.0,0,0.0,0.0,90.0,20.0,2.0,-2.6546857,0,0.53333336,0.1923077,0.24324325,0.4587318,0.0,4.8,6.8
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnfyhqxbppevv28hd3rx",SF,2024,5,REG,ARI,8,12,147.0,0,0.0,0.0,143.0,54.0,6.0,9.87623,0,1.027972,0.375,0.5017544,0.91372806,0.0,14.7,22.7
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnfyhqxbppevv28hd3rx",SF,2024,6,REG,SEA,2,4,37.0,0,0.0,0.0,63.0,6.0,2.0,1.9441537,0,0.5873016,0.14814815,0.32642487,0.45071962,0.0,3.7,5.7
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnfyhqxbppevv28hd3rx",SF,2024,7,REG,KC,2,6,23.0,0,0.0,0.0,61.0,6.0,1.0,-3.4162495,0,0.37704918,0.19354838,0.21180555,0.43858647,0.0,2.3,4.3
00-0036268,L.Shenault,Laviska Shenault Jr.,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3cfpcor86ghjwyn8icp",SEA,2024,1,REG,DEN,1,1,0.0,0,0.0,0.0,-3.0,3.0,0.0,-0.5136944,0,0.0,0.04,-0.017964073,0.04742515,0.0,0.1,1.1
00-0036268,L.Shenault,Laviska Shenault Jr.,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3cfpcor86ghjwyn8icp",SEA,2024,2,REG,NE,1,1,6.0,0,0.0,0.0,-5.0,11.0,0.0,-0.009469015,0,0.0,0.023255814,-0.013774104,0.025241848,0.0,0.6,1.6
00-0036268,L.Shenault,Laviska Shenault Jr.,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3cfpcor86ghjwyn8icp",SEA,2024,3,REG,MIA,1,1,2.0,0,0.0,0.0,-4.0,6.0,0.0,-0.39376375,0,0.0,0.030303031,-0.020725388,0.030946773,0.0,0.2,1.2
00-0036268,L.Shenault,Laviska Shenault Jr.,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3cfpcor86ghjwyn8icp",SEA,2024,4,REG,DET,1,1,18.0,0,0.0,0.0,-1.0,19.0,1.0,2.2618434,0,0.0,0.018867925,-0.0032786885,0.026006805,0.0,1.8,2.8
00-0036268,L.Shenault,Laviska Shenault Jr.,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3cfpcor86ghjwyn8icp",SEA,2024,6,REG,SF,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,1.0,6.0,6.0
00-0036268,L.Shenault,Laviska Shenault Jr.,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3cfpcor86ghjwyn8icp",SEA,2024,8,REG,BUF,1,1,10.0,0,0.0,0.0,3.0,7.0,1.0,1.5707257,0,3.3333333,0.037037037,0.037037037,0.08148148,0.0,1.0,2.0
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,1,REG,TEN,1,1,4.0,0,0.0,0.0,2.0,2.0,0.0,0.09009827,0,2.0,0.03448276,0.009345794,0.058266193,0.0,0.4,1.4
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,2,REG,HOU,4,5,27.0,0,0.0,0.0,44.0,10.0,1.0,-1.6364654,0,0.6136364,0.14705883,0.17741935,0.3447818,0.0,2.7,6.7
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,3,REG,IND,10,11,97.0,1,0.0,0.0,94.0,21.0,7.0,10.201196,0,1.031915,0.22916667,0.18613862,0.47404703,0.0,15.7,25.7
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,4,REG,LA,3,3,34.0,0,0.0,0.0,23.0,11.0,2.0,1.4396486,0,1.4782609,0.13636364,0.15753424,0.31481943,0.0,3.4,6.4
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,5,REG,CAR,3,4,57.0,0,0.0,0.0,33.0,29.0,2.0,3.9372983,0,1.7272727,0.14285715,0.16666667,0.33095238,0.0,5.7,8.7
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,6,REG,JAX,5,5,70.0,2,0.0,0.0,27.0,43.0,3.0,6.8817286,0,2.5925925,0.1923077,0.26213592,0.47195667,0.0,19.0,24.0
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,8,REG,WAS,1,1,14.0,0,0.0,0.0,7.0,7.0,1.0,0.6420027,1,2.0,0.04761905,0.025179856,0.08905447,0.0,3.4,4.4
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,10,REG,NE,2,4,13.0,0,0.0,0.0,19.0,1.0,1.0,-0.1549078,0,0.68421054,0.15384616,0.11111111,0.30854702,0.0,1.3,3.3
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,11,REG,GB,3,3,42.0,0,0.0,0.0,28.0,14.0,2.0,3.217958,0,1.5,0.09677419,0.13207547,0.23761413,0.0,4.2,7.2
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,12,REG,MIN,7,10,64.0,0,0.0,0.0,84.0,23.0,2.0,0.22752133,0,0.7619048,0.21276596,0.2320442,0.48157987,0.0,6.4,13.4
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,13,REG,DET,3,3,26.0,0,0.0,0.0,23.0,3.0,2.0,1.3051649,0,1.1304348,0.083333336,0.050772626,0.16054083,0.0,2.6,5.6
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,15,REG,MIN,1,1,14.0,0,0.0,0.0,0.0,14.0,1.0,1.0135237,0,0.0,0.032258064,0.0,0.048387095,0.0,1.4,2.4
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,16,REG,DET,2,2,9.0,1,0.0,0.0,6.0,3.0,1.0,2.0185676,0,1.5,0.054054055,0.017804155,0.09354399,0.0,6.9,8.9
00-0036290,C.Kmet,Cole Kmet,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",CHI,2024,18,REG,GB,2,2,3.0,0,0.0,0.0,3.0,0.0,0.0,-1.2733828,0,1.0,0.083333336,0.046153847,0.1573077,0.0,0.3,2.3
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,1,REG,PIT,1,3,15.0,0,0.0,0.0,40.0,3.0,1.0,-0.27841204,0,0.375,0.13043478,0.27586207,0.38875562,0.0,1.5,2.5
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,2,REG,PHI,3,7,88.0,1,0.0,0.0,113.0,34.0,3.0,4.2357163,0,0.7787611,0.2413793,0.48085105,0.6986647,0.0,14.8,17.8
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,3,REG,KC,8,8,66.0,0,0.0,0.0,24.0,42.0,3.0,3.0797358,0,2.75,0.2962963,0.13872832,0.5415543,0.0,6.6,14.6
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,4,REG,NO,3,6,56.0,0,0.0,0.0,121.0,6.0,2.0,1.9154005,0,0.46280992,0.1764706,0.36555892,0.5205971,0.0,5.6,8.6
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,5,REG,TB,9,16,105.0,2,0.0,0.0,192.0,27.0,6.0,5.816069,0,0.546875,0.2962963,0.4517647,0.7606797,0.0,22.5,31.5
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,6,REG,CAR,3,5,38.0,0,0.0,0.0,16.0,21.0,3.0,3.10816,0,2.375,0.1724138,0.08791209,0.32015914,0.0,3.8,6.8
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,7,REG,SEA,5,8,46.0,0,0.0,0.0,51.0,0.0,4.0,4.3042917,0,0.9019608,0.22222222,0.19465649,0.46959287,0.0,4.6,9.6
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,8,REG,TB,4,6,86.0,1,0.0,0.0,122.0,20.0,4.0,7.457891,0,0.704918,0.21428572,0.62564105,0.7593773,0.0,14.6,18.6
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,9,REG,DAL,5,9,88.0,1,0.0,0.0,108.0,38.0,4.0,7.116021,0,0.8148148,0.375,0.7941176,1.1183823,0.0,14.8,19.8
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,10,REG,NO,5,9,96.0,0,0.0,0.0,143.0,10.0,3.0,1.5281128,0,0.67132866,0.24324325,0.34292567,0.6049128,0.0,9.6,14.6
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,11,REG,DEN,2,4,27.0,0,0.0,0.0,60.0,0.0,1.0,-0.49417526,0,0.45,0.13793103,0.2542373,0.38486266,0.0,2.7,4.7
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,13,REG,LAC,3,6,20.0,0,0.0,0.0,46.0,5.0,2.0,-7.187461,0,0.4347826,0.15789473,0.15972222,0.34864765,0.0,2.0,5.0
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,14,REG,MIN,6,7,142.0,0,0.0,0.0,109.0,38.0,6.0,11.272694,0,1.3027523,0.1891892,0.37457046,0.5459831,0.0,14.2,20.2
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,15,REG,LV,0,1,0.0,0,0.0,0.0,10.0,0.0,0.0,-1.8293875,0,0.0,0.0625,0.09259259,0.15856482,0.0,0.0,0.0
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,16,REG,NYG,5,6,82.0,0,0.0,0.0,73.0,24.0,4.0,4.71731,0,1.1232877,0.23076923,0.4591195,0.6675375,0.0,8.2,13.2
00-0036309,D.Mooney,Darnell Mooney,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",ATL,2024,17,REG,WAS,2,5,37.0,0,0.0,0.0,66.0,7.0,2.0,-0.8549781,0,0.56060606,0.14285715,0.15102975,0.32000655,0.0,3.7,5.7
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,1,REG,NYG,4,6,59.0,1,0.0,0.0,63.0,19.0,2.0,5.423481,0,0.93650794,0.26086956,0.3539326,0.63905716,0.0,11.9,15.9
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,2,REG,SF,4,7,133.0,1,0.0,0.0,115.0,60.0,2.0,7.2657723,0,1.1565218,0.29166666,0.6353591,0.8822514,0.0,19.3,23.3
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,3,REG,HOU,6,8,81.0,1,0.0,0.0,78.0,13.0,6.0,4.8011446,0,1.0384616,0.32,0.4262295,0.77836066,0.0,14.1,20.1
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,4,REG,GB,6,8,85.0,1,0.0,0.0,101.0,28.0,4.0,7.1348777,0,0.84158415,0.2962963,0.36861312,0.70247364,0.0,14.5,20.5
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,5,REG,NYJ,6,14,92.0,0,1.0,0.0,214.0,14.0,4.0,0.73159367,0,0.42990655,0.5,0.5323383,1.1226368,0.0,9.2,15.2
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,7,REG,DET,7,8,81.0,1,0.0,0.0,73.0,27.0,4.0,4.601953,0,1.1095891,0.30769232,0.3318182,0.6938112,0.0,14.4,21.4
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,8,REG,LA,8,9,115.0,0,0.0,0.0,103.0,17.0,6.0,7.287131,0,1.1165049,0.39130434,0.43644068,0.892465,0.0,11.5,19.5
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,9,REG,IND,7,9,137.0,0,0.0,0.0,132.0,35.0,5.0,2.2094674,0,1.0378788,0.27272728,0.534413,0.78318,0.0,14.58,21.58
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,10,REG,JAX,5,9,48.0,0,0.0,0.0,75.0,17.0,4.0,-10.293383,0,0.64,0.24324325,0.21802326,0.51748115,0.0,4.8,9.8
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,11,REG,TEN,6,8,81.0,0,0.0,0.0,72.0,17.0,3.0,6.4143953,0,1.125,0.26666668,0.24242425,0.56969696,0.0,8.1,14.1
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,12,REG,CHI,2,5,27.0,0,0.0,0.0,63.0,11.0,1.0,-1.3546243,0,0.42857143,0.15625,0.23773585,0.4007901,0.0,2.7,4.7
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,13,REG,ARI,7,9,99.0,0,0.0,0.0,57.0,47.0,4.0,6.7129025,0,1.7368422,0.3,0.27804878,0.6446341,0.0,9.9,16.9
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,14,REG,ATL,7,7,132.0,2,0.0,0.0,108.0,24.0,5.0,13.635933,0,1.2222222,0.25,0.371134,0.6347938,0.0,25.2,32.2
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,15,REG,CHI,7,14,73.0,1,0.0,0.0,159.0,37.0,3.0,-3.3309774,0,0.4591195,0.3783784,0.53177255,0.93980837,0.0,13.3,20.3
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,16,REG,SEA,10,13,144.0,2,0.0,0.0,155.0,30.0,6.0,13.008303,0,0.92903227,0.37142858,0.57835823,0.9619936,0.0,26.4,36.4
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,17,REG,GB,8,11,92.0,0,0.0,0.0,58.0,61.0,2.0,2.75025,0,1.5862069,0.2682927,0.18831168,0.53425723,0.0,9.2,17.2
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,18,REG,DET,3,9,54.0,0,0.0,0.0,56.0,30.0,1.0,-2.805109,0,0.96428573,0.23684211,0.19787987,0.49377906,0.0,5.4,8.4
00-0036322,J.Jefferson,Justin Jefferson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",MIN,2024,19,POST,LA,5,8,58.0,0,0.0,0.0,149.0,11.0,2.0,-2.688318,0,0.38926175,0.2,0.3547619,0.54833335,0.0,5.8,10.8
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,1,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.3,0.3
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,2,REG,CLE,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.4,0.4
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,3,REG,BUF,1,1,-1.0,0,0.0,0.0,-3.0,2.0,0.0,-0.5590137,0,0.0,0.022727273,-0.009433962,0.027487136,0.0,-0.1,0.9
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,5,REG,IND,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.3,0.3
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,11,REG,DET,0,2,0.0,0,0.0,0.0,63.0,0.0,0.0,-1.2377996,0,0.0,0.071428575,0.18367347,0.23571429,0.0,0.0,0.0
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,13,REG,HOU,2,4,23.0,0,0.0,0.0,59.0,21.0,2.0,2.8127995,0,0.3898305,0.0952381,0.12473573,0.23017216,0.0,2.3,4.3
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,14,REG,TEN,3,3,8.0,0,0.0,0.0,6.0,2.0,2.0,0.7262152,0,1.3333334,0.1,0.039215688,0.17745098,0.0,0.1,3.1
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,15,REG,NYJ,3,4,42.0,0,0.0,0.0,52.0,37.0,2.0,1.5501373,0,0.8076923,0.093023255,0.1780822,0.26419243,0.0,4.2,7.2
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,16,REG,LV,1,1,3.0,0,0.0,0.0,3.0,0.0,0.0,-0.8160878,0,1.0,0.028571429,0.013100437,0.05202745,0.0,0.3,1.3
00-0036331,D.Duvernay,Devin Duvernay,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",JAX,2024,17,REG,TEN,1,1,4.0,0,0.0,0.0,3.0,1.0,1.0,0.94606197,0,1.3333334,0.04761905,0.023622047,0.087964006,0.0,0.4,1.4
00-0036332,J.Deguara,Josiah Deguara,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ppvzbuhwwaus50k2xyr2",JAX,2024,3,REG,BUF,1,1,8.0,0,0.0,0.0,2.0,6.0,0.0,-0.19766638,0,4.0,0.022727273,0.006289308,0.038493425,0.0,0.8,1.8
