player_id,player_abbr,player_name,position,headshot_url,recent_team,season,week,season_type,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,3,REG,MIN,2,5,11.0,0,0.0,0.0,45.0,6.0,1.0,1.2244439,0,0.24444444,0.11627907,0.16981132,0.29328653,0.0,1.1,3.1
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,4,REG,JAX,3,5,34.0,0,0.0,0.0,36.0,10.0,2.0,-0.48432574,0,0.9444444,0.12820514,0.118421055,0.27520242,0.0,3.4,6.4
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,5,REG,BUF,4,6,34.0,0,0.0,0.0,42.0,14.0,2.0,-1.1177787,0,0.8095238,0.17142858,0.19444445,0.39325398,0.0,3.4,7.4
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,6,REG,NE,4,8,27.0,0,0.0,0.0,67.0,10.0,1.0,-6.185029,0,0.40298507,0.2580645,0.26482213,0.5724723,0.0,2.7,6.7
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,7,REG,GB,1,2,28.0,0,0.0,0.0,26.0,7.0,1.0,0.6390034,0,1.0769231,0.10526316,0.18978103,0.29074144,0.0,2.8,3.8
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,8,REG,IND,4,6,52.0,0,0.0,0.0,52.0,21.0,3.0,1.5001285,0,1.0,0.16666667,0.18571429,0.38,0.0,5.2,9.2
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,9,REG,NYJ,3,6,21.0,0,0.0,0.0,92.0,11.0,0.0,-2.513869,0,0.22826087,0.20689656,0.20861678,0.45637658,0.0,2.1,5.1
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,10,REG,DET,3,4,66.0,0,0.0,0.0,48.0,25.0,3.0,4.292186,0,1.375,0.125,0.18972331,0.32030633,0.0,6.6,9.6
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,11,REG,DAL,5,7,33.0,0,0.0,0.0,28.0,14.0,2.0,-0.6354654,0,1.1785715,0.21212122,0.15819208,0.42891628,0.0,3.3,8.3
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,12,REG,TEN,2,2,20.0,0,0.0,0.0,19.0,1.0,1.0,0.6979355,0,1.0526316,0.06451613,0.0701107,0.14585169,0.0,2.0,4.0
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,13,REG,JAX,5,7,61.0,1,0.0,0.0,34.0,35.0,4.0,7.171706,0,1.7941177,0.21212122,0.11888112,0.4013986,0.0,12.1,17.1
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,15,REG,MIA,2,4,13.0,0,0.0,0.0,37.0,4.0,1.0,-0.9002307,0,0.35135135,0.16,0.19680852,0.37776595,0.0,1.3,3.3
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,16,REG,KC,5,8,45.0,1,0.0,0.0,44.0,30.0,2.0,2.200447,0,1.0227273,0.21621622,0.123595506,0.41084117,0.0,10.5,15.5
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,17,REG,BAL,2,6,21.0,0,0.0,0.0,50.0,7.0,1.0,-4.166453,0,0.42,0.19354838,0.1633987,0.40470168,0.0,2.1,4.1
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,18,REG,TEN,3,3,29.0,0,0.0,0.0,25.0,4.0,1.0,1.8827801,0,1.16,0.10714286,0.13812155,0.25739938,0.0,2.9,5.9
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,19,POST,LAC,2,4,23.0,0,0.0,0.0,42.0,11.0,1.0,-2.0789795,0,0.54761904,0.125,0.13548388,0.2823387,0.0,2.3,4.3
00-0034383,D.Schultz,Dalton Schultz,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooatvpu1knzypdmjljo9",HOU,2024,20,POST,KC,4,4,63.0,0,0.0,0.0,51.0,12.0,3.0,6.244636,0,1.2352941,0.14285715,0.18888889,0.34650794,0.0,6.3,10.3
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,1,REG,BAL,1,1,25.0,0,0.0,0.0,15.0,10.0,1.0,1.4623067,0,1.6666666,0.037037037,0.09375,0.12118056,0.0,2.5,3.5
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,2,REG,CIN,2,2,22.0,0,0.0,0.0,13.0,9.0,1.0,1.4029472,0,1.6923077,0.08695652,0.14772727,0.23384388,0.0,2.2,4.2
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,3,REG,ATL,1,2,13.0,0,0.0,0.0,32.0,0.0,1.0,1.7733607,0,0.40625,0.055555556,0.17679559,0.20709024,0.0,1.3,2.3
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,4,REG,LAC,2,3,27.0,0,0.0,0.0,29.0,4.0,1.0,2.4479609,0,0.9310345,0.10714286,0.15425532,0.268693,0.0,2.7,4.7
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,7,REG,SF,1,1,8.0,0,0.0,0.0,5.0,3.0,0.0,0.7158906,0,1.6,0.04,0.023148147,0.076203704,0.0,0.8,1.8
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,8,REG,LV,3,3,33.0,0,0.0,0.0,20.0,13.0,1.0,3.0952613,0,1.65,0.08571429,0.08032128,0.18479633,0.0,3.3,6.3
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,9,REG,TB,3,4,43.0,0,0.0,0.0,79.0,16.0,3.0,5.142512,0,0.5443038,0.0952381,0.2893773,0.34542125,0.0,4.3,7.3
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,10,REG,DEN,2,2,6.0,0,0.0,0.0,4.0,2.0,0.0,-0.69705737,0,1.5,0.05,0.021857923,0.090300545,0.0,0.6,2.6
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,11,REG,BUF,2,2,26.0,0,0.0,0.0,25.0,1.0,1.0,1.0872781,0,1.04,0.06451613,0.115207374,0.17741935,0.0,2.6,4.6
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,12,REG,CAR,1,2,15.0,0,0.0,0.0,20.0,1.0,1.0,0.09797244,0,0.75,0.055555556,0.0913242,0.14726028,0.0,1.5,2.5
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,13,REG,LV,1,3,6.0,1,0.0,0.0,69.0,0.0,1.0,0.87764794,0,0.08695652,0.06666667,0.17922078,0.22545454,0.0,6.6,7.6
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,15,REG,CLE,0,1,0.0,0,0.0,0.0,51.0,0.0,0.0,-1.6237961,0,0.0,0.02631579,0.1491228,0.14385965,0.0,0.0,0.0
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,16,REG,HOU,0,1,0.0,0,0.0,0.0,32.0,0.0,0.0,-0.38185862,0,0.0,0.024390243,0.13733906,0.1327227,0.0,0.0,0.0
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,17,REG,PIT,2,2,60.0,1,0.0,0.0,51.0,9.0,2.0,6.4925504,0,1.1764706,0.05263158,0.2361111,0.24422514,0.0,12.0,14.0
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,18,REG,DEN,1,3,5.0,0,0.0,0.0,41.0,0.0,0.0,-2.806017,0,0.12195122,0.1764706,0.34166667,0.5038726,0.0,0.5,1.5
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,21,POST,BUF,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,1,,,,,0.0,2.0,2.0
00-0034386,J.Watson,Justin Watson,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr9tayyujt23takv3hv3",KC,2024,22,POST,PHI,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,1,,,,,0.0,2.0,2.0
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,1,REG,PIT,4,7,52.0,0,0.0,0.0,65.0,8.0,2.0,-6.2269216,0,0.8,0.3043478,0.44827586,0.7703149,0.0,5.2,9.2
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,2,REG,PHI,3,5,42.0,0,0.0,0.0,54.0,12.0,3.0,4.399549,0,0.7777778,0.1724138,0.22978723,0.41947174,0.0,4.5,7.5
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,3,REG,KC,2,3,17.0,0,0.0,0.0,13.0,15.0,1.0,0.82008904,0,1.3076923,0.11111111,0.07514451,0.21926782,0.0,3.7,5.7
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,4,REG,NO,6,7,52.0,0,0.0,0.0,35.0,27.0,2.0,-2.4920712,0,1.4857143,0.20588236,0.10574018,0.38284165,0.0,5.2,11.2
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,5,REG,TB,6,9,66.0,0,1.0,0.0,64.0,25.0,2.0,1.9323766,0,1.03125,0.16666667,0.15058823,0.35541177,0.0,6.6,12.6
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,6,REG,CAR,3,4,30.0,0,1.0,1.0,34.0,3.0,2.0,-0.28181955,0,0.88235295,0.13793103,0.18681319,0.3376658,0.0,1.3,4.3
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,7,REG,SEA,2,4,9.0,0,0.0,0.0,44.0,11.0,0.0,-2.4884918,0,0.20454545,0.11111111,0.16793893,0.2842239,0.0,0.9,2.9
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,8,REG,TB,3,3,9.0,0,0.0,0.0,-10.0,19.0,0.0,-1.1476439,0,0.0,0.10714286,-0.051282052,0.12481685,0.0,2.6,5.6
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,9,REG,DAL,3,3,28.0,1,1.0,0.0,13.0,15.0,2.0,4.009803,0,2.1538463,0.125,0.09558824,0.25441176,0.0,9.5,12.5
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,10,REG,NO,3,4,30.0,0,0.0,0.0,45.0,6.0,2.0,1.5996405,0,0.6666667,0.10810811,0.107913665,0.23770173,0.0,3.6,6.6
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,11,REG,DEN,6,6,46.0,0,0.0,0.0,17.0,29.0,2.0,1.1617001,0,2.7058823,0.20689656,0.0720339,0.36076856,0.0,4.6,10.6
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,13,REG,LAC,4,6,95.0,0,0.0,0.0,44.0,63.0,3.0,4.260894,0,2.159091,0.15789473,0.15277778,0.34378654,0.0,9.3,13.3
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,14,REG,MIN,8,11,98.0,0,0.0,0.0,26.0,70.0,3.0,1.9845734,0,3.7692308,0.2972973,0.08934708,0.5084889,0.0,10.1,18.1
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,15,REG,LV,1,3,14.0,0,0.0,0.0,26.0,0.0,1.0,-0.43102467,0,0.53846157,0.1875,0.24074075,0.4497685,0.0,1.4,2.4
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,16,REG,NYG,3,4,19.0,0,0.0,0.0,11.0,22.0,1.0,0.06813362,0,1.7272727,0.15384616,0.06918239,0.27919692,0.0,2.7,5.7
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,17,REG,WAS,1,1,13.0,0,0.0,0.0,3.0,10.0,1.0,1.5935112,0,4.3333335,0.028571429,0.0068649887,0.047662634,0.0,2.7,3.7
00-0034407,R.McCloud,Ray-Ray McCloud,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",ATL,2024,18,REG,CAR,4,7,66.0,0,0.0,0.0,105.0,0.0,2.0,-3.1369677,0,0.62857145,0.1891892,0.25119618,0.4596211,0.0,6.6,10.6
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,3,REG,PHI,1,1,3.0,0,0.0,0.0,-7.0,10.0,0.0,-0.32976902,0,0.0,0.04347826,-0.038674034,0.03814557,0.0,0.3,1.3
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,6,REG,TB,2,3,28.0,0,0.0,0.0,28.0,12.0,1.0,1.7677937,0,1.0,0.078947365,0.09150327,0.18247335,0.0,2.8,4.8
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,7,REG,DEN,6,7,57.0,1,0.0,0.0,43.0,18.0,3.0,4.9084663,0,1.3255814,0.17948718,0.1569343,0.3790848,0.0,11.7,17.7
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,9,REG,CAR,2,3,34.0,0,0.0,0.0,48.0,14.0,1.0,-0.040110055,0,0.7083333,0.10714286,0.26373628,0.34532967,0.0,3.4,5.4
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,13,REG,LA,1,1,19.0,0,0.0,0.0,16.0,3.0,1.0,1.8131349,0,1.1875,0.029411765,0.069565214,0.0928133,0.0,1.9,2.9
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,14,REG,NYG,1,1,18.0,0,0.0,0.0,18.0,0.0,1.0,2.8050582,0,1.0,0.032258064,0.055214725,0.08703741,0.0,1.8,2.8
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,15,REG,WAS,0,1,0.0,0,0.0,0.0,6.0,0.0,0.0,-0.94085294,0,0.0,0.03448276,0.021505376,0.0667779,0.0,4.84,4.84
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,16,REG,GB,1,1,13.0,0,0.0,0.0,10.0,3.0,0.0,0.6193363,0,1.3,0.035714287,0.0456621,0.0855349,0.0,1.3,2.3
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,17,REG,LV,3,4,17.0,0,0.0,0.0,11.0,6.0,0.0,-4.842854,0,1.5454545,0.11764706,0.044354837,0.20751898,0.0,1.7,4.7
00-0034418,C.Wilson,Cedrick Wilson,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",NO,2024,18,REG,TB,3,5,22.0,0,0.0,0.0,23.0,23.0,1.0,-3.2105272,0,0.95652175,0.12820514,0.07012195,0.24139306,0.0,2.2,5.2
00-0034419,B.Berrios,Braxton Berrios,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yvzkjvb0ieeszxribqc9",MIA,2024,1,REG,JAX,0,2,0.0,0,0.0,0.0,13.0,0.0,0.0,-5.0981708,0,0.0,0.055555556,0.05936073,0.12488584,0.0,0.0,0.0
00-0034419,B.Berrios,Braxton Berrios,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yvzkjvb0ieeszxribqc9",MIA,2024,2,REG,BUF,0,1,0.0,0,0.0,0.0,8.0,0.0,0.0,-1.191828,0,0.0,0.027027028,0.026490066,0.05908359,0.0,0.0,0.0
00-0034419,B.Berrios,Braxton Berrios,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yvzkjvb0ieeszxribqc9",MIA,2024,3,REG,SEA,0,1,0.0,0,0.0,0.0,5.0,0.0,0.0,-2.7234976,0,0.0,0.032258064,0.024752475,0.06571383,0.0,0.0,0.0
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,2,REG,SF,1,2,17.0,0,0.0,0.0,16.0,12.0,1.0,-5.10068,0,1.0625,0.083333336,0.08839779,0.18687846,0.0,1.7,2.7
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,3,REG,HOU,1,1,8.0,0,0.0,0.0,5.0,3.0,0.0,0.3167491,0,1.6,0.04,0.027322404,0.07912568,0.0,0.8,1.8
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,4,REG,GB,1,1,8.0,0,0.0,0.0,7.0,1.0,0.0,0.70224303,0,1.1428572,0.037037037,0.025547445,0.07343876,0.0,0.8,1.8
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,8,REG,LA,1,1,10.0,1,0.0,0.0,6.0,4.0,1.0,1.7226509,0,1.6666666,0.04347826,0.025423728,0.083014004,0.0,7.0,8.0
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,9,REG,IND,1,1,7.0,0,0.0,0.0,4.0,3.0,0.0,0.014970807,0,1.75,0.030303031,0.016194332,0.05679058,0.0,0.7,1.7
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,10,REG,JAX,1,1,11.0,0,0.0,0.0,6.0,5.0,0.0,0.92082435,0,1.8333334,0.027027028,0.017441861,0.052749842,0.0,1.1,2.1
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,11,REG,TEN,1,1,16.0,0,0.0,0.0,6.0,10.0,1.0,2.1675708,0,2.6666667,0.033333335,0.02020202,0.064141415,0.0,1.6,2.6
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,15,REG,CHI,1,1,6.0,0,0.0,0.0,4.0,2.0,1.0,1.2292335,0,1.5,0.027027028,0.013377926,0.049905088,0.0,0.6,1.6
00-0034487,T.Sherfield,Trent Sherfield,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju",MIN,2024,19,POST,LA,2,3,8.0,0,0.0,0.0,22.0,2.0,0.0,-3.5065591,0,0.36363637,0.075,0.052380953,0.14916667,0.0,0.8,2.8
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,1,REG,SF,6,9,89.0,2,0.0,0.0,98.0,29.0,6.0,7.702287,0,0.90816325,0.31034482,0.50256413,0.8173121,0.0,20.9,26.9
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,2,REG,TEN,2,4,11.0,0,0.0,0.0,50.0,2.0,1.0,-0.56369084,0,0.22,0.13793103,0.32894737,0.43715972,0.0,1.1,3.1
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,3,REG,NE,3,3,48.0,1,0.0,0.0,9.0,39.0,3.0,5.362217,0,5.3333335,0.0882353,0.04522613,0.16401124,0.0,10.8,13.8
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,4,REG,DEN,5,8,58.0,0,0.0,0.0,50.0,18.0,3.0,0.11029272,0,1.16,0.19512194,0.16393442,0.40743703,0.0,5.8,10.8
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,5,REG,MIN,4,10,34.0,1,0.0,0.0,121.0,11.0,2.0,-0.6769441,0,0.28099173,0.19607843,0.311054,0.5118554,0.0,9.4,13.4
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,6,REG,BUF,6,7,114.0,1,0.0,0.0,108.0,11.0,4.0,10.8954,0,1.0555556,0.20588236,0.4090909,0.5951872,0.0,17.4,23.4
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,7,REG,PIT,4,4,58.0,0,0.0,0.0,47.0,11.0,4.0,6.748964,0,1.2340425,0.102564104,0.23152709,0.3159151,0.0,5.8,9.8
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,14,REG,MIA,1,1,18.0,0,0.0,0.0,16.0,2.0,1.0,0.862836,0,1.125,0.025641026,0.0608365,0.08104709,0.0,1.8,2.8
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,15,REG,JAX,0,4,0.0,0,0.0,0.0,72.0,0.0,0.0,-3.469233,0,0.0,0.14285715,0.2074928,0.35953066,0.0,0.0,0.0
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,16,REG,LA,2,5,20.0,0,0.0,0.0,28.0,7.0,1.0,1.4029042,0,0.71428573,0.11904762,0.12669684,0.2672592,0.0,2.0,4.0
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,17,REG,BUF,1,3,9.0,0,0.0,0.0,41.0,0.0,1.0,-5.606279,0,0.2195122,0.09677419,0.32539684,0.37293908,0.0,0.9,1.9
00-0034521,A.Lazard,Allen Lazard,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blrzk3bfnpneuyhsqiqg",NYJ,2024,18,REG,MIA,3,3,71.0,1,0.0,0.0,46.0,25.0,3.0,7.1574774,0,1.5434783,0.08571429,0.22660099,0.2871921,0.0,13.1,16.1
