player_id,player_name,position,recent_team,week,season_type,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,fantasy_points,fantasy_points_ppr,targets_per_game,receptions_per_game,receiving_yards_per_game,receiving_tds_per_game,catch_pct,yards_per_catch,yards_per_target,air_yards_per_target,yac_per_reception,td_per_target,first_down_per_target,targets_per_game_rolling_3,receptions_per_game_rolling_3,receiving_yards_per_game_rolling_3,receiving_tds_per_game_rolling_3,catch_pct_rolling_3,yards_per_target_rolling_3,air_yards_per_target_rolling_3,yac_per_reception_rolling_3,td_per_target_rolling_3,first_down_per_target_rolling_3,targets_per_game_rolling_5,receptions_per_game_rolling_5,receiving_yards_per_game_rolling_5,receiving_tds_per_game_rolling_5,catch_pct_rolling_5,yards_per_target_rolling_5,air_yards_per_target_rolling_5,yac_per_reception_rolling_5,td_per_target_rolling_5,first_down_per_target_rolling_5,targets_per_game_season_avg,receptions_per_game_season_avg,receiving_yards_per_game_season_avg,receiving_tds_per_game_season_avg,catch_pct_season_avg,yards_per_target_season_avg,air_yards_per_target_season_avg,yac_per_reception_season_avg,td_per_target_season_avg,first_down_per_target_season_avg
00-0030279,K.Allen,WR,CHI,5,REG,CAR,3.0,6.0,33.0,,,,45.0,12.0,1.0,-1.0000513,,0.73333335,0.21428572,0.22727273,0.48051947,3.3,6.3,6.0,3.0,33.0,,50.0,11.0,5.5,7.5,4.0,,0.16666666666666666,6.666666666666667,3.3333333333333335,27.0,,62.121212121212125,4.823232323232323,6.459595959595959,3.9166666666666665,,0.22727272727272727,6.666666666666667,3.3333333333333335,27.0,,62.121212121212125,4.823232323232323,6.459595959595959,3.9166666666666665,,0.22727272727272727,6.666666666666667,3.3333333333333335,27.0,,62.121212121212125,4.823232323232323,6.459595959595959,3.9166666666666665,,0.22727272727272727
00-0030279,K.Allen,WR,CHI,6,REG,JAX,5.0,5.0,41.0,2.0,,,34.0,7.0,5.0,10.620362,,1.2058823,0.1923077,0.33009708,0.5195295,16.1,21.1,5.0,5.0,41.0,2.0,100.0,8.2,8.2,6.8,1.4,0.4,1.0,4.666666666666667,3.6666666666666665,31.0,2.0,83.33333333333333,6.677777777777777,5.544444444444444,3.1333333333333333,0.4,0.5,6.25,3.75,30.5,2.0,71.5909090909091,5.667424242424242,6.54469696969697,3.2875,0.4,0.4204545454545454,6.25,3.75,30.5,2.0,71.5909090909091,5.667424242424242,6.54469696969697,3.2875,0.4,0.4204545454545454
00-0030279,K.Allen,WR,CHI,8,REG,WAS,2.0,7.0,39.0,,,,96.0,13.0,2.0,-1.0703384,,0.40625,0.33333334,0.34532374,0.74172664,3.9,5.9,7.0,2.0,39.0,,28.57142857142857,19.5,5.571428571428571,13.714285714285714,6.5,,0.2857142857142857,6.0,3.3333333333333335,37.666666666666664,2.0,59.52380952380952,6.423809523809524,9.338095238095237,3.966666666666667,0.4,0.4841269841269842,6.4,3.4,32.2,2.0,62.98701298701299,5.648225108225108,7.978614718614719,3.9299999999999997,0.4,0.39350649350649347,6.4,3.4,32.2,2.0,62.98701298701299,5.648225108225108,7.978614718614719,3.9299999999999997,0.4,0.39350649350649347
00-0030279,K.Allen,WR,CHI,9,REG,ARI,4.0,10.0,36.0,,,,131.0,4.0,3.0,-3.4905825,,0.27480915,0.2777778,0.36901408,0.6749765,3.6,7.6,10.0,4.0,36.0,,40.0,9.0,3.6,13.1,1.0,,0.3,7.333333333333333,3.6666666666666665,38.666666666666664,2.0,56.19047619047618,5.79047619047619,11.204761904761904,2.966666666666667,0.4,0.5285714285714286,6.2,3.4,33.6,2.0,63.71428571428571,5.8409523809523805,8.68952380952381,3.38,0.4,0.4171428571428571,7.0,3.5,32.833333333333336,2.0,59.15584415584416,5.3068542568542565,8.832178932178932,3.4416666666666664,0.4,0.37792207792207794
00-0030279,K.Allen,WR,CHI,10,REG,NE,5.0,6.0,44.0,,,,39.0,16.0,2.0,-0.15888649,,1.1282052,0.23076923,0.22807017,0.505803,4.4,9.4,6.0,5.0,44.0,,83.33333333333334,8.8,7.333333333333333,6.5,3.2,,0.3333333333333333,7.666666666666667,3.6666666666666665,39.666666666666664,,50.63492063492064,5.5015873015873025,11.104761904761906,3.5666666666666664,,0.3063492063492063,6.8,3.8,38.6,2.0,60.38095238095239,6.040952380952381,9.522857142857143,3.22,0.4,0.4171428571428571,6.857142857142857,3.7142857142857144,34.42857142857143,2.0,62.609771181199754,5.596351267779839,8.499010513296227,3.4071428571428575,0.4,0.371552257266543
00-0030279,K.Allen,WR,CHI,11,REG,GB,4.0,8.0,41.0,,,,65.0,10.0,2.0,-1.9464102,,0.63076925,0.2580645,0.30660376,0.60171944,4.1,8.1,8.0,4.0,41.0,,50.0,10.25,5.125,8.125,2.5,,0.25,8.0,4.333333333333333,40.333333333333336,,57.77777777777778,5.352777777777778,9.241666666666667,2.2333333333333334,,0.29444444444444445,7.2,4.0,40.2,2.0,60.38095238095239,5.9659523809523805,9.647857142857143,2.9200000000000004,0.4,0.43380952380952376,7.0,3.75,35.25,2.0,61.03354978354979,5.537432359307359,8.452259199134199,3.29375,0.4,0.3563582251082251
00-0030279,K.Allen,WR,CHI,12,REG,MIN,9.0,15.0,86.0,1.0,1.0,,122.0,31.0,4.0,-2.2906873,,0.704918,0.31914893,0.33701658,0.714635,14.6,23.6,15.0,9.0,86.0,1.0,60.0,9.555555555555555,5.733333333333333,8.133333333333333,3.4444444444444446,0.06666666666666667,0.26666666666666666,9.666666666666666,6.0,57.0,1.0,64.44444444444444,6.063888888888889,7.586111111111111,3.0481481481481487,0.06666666666666667,0.28333333333333327,9.2,4.8,49.2,1.0,52.38095238095239,5.472619047619047,9.914523809523809,3.3288888888888892,0.06666666666666667,0.2871428571428571,7.888888888888889,4.333333333333333,40.888888888888886,1.5,60.91871091871092,5.559199134199134,8.416822991822992,3.310493827160494,0.23333333333333334,0.3463924963924964
00-0030279,K.Allen,WR,CHI,13,REG,DET,5.0,8.0,73.0,2.0,,,115.0,15.0,3.0,6.8024282,,0.6347826,0.22222222,0.25386313,0.5110375,19.3,24.3,8.0,5.0,73.0,2.0,62.5,14.6,9.125,14.375,3.0,0.25,0.375,10.333333333333334,6.0,66.66666666666667,1.5,57.5,6.661111111111111,10.21111111111111,2.9814814814814814,0.15833333333333333,0.2972222222222222,9.4,5.4,56.0,1.5,59.16666666666667,6.183333333333333,10.046666666666667,2.628888888888889,0.15833333333333333,0.305,7.9,4.4,44.1,1.6666666666666667,61.07683982683983,5.91577922077922,9.012640692640693,3.2794444444444446,0.2388888888888889,0.34925324675324676
00-0030279,K.Allen,WR,CHI,14,REG,SF,3.0,5.0,30.0,,,,37.0,11.0,3.0,1.6849787,,0.8108108,0.20833333,0.2642857,0.4975,3.0,6.0,5.0,3.0,30.0,,60.0,10.0,6.0,7.4,3.6666666666666665,,0.6,9.333333333333334,5.666666666666667,63.0,1.5,60.833333333333336,6.952777777777778,9.969444444444445,3.3703703703703702,0.15833333333333333,0.4138888888888889,8.4,5.2,54.8,1.5,63.16666666666667,6.663333333333332,8.906666666666666,3.1622222222222223,0.15833333333333333,0.365,7.636363636363637,4.2727272727272725,42.81818181818182,1.6666666666666667,60.97894529712712,5.9234356552538365,8.86603699330972,3.3146464646464646,0.2388888888888889,0.3720484061393152
00-0030279,K.Allen,WR,CHI,15,REG,MIN,6.0,13.0,82.0,1.0,,,142.0,23.0,4.0,5.190206,,0.57746476,0.41935483,0.6666667,1.095699,14.2,20.2,13.0,6.0,82.0,1.0,46.15384615384615,13.666666666666666,6.3076923076923075,10.923076923076923,3.8333333333333335,0.07692307692307693,0.3076923076923077,8.666666666666666,4.666666666666667,61.666666666666664,1.5,56.21794871794872,7.144230769230769,10.899358974358975,3.5,0.16346153846153846,0.4275641025641026,9.8,5.4,62.4,1.3333333333333333,55.730769230769226,6.458205128205128,9.791282051282051,3.2888888888888888,0.1311965811965812,0.3598717948717949,8.083333333333334,4.416666666666667,46.083333333333336,1.5,59.74352036852037,5.955457042957043,9.037456987456986,3.3578703703703705,0.19839743589743591,0.3666853979353979
00-0030279,K.Allen,WR,CHI,16,REG,DET,9.0,13.0,141.0,1.0,,,124.0,51.0,7.0,9.814949,,1.1370968,0.35135135,0.36795253,0.7845938,20.1,29.1,13.0,9.0,141.0,1.0,69.23076923076923,15.666666666666666,10.846153846153847,9.538461538461538,5.666666666666667,0.07692307692307693,0.5384615384615384,10.333333333333334,6.0,84.33333333333333,1.0,58.46153846153846,7.717948717948718,9.287179487179488,4.388888888888889,0.07692307692307693,0.4820512820512821,10.8,6.4,82.4,1.25,59.57692307692307,7.602435897435896,10.07397435897436,3.922222222222222,0.11762820512820513,0.4175641025641026,8.461538461538462,4.769230769230769,53.38461538461539,1.4,60.473308742539515,6.331664489356797,9.075995799072722,3.5354700854700853,0.1741025641025641,0.3798989472066395
00-0030279,K.Allen,WR,CHI,17,REG,SEA,5.0,8.0,25.0,,,,29.0,19.0,2.0,-2.0660832,,0.86206895,0.30769232,0.1736527,0.5830954,2.5,7.5,8.0,5.0,25.0,,62.5,5.0,3.125,3.625,3.8,,0.25,11.333333333333334,6.666666666666667,82.66666666666667,1.0,59.294871794871796,6.759615384615384,8.028846153846155,4.433333333333334,0.07692307692307693,0.3653846153846154,9.4,5.6,70.2,1.3333333333333333,60.07692307692307,7.08076923076923,9.172307692307694,3.9933333333333336,0.1346153846153846,0.4142307692307693,8.428571428571429,4.785714285714286,51.357142857142854,1.4,60.61807240378669,6.102617025831312,8.686638956281813,3.5543650793650796,0.1741025641025641,0.37062045097759383
00-0030279,K.Allen,WR,CHI,18,REG,GB,3.0,3.0,25.0,,,,24.0,1.0,2.0,2.904557,,1.0416666,0.125,0.36923078,0.44596153,0.5,3.5,3.0,3.0,25.0,,100.0,8.333333333333334,8.333333333333334,8.0,0.3333333333333333,,0.6666666666666666,8.0,5.666666666666667,63.666666666666664,1.0,77.24358974358974,7.4348290598290605,7.05448717948718,3.266666666666667,0.07692307692307693,0.48504273504273504,8.4,5.2,60.6,1.0,67.57692307692307,6.922435897435898,7.8973076923076935,3.46,0.07692307692307693,0.4725641025641026,8.066666666666666,4.666666666666667,49.6,1.4,63.24353424353424,6.251331446331446,8.640863025863025,3.3396296296296297,0.1741025641025641,0.3903568653568653
00-0030431,R.Woods,WR,HOU,3,REG,MIN,2.0,2.0,18.0,,,,-2.0,20.0,,-0.519301,,,0.046511628,-0.00754717,0.064484425,1.8,3.8,2.0,2.0,18.0,,100.0,9.0,9.0,-1.0,10.0,,,2.0,2.0,18.0,,100.0,9.0,-1.0,10.0,,,2.0,2.0,18.0,,100.0,9.0,-1.0,10.0,,,2.0,2.0,18.0,,100.0,9.0,-1.0,10.0,,
00-0030431,R.Woods,WR,HOU,4,REG,JAX,1.0,3.0,10.0,,,,38.0,5.0,1.0,-1.1075883,,0.2631579,0.07692308,0.125,0.20288461,1.0,2.0,3.0,1.0,10.0,,33.33333333333333,10.0,3.3333333333333335,12.666666666666666,5.0,,0.3333333333333333,2.5,1.5,14.0,,66.66666666666666,6.166666666666667,5.833333333333333,7.5,,0.3333333333333333,2.5,1.5,14.0,,66.66666666666666,6.166666666666667,5.833333333333333,7.5,,0.3333333333333333,2.5,1.5,14.0,,66.66666666666666,6.166666666666667,5.833333333333333,7.5,,0.3333333333333333
00-0030431,R.Woods,WR,HOU,8,REG,IND,2.0,2.0,18.0,,,,13.0,5.0,2.0,2.8509102,,1.3846154,0.055555556,0.046428572,0.115833335,1.8,3.8,2.0,2.0,18.0,,100.0,9.0,9.0,6.5,2.5,,1.0,2.3333333333333335,1.6666666666666667,15.333333333333334,,77.77777777777777,7.111111111111112,6.0555555555555545,5.833333333333333,,0.6666666666666666,2.3333333333333335,1.6666666666666667,15.333333333333334,,77.77777777777777,7.111111111111112,6.0555555555555545,5.833333333333333,,0.6666666666666666,2.3333333333333335,1.6666666666666667,15.333333333333334,,77.77777777777777,7.111111111111112,6.0555555555555545,5.833333333333333,,0.6666666666666666
00-0030431,R.Woods,WR,HOU,9,REG,NYJ,2.0,3.0,44.0,,,,45.0,6.0,2.0,3.4600773,,0.9777778,0.10344828,0.10204082,0.22660099,4.4,6.4,3.0,2.0,44.0,,66.66666666666666,22.0,14.666666666666666,15.0,3.0,,0.6666666666666666,2.6666666666666665,1.6666666666666667,24.0,,66.66666666666667,9.0,11.388888888888888,3.5,,0.6666666666666666,2.5,1.75,22.5,,75.0,9.0,8.291666666666666,5.125,,0.6666666666666666,2.5,1.75,22.5,,75.0,9.0,8.291666666666666,5.125,,0.6666666666666666
00-0030431,R.Woods,WR,HOU,10,REG,DET,1.0,3.0,1.0,,,,16.0,4.0,,-2.4564707,,0.0625,0.09375,0.06324111,0.18489377,0.1,1.1,3.0,1.0,1.0,,33.33333333333333,1.0,0.3333333333333333,5.333333333333333,4.0,,,2.6666666666666665,1.6666666666666667,21.0,,66.66666666666667,8.0,8.944444444444445,3.1666666666666665,,0.8333333333333334,2.6,1.6,18.2,,66.66666666666666,7.2666666666666675,7.7,4.9,,0.6666666666666666,2.6,1.6,18.2,,66.66666666666666,7.2666666666666675,7.7,4.9,,0.6666666666666666
00-0030431,R.Woods,WR,HOU,11,REG,DAL,2.0,2.0,13.0,,,,11.0,2.0,1.0,1.2533482,,1.1818181,0.060606062,0.06214689,0.13441192,1.3,3.3,2.0,2.0,13.0,,100.0,6.5,6.5,5.5,1.0,,0.5,2.6666666666666665,1.6666666666666667,19.333333333333332,,66.66666666666667,7.166666666666667,8.611111111111112,2.6666666666666665,,0.5833333333333333,2.6,1.6,17.2,,66.66666666666666,6.7666666666666675,9.0,3.1,,0.625,2.5,1.6666666666666667,17.333333333333332,,72.22222222222221,7.138888888888889,7.333333333333333,4.25,,0.625
00-0030431,R.Woods,WR,HOU,12,REG,TEN,1.0,1.0,8.0,,,,5.0,3.0,1.0,0.7783913,,1.6,0.032258064,0.018450184,0.061302226,0.8,1.8,1.0,1.0,8.0,,100.0,8.0,8.0,5.0,3.0,,1.0,2.0,1.3333333333333333,7.333333333333333,,77.77777777777777,4.944444444444444,5.277777777777778,2.6666666666666665,,0.75,2.2,1.6,16.8,,80.0,7.7,7.466666666666667,2.7,,0.7916666666666666,2.2857142857142856,1.5714285714285714,16.0,,76.19047619047618,7.261904761904762,7.0,4.071428571428571,,0.7
00-0030431,R.Woods,WR,HOU,13,REG,JAX,,1.0,,,,,22.0,,,-0.60975003,,,0.030303031,0.07692308,0.0993007,,,1.0,,,,,,,22.0,,,,1.3333333333333333,1.5,10.5,,100.0,7.249999999999999,10.833333333333334,2.0,,0.75,2.0,1.5,16.5,,75.0,7.375,10.566666666666666,2.75,,0.7222222222222223,2.125,1.5714285714285714,16.0,,76.19047619047618,7.261904761904762,8.875,4.071428571428571,,0.7
00-0030431,R.Woods,WR,HOU,15,REG,MIA,2.0,2.0,12.0,,1.0,,10.0,2.0,1.0,0.19378558,,1.2,0.08,0.05319149,0.15723404,1.2,3.2,2.0,2.0,12.0,,100.0,6.0,6.0,5.0,1.0,,0.5,1.3333333333333333,1.5,10.0,,100.0,7.0,10.666666666666666,2.0,,0.75,1.8,1.5,8.5,,83.33333333333333,5.208333333333333,8.566666666666666,2.25,,0.6666666666666666,2.111111111111111,1.625,15.5,,79.16666666666666,7.104166666666667,8.444444444444445,3.6875,,0.6666666666666666
00-0030431,R.Woods,WR,HOU,16,REG,KC,3.0,6.0,19.0,,1.0,,73.0,18.0,1.0,-1.5961043,,0.26027396,0.16216215,0.20505618,0.38678256,1.9,4.9,6.0,3.0,19.0,,50.0,6.333333333333333,3.1666666666666665,12.166666666666666,6.0,,0.16666666666666666,3.0,2.5,15.5,,75.0,4.583333333333333,13.055555555555555,3.5,,0.3333333333333333,2.4,2.0,13.0,,87.5,5.916666666666667,9.933333333333334,2.75,,0.5416666666666666,2.5,1.7777777777777777,15.88888888888889,,75.92592592592592,6.666666666666667,8.816666666666666,3.9444444444444446,,0.5952380952380952
00-0030431,R.Woods,WR,HOU,17,REG,BAL,2.0,2.0,21.0,,,,18.0,3.0,2.0,1.94305,,1.1666666,0.06451613,0.05882353,0.13795066,2.1,4.1,2.0,2.0,21.0,,100.0,10.5,10.5,9.0,1.5,,1.0,3.3333333333333335,2.3333333333333335,17.333333333333332,,83.33333333333333,6.5555555555555545,8.722222222222221,2.8333333333333335,,0.5555555555555555,2.4,2.0,15.0,,87.5,6.916666666666667,10.633333333333333,2.875,,0.6666666666666666,2.4545454545454546,1.8,16.4,,78.33333333333333,7.05,8.833333333333334,3.7,,0.6458333333333333
00-0030431,R.Woods,WR,HOU,18,REG,TEN,2.0,3.0,39.0,,1.0,1.0,35.0,5.0,1.0,-3.2057173,,1.1142857,0.10714286,0.19337016,0.2960734,1.9,3.9,3.0,2.0,39.0,,66.66666666666666,19.5,13.0,11.666666666666666,2.5,,0.3333333333333333,3.6666666666666665,2.3333333333333335,26.333333333333332,,72.22222222222221,8.888888888888888,10.944444444444443,3.3333333333333335,,0.5,2.8,2.25,22.75,,79.16666666666666,8.166666666666668,11.966666666666665,2.75,,0.49999999999999994,2.5,1.8181818181818181,18.454545454545453,,77.27272727272727,7.590909090909091,9.069444444444445,3.590909090909091,,0.6111111111111112
00-0030431,R.Woods,WR,HOU,19,POST,LAC,2.0,4.0,22.0,,,,34.0,2.0,2.0,0.0037892351,,0.64705884,0.125,0.10967742,0.26427418,2.2,4.2,4.0,2.0,22.0,,50.0,11.0,5.5,8.5,1.0,,0.5,3.0,2.0,27.333333333333332,,72.22222222222221,9.666666666666666,9.722222222222223,1.6666666666666667,,0.611111111111111,3.4,2.2,22.6,,73.33333333333333,7.633333333333335,9.266666666666666,2.4,,0.5,2.6153846153846154,1.8333333333333333,18.75,,75.0,7.416666666666667,9.025641025641026,3.375,,0.6
00-0030564,D.Hopkins,WR,TEN,1,REG,CHI,1.0,1.0,8.0,,,,6.0,2.0,,0.4532326,,1.3333334,0.037037037,0.026200874,0.07389617,0.8,1.8,1.0,1.0,8.0,,100.0,8.0,8.0,6.0,2.0,,,1.0,1.0,8.0,,100.0,8.0,6.0,2.0,,,1.0,1.0,8.0,,100.0,8.0,6.0,2.0,,,1.0,1.0,8.0,,100.0,8.0,6.0,2.0,,
