player_id,player_name,position,recent_team,week,season_type,opponent_team,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receiving_yards,receptions,targets,receiving_tds,fantasy_points,fantasy_points_ppr,carries_per_game,rush_yards_per_game,rush_tds_per_game,targets_per_game,receptions_per_game,receiving_yards_per_game,total_yards_per_game,touches_per_game,yards_per_carry,yards_per_touch,yards_per_catch,yards_per_target,td_per_touch,carries_per_game_rolling_3,rush_yards_per_game_rolling_3,rush_tds_per_game_rolling_3,targets_per_game_rolling_3,receptions_per_game_rolling_3,receiving_yards_per_game_rolling_3,total_yards_per_game_rolling_3,touches_per_game_rolling_3,yards_per_carry_rolling_3,yards_per_touch_rolling_3,yards_per_catch_rolling_3,yards_per_target_rolling_3,td_per_touch_rolling_3,carries_per_game_rolling_5,rush_yards_per_game_rolling_5,rush_tds_per_game_rolling_5,targets_per_game_rolling_5,receptions_per_game_rolling_5,receiving_yards_per_game_rolling_5,total_yards_per_game_rolling_5,touches_per_game_rolling_5,yards_per_carry_rolling_5,yards_per_touch_rolling_5,yards_per_catch_rolling_5,yards_per_target_rolling_5,td_per_touch_rolling_5,carries_per_game_season_avg,rush_yards_per_game_season_avg,rush_tds_per_game_season_avg,targets_per_game_season_avg,receptions_per_game_season_avg,receiving_yards_per_game_season_avg,total_yards_per_game_season_avg,touches_per_game_season_avg,yards_per_carry_season_avg,yards_per_touch_season_avg,yards_per_catch_season_avg,yards_per_target_season_avg,td_per_touch_season_avg
00-0030578,C.Patterson,RB,PIT,1,REG,ATL,4.0,13.0,,,,,-1.2048415,,,,,,1.3,1.3,4.0,13.0,,,,,,,3.25,,,,,4.0,13.0,,,,,,,3.25,,,,,4.0,13.0,,,,,,,3.25,,,,,4.0,13.0,,,,,,,3.25,,,,
00-0030578,C.Patterson,RB,PIT,2,REG,DEN,2.0,3.0,,,,,-0.82626283,,,,,,0.3,0.3,2.0,3.0,,,,,,,1.5,,,,,3.0,8.0,,,,,,,2.375,,,,,3.0,8.0,,,,,,,2.375,,,,,3.0,8.0,,,,,,,2.375,,,,
00-0030578,C.Patterson,RB,PIT,3,REG,LAC,4.0,33.0,,,,2.0,1.696124,,15.0,3.0,5.0,,4.8,7.8,4.0,33.0,,5.0,3.0,15.0,48.0,7.0,8.25,6.857142857142857,5.0,3.0,,3.3333333333333335,16.333333333333332,,5.0,3.0,15.0,48.0,7.0,4.333333333333333,6.857142857142857,5.0,3.0,,3.3333333333333335,16.333333333333332,,5.0,3.0,15.0,48.0,7.0,4.333333333333333,6.857142857142857,5.0,3.0,,3.3333333333333335,16.333333333333332,,5.0,3.0,15.0,48.0,7.0,4.333333333333333,6.857142857142857,5.0,3.0,
00-0030578,C.Patterson,RB,PIT,4,REG,IND,6.0,43.0,,,,3.0,1.9261774,,19.0,2.0,2.0,,6.2,8.2,6.0,43.0,,2.0,2.0,19.0,62.0,8.0,7.166666666666667,7.75,9.5,9.5,,4.0,26.333333333333332,,3.5,2.5,17.0,55.0,7.5,5.638888888888889,7.303571428571429,7.25,6.25,,4.0,23.0,,3.5,2.5,17.0,55.0,7.5,5.041666666666667,7.303571428571429,7.25,6.25,,4.0,23.0,,3.5,2.5,17.0,55.0,7.5,5.041666666666667,7.303571428571429,7.25,6.25,
00-0030578,C.Patterson,RB,PIT,10,REG,WAS,3.0,14.0,,,,,-1.8056443,,,,,,1.4,1.4,3.0,14.0,,,,,,,4.666666666666667,,,,,4.333333333333333,30.0,,3.5,2.5,17.0,55.0,7.5,6.6944444444444455,7.303571428571429,7.25,6.25,,3.8,21.2,,3.5,2.5,17.0,55.0,7.5,4.966666666666667,7.303571428571429,7.25,6.25,,3.8,21.2,,3.5,2.5,17.0,55.0,7.5,4.966666666666667,7.303571428571429,7.25,6.25,
00-0030578,C.Patterson,RB,PIT,11,REG,BAL,1.0,,,,,,-0.4976819,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,3.3333333333333335,28.5,,1.5,1.5,19.0,62.0,5.0,5.916666666666668,7.75,9.5,9.5,,3.2,23.25,,2.6666666666666665,2.0,17.0,55.0,5.666666666666667,5.395833333333334,7.303571428571429,7.25,6.25,,3.3333333333333335,21.2,,2.6666666666666665,2.0,17.0,55.0,5.666666666666667,4.966666666666667,7.303571428571429,7.25,6.25,
00-0030578,C.Patterson,RB,PIT,12,REG,CLE,1.0,-2.0,,,,,0.37635553,,,,,,-0.2,-0.2,1.0,-2.0,,,,,,,-2.0,,,,,1.6666666666666667,6.0,,1.0,1.0,,,2.0,1.3333333333333335,,,,,3.0,22.0,,2.6666666666666665,2.0,17.0,55.0,5.666666666666667,4.520833333333334,7.303571428571429,7.25,6.25,,3.0,17.333333333333332,,2.6666666666666665,2.0,17.0,55.0,5.666666666666667,3.805555555555556,7.303571428571429,7.25,6.25,
00-0030578,C.Patterson,RB,PIT,13,REG,CIN,3.0,16.0,,,,1.0,0.14406691,,37.0,3.0,3.0,,5.3,8.3,3.0,16.0,,3.0,3.0,37.0,53.0,6.0,5.333333333333333,8.833333333333334,12.333333333333334,12.333333333333334,,1.6666666666666667,7.0,,2.0,2.0,37.0,53.0,4.0,1.6666666666666665,8.833333333333334,12.333333333333334,12.333333333333334,,2.8,17.75,,2.0,2.0,28.0,57.5,5.333333333333333,3.791666666666667,8.291666666666666,10.916666666666668,10.916666666666668,,3.0,17.142857142857142,,2.75,2.25,23.666666666666668,54.333333333333336,5.75,4.023809523809524,7.813492063492063,8.944444444444445,8.277777777777779,
00-0030578,C.Patterson,RB,PIT,14,REG,CLE,4.0,3.0,,1.0,1.0,,-5.854028,,-2.0,1.0,1.0,,-1.9,-0.9,4.0,3.0,,1.0,1.0,-2.0,1.0,5.0,0.75,0.2,-2.0,-2.0,,2.6666666666666665,5.666666666666667,,2.0,2.0,17.5,27.0,5.5,1.361111111111111,4.516666666666666,5.166666666666667,5.166666666666667,,2.4,7.75,,1.6666666666666667,1.6666666666666667,17.5,27.0,4.333333333333333,2.1875,4.516666666666666,5.166666666666667,5.166666666666667,,3.111111111111111,15.375,,2.4,2.0,17.25,41.0,5.6,3.6145833333333335,5.910119047619047,6.208333333333334,5.708333333333334,
00-0030578,C.Patterson,RB,PIT,15,REG,PHI,2.0,9.0,,,,1.0,-0.5700041,,-1.0,1.0,1.0,,0.8,1.8,2.0,9.0,,1.0,1.0,-1.0,8.0,3.0,4.5,2.6666666666666665,-1.0,-1.0,,3.0,9.333333333333334,,1.6666666666666667,1.6666666666666667,11.333333333333334,20.666666666666668,4.666666666666667,3.5277777777777772,3.9,3.111111111111111,3.111111111111111,,2.2,6.5,,1.5,1.5,11.333333333333334,20.666666666666668,4.0,2.145833333333333,3.9,3.111111111111111,3.111111111111111,,3.0,14.666666666666666,,2.1666666666666665,1.8333333333333333,13.6,34.4,5.166666666666667,3.712962962962963,5.261428571428572,4.7666666666666675,4.366666666666667,
00-0030578,C.Patterson,RB,PIT,16,REG,BAL,,,,,,,,,12.0,1.0,1.0,1.0,7.2,8.2,,,,1.0,1.0,12.0,,,,,12.0,12.0,,3.0,6.0,,1.0,1.0,3.0,4.5,4.0,2.6249999999999996,1.4333333333333327,3.0,3.0,,2.5,6.5,,1.5,1.5,11.5,20.666666666666668,4.666666666666667,2.145833333333333,3.9,5.333333333333334,5.333333333333334,,3.0,14.666666666666666,,2.0,1.7142857142857142,13.333333333333334,34.4,5.166666666666667,3.712962962962963,5.261428571428572,5.972222222222222,5.638888888888889,
00-0030578,C.Patterson,RB,PIT,17,REG,KC,1.0,2.0,,,,,-0.6862315,,,,,,0.2,0.2,1.0,2.0,,,,,,,2.0,,,,,1.5,5.5,,1.0,1.0,5.5,8.0,3.0,3.25,2.6666666666666665,5.5,5.5,,2.5,7.5,,1.5,1.5,11.5,20.666666666666668,4.666666666666667,3.145833333333333,3.9,5.333333333333334,5.333333333333334,,2.8181818181818183,13.4,,2.0,1.7142857142857142,13.333333333333334,34.4,5.166666666666667,3.5416666666666665,5.261428571428572,5.972222222222222,5.638888888888889,
00-0030578,C.Patterson,RB,PIT,18,REG,CIN,1.0,1.0,,,,,-0.5433766,,,,,,0.1,0.1,1.0,1.0,,,,,,,1.0,,,,,1.0,1.5,,1.0,1.0,12.0,,,1.5,,12.0,12.0,,2.0,3.75,,1.0,1.0,3.0,4.5,4.0,2.0625,1.4333333333333327,3.0000000000000004,3.0000000000000004,,2.6666666666666665,12.272727272727273,,2.0,1.7142857142857142,13.333333333333334,34.4,5.166666666666667,3.3106060606060606,5.261428571428572,5.972222222222222,5.638888888888889,
00-0031687,R.Mostert,RB,MIA,1,REG,JAX,6.0,9.0,,,,,-3.591189,,10.0,2.0,3.0,,1.9,3.9,6.0,9.0,,3.0,2.0,10.0,19.0,8.0,1.5,2.375,5.0,3.3333333333333335,,6.0,9.0,,3.0,2.0,10.0,19.0,8.0,1.5,2.375,5.0,3.3333333333333335,,6.0,9.0,,3.0,2.0,10.0,19.0,8.0,1.5,2.375,5.0,3.3333333333333335,,6.0,9.0,,3.0,2.0,10.0,19.0,8.0,1.5,2.375,5.0,3.3333333333333335,
00-0031687,R.Mostert,RB,MIA,5,REG,NE,19.0,80.0,,,,3.0,0.08006012,,18.0,2.0,2.0,,9.8,11.8,19.0,80.0,,2.0,2.0,18.0,98.0,21.0,4.2105263157894735,4.666666666666667,9.0,9.0,,12.5,44.5,,2.5,2.0,14.0,58.5,14.5,2.8552631578947367,3.5208333333333335,7.0,6.166666666666667,,12.5,44.5,,2.5,2.0,14.0,58.5,14.5,2.8552631578947367,3.5208333333333335,7.0,6.166666666666667,,12.5,44.5,,2.5,2.0,14.0,58.5,14.5,2.8552631578947367,3.5208333333333335,7.0,6.166666666666667,
00-0031687,R.Mostert,RB,MIA,7,REG,IND,11.0,50.0,,1.0,1.0,2.0,-8.134865,,,,,,3.0,3.0,11.0,50.0,,,,,,,4.545454545454546,,,,,12.0,46.333333333333336,,2.5,2.0,14.0,58.5,14.5,3.4186602870813396,3.5208333333333335,7.0,6.166666666666667,,12.0,46.333333333333336,,2.5,2.0,14.0,58.5,14.5,3.4186602870813396,3.5208333333333335,7.0,6.166666666666667,,12.0,46.333333333333336,,2.5,2.0,14.0,58.5,14.5,3.4186602870813396,3.5208333333333335,7.0,6.166666666666667,
00-0031687,R.Mostert,RB,MIA,8,REG,ARI,9.0,19.0,2.0,,,3.0,0.35480413,,11.0,1.0,2.0,,15.0,16.0,9.0,19.0,2.0,2.0,1.0,11.0,30.0,10.0,2.111111111111111,3.0,11.0,5.5,,13.0,49.666666666666664,2.0,2.0,1.5,14.5,64.0,15.5,3.6223639907850433,3.8333333333333335,10.0,7.25,,11.25,39.5,2.0,2.3333333333333335,1.6666666666666667,13.0,49.0,13.0,3.0917729930887825,3.3472222222222228,8.333333333333334,5.9444444444444455,,11.25,39.5,2.0,2.3333333333333335,1.6666666666666667,13.0,49.0,13.0,3.0917729930887825,3.3472222222222228,8.333333333333334,5.9444444444444455,
00-0031687,R.Mostert,RB,MIA,9,REG,BUF,10.0,56.0,,1.0,1.0,3.0,-4.7633023,,32.0,2.0,2.0,,6.8,8.8,10.0,56.0,,2.0,2.0,32.0,88.0,12.0,5.6,7.333333333333333,16.0,16.0,,10.0,41.666666666666664,2.0,2.0,1.5,21.5,59.0,11.0,4.085521885521885,5.166666666666666,13.5,10.75,,11.0,42.8,2.0,2.25,1.75,17.75,58.75,12.75,3.5934183944710254,4.34375,10.25,8.458333333333334,,11.0,42.8,2.0,2.25,1.75,17.75,58.75,12.75,3.5934183944710254,4.34375,10.25,8.458333333333334,
00-0031687,R.Mostert,RB,MIA,10,REG,LA,,,,,,,,,34.0,2.0,3.0,,3.4,5.4,,,,3.0,2.0,34.0,,,,,17.0,11.333333333333334,,9.5,37.5,2.0,2.3333333333333335,1.6666666666666667,25.666666666666668,59.0,11.0,3.8555555555555547,5.166666666666666,14.666666666666666,10.944444444444445,,12.25,51.25,2.0,2.25,1.75,23.75,72.0,14.333333333333334,4.116772993088782,5.0,13.25,10.458333333333334,,11.0,42.8,2.0,2.4,1.8,21.0,58.75,12.75,3.5934183944710254,4.34375,11.6,9.033333333333335,
00-0031687,R.Mostert,RB,MIA,11,REG,LV,3.0,-2.0,,,,,-1.6088978,,,,,,-0.2,-0.2,3.0,-2.0,,,,,,,-0.6666666666666666,,,,,6.5,27.0,,2.5,2.0,33.0,88.0,12.0,2.466666666666666,7.333333333333333,16.5,13.666666666666668,,8.25,30.75,2.0,2.3333333333333335,1.6666666666666667,25.666666666666668,59.0,11.0,2.8974747474747478,5.166666666666666,14.666666666666666,10.944444444444445,,9.666666666666666,35.333333333333336,2.0,2.4,1.8,21.0,58.75,12.75,2.883404217614744,4.34375,11.6,9.033333333333335,
00-0031687,R.Mostert,RB,MIA,12,REG,NE,2.0,5.0,,,,,-0.8986911,,-3.0,1.0,1.0,,0.2,1.2,2.0,5.0,,1.0,1.0,-3.0,2.0,3.0,2.5,0.6666666666666666,-3.0,-3.0,,2.5,1.5,,2.0,1.5,15.5,2.0,3.0,0.9166666666666663,0.6666666666666666,7.0,4.166666666666667,,6.0,19.5,2.0,2.0,1.5,18.5,40.0,8.333333333333334,2.386111111111111,3.666666666666666,10.25,7.458333333333334,,8.571428571428571,31.0,2.0,2.1666666666666665,1.6666666666666667,17.0,47.4,10.8,2.8286321865269235,3.6083333333333334,9.166666666666666,7.027777777777779,
00-0031687,R.Mostert,RB,MIA,13,REG,GB,5.0,19.0,,,,,-2.3497765,,15.0,2.0,3.0,,3.4,5.4,5.0,19.0,,3.0,2.0,15.0,34.0,7.0,3.8,4.857142857142857,7.5,5.0,,3.3333333333333335,7.333333333333333,,2.0,1.5,6.0,18.0,5.0,1.8777777777777775,2.761904761904762,2.25,1.0,,5.0,19.5,,2.25,1.75,19.5,41.333333333333336,7.333333333333333,2.808333333333333,4.285714285714286,9.375,7.333333333333334,,8.125,29.5,2.0,2.2857142857142856,1.7142857142857142,16.714285714285715,45.166666666666664,10.166666666666666,2.950053163211058,3.8164682539682544,8.928571428571429,6.738095238095239,
00-0031687,R.Mostert,RB,MIA,15,REG,HOU,6.0,8.0,,,,1.0,-2.0630224,,13.0,3.0,3.0,,2.1,5.1,6.0,8.0,,3.0,3.0,13.0,21.0,9.0,1.3333333333333333,2.3333333333333335,4.333333333333333,4.333333333333333,,4.333333333333333,10.666666666666666,,2.3333333333333335,2.0,8.333333333333334,19.0,6.333333333333333,2.5444444444444443,2.619047619047619,2.944444444444444,2.111111111111111,,4.0,7.5,,2.5,2.0,14.75,19.0,6.333333333333333,1.7416666666666667,2.619047619047619,6.458333333333333,4.416666666666667,,7.888888888888889,27.11111111111111,2.0,2.375,1.875,16.25,41.714285714285715,10.0,2.770417626557977,3.604591836734694,8.354166666666666,6.4375,
00-0031687,R.Mostert,RB,MIA,16,REG,SF,8.0,31.0,,,,1.0,-3.430245,,15.0,2.0,2.0,,4.6,6.6,8.0,31.0,,2.0,2.0,15.0,46.0,10.0,3.875,4.6,7.5,7.5,,6.333333333333333,19.333333333333332,,2.6666666666666665,2.3333333333333335,14.333333333333334,33.666666666666664,8.666666666666666,3.0027777777777778,3.9301587301587304,6.444444444444444,5.611111111111111,,4.8,12.2,,2.25,2.0,10.0,25.75,7.25,2.1683333333333334,3.1142857142857143,4.083333333333333,3.458333333333334,,7.9,27.5,2.0,2.3333333333333335,1.8888888888888888,16.11111111111111,42.25,10.0,2.8808758639021796,3.729017857142857,8.25925925925926,6.555555555555555,
00-0031687,R.Mostert,RB,MIA,17,REG,CLE,6.0,3.0,,,,,-3.7942982,,16.0,2.0,2.0,,1.9,3.9,6.0,3.0,,2.0,2.0,16.0,19.0,8.0,0.5,2.375,8.0,8.0,,6.666666666666667,14.0,,2.3333333333333335,2.3333333333333335,14.666666666666666,28.666666666666668,9.0,1.9027777777777775,3.102777777777778,6.611111111111111,6.611111111111111,,5.4,13.2,,2.2,2.0,11.2,24.4,7.4,2.4016666666666664,2.9664285714285716,4.866666666666666,4.366666666666667,,7.7272727272727275,25.272727272727273,2.0,2.3,1.9,16.1,39.666666666666664,9.777777777777779,2.664432603547436,3.5785714285714283,8.233333333333333,6.7,
00-0032104,A.Abdullah,RB,LV,2,REG,BAL,2.0,1.0,,,,,-2.3736272,,1.0,2.0,2.0,,0.2,2.2,2.0,1.0,,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,0.5,,2.0,1.0,,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,0.5,,2.0,1.0,,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,0.5,,2.0,1.0,,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,0.5,
00-0032104,A.Abdullah,RB,LV,3,REG,CAR,,,,,,,,,13.0,2.0,2.0,,1.3,3.3,,,,2.0,2.0,13.0,,,,,6.5,6.5,,2.0,1.0,,2.0,2.0,7.0,2.0,4.0,0.5,0.5,3.5,3.5,,2.0,1.0,,2.0,2.0,7.0,2.0,4.0,0.5,0.5,3.5,3.5,,2.0,1.0,,2.0,2.0,7.0,2.0,4.0,0.5,0.5,3.5,3.5,
00-0032104,A.Abdullah,RB,LV,5,REG,DEN,5.0,42.0,1.0,,,2.0,1.4397417,,9.0,3.0,3.0,,11.1,14.1,5.0,42.0,1.0,3.0,3.0,9.0,51.0,8.0,8.4,6.375,3.0,3.0,,3.5,21.5,1.0,2.3333333333333335,2.3333333333333335,7.666666666666667,26.5,6.0,4.45,3.4375,3.3333333333333335,3.3333333333333335,,3.5,21.5,1.0,2.3333333333333335,2.3333333333333335,7.666666666666667,26.5,6.0,4.45,3.4375,3.3333333333333335,3.3333333333333335,,3.5,21.5,1.0,2.3333333333333335,2.3333333333333335,7.666666666666667,26.5,6.0,4.45,3.4375,3.3333333333333335,3.3333333333333335,
00-0032104,A.Abdullah,RB,LV,6,REG,PIT,4.0,24.0,,1.0,1.0,,-4.8945227,,14.0,3.0,5.0,,1.8,4.8,4.0,24.0,,5.0,3.0,14.0,38.0,7.0,6.0,5.428571428571429,4.666666666666667,2.8,,4.5,33.0,1.0,3.3333333333333335,2.6666666666666665,12.0,44.5,7.5,7.2,5.901785714285714,4.722222222222222,4.1000000000000005,,3.6666666666666665,22.333333333333332,1.0,3.0,2.5,9.25,30.333333333333332,6.333333333333333,4.966666666666667,4.101190476190476,3.666666666666667,3.2,,3.6666666666666665,22.333333333333332,1.0,3.0,2.5,9.25,30.333333333333332,6.333333333333333,4.966666666666667,4.101190476190476,3.666666666666667,3.2,
00-0032104,A.Abdullah,RB,LV,8,REG,KC,1.0,2.0,,,,,-0.40492448,,9.0,1.0,2.0,,1.1,2.1,1.0,2.0,,2.0,1.0,9.0,11.0,2.0,2.0,5.5,9.0,4.5,,3.3333333333333335,22.666666666666668,1.0,3.3333333333333335,2.3333333333333335,10.666666666666666,33.333333333333336,5.666666666666667,5.466666666666666,5.767857142857143,5.555555555555556,3.4333333333333336,,3.0,17.25,1.0,2.8,2.2,9.2,25.5,5.25,4.225,4.450892857142858,4.733333333333333,3.46,,3.0,17.25,1.0,2.8,2.2,9.2,25.5,5.25,4.225,4.450892857142858,4.733333333333333,3.46,
00-0032104,A.Abdullah,RB,LV,9,REG,CIN,4.0,12.0,,,,1.0,-0.45635167,,14.0,3.0,3.0,,2.6,5.6,4.0,12.0,,3.0,3.0,14.0,26.0,7.0,3.0,3.7142857142857144,4.666666666666667,4.666666666666667,,3.0,12.666666666666666,,3.3333333333333335,2.3333333333333335,12.333333333333334,25.0,5.333333333333333,3.6666666666666665,4.8809523809523805,6.111111111111112,3.988888888888889,,3.5,20.0,1.0,3.0,2.4,11.8,31.5,6.0,4.85,5.254464285714286,5.566666666666667,4.293333333333334,,3.2,16.2,1.0,2.8333333333333335,2.3333333333333335,10.0,25.6,5.6,3.9799999999999995,4.303571428571429,4.722222222222222,3.6611111111111114,
00-0032104,A.Abdullah,RB,LV,11,REG,MIA,1.0,1.0,,,,,-0.42775694,,16.0,3.0,3.0,1.0,7.7,10.7,1.0,1.0,,3.0,3.0,16.0,17.0,4.0,1.0,4.25,5.333333333333333,5.333333333333333,,2.0,5.0,,2.6666666666666665,2.3333333333333335,13.0,18.0,4.333333333333333,2.0,4.488095238095238,6.333333333333333,4.833333333333333,,3.0,16.2,1.0,3.2,2.6,12.4,28.6,5.6,4.08,5.053571428571429,5.333333333333334,4.0600000000000005,,2.8333333333333335,13.666666666666666,1.0,2.857142857142857,2.4285714285714284,10.857142857142858,24.166666666666668,5.333333333333333,3.483333333333333,4.294642857142857,4.80952380952381,3.9,
00-0032104,A.Abdullah,RB,LV,12,REG,DEN,8.0,28.0,,,,2.0,0.068006866,,37.0,5.0,6.0,1.0,12.5,17.5,8.0,28.0,,6.0,5.0,37.0,65.0,13.0,3.5,5.0,7.4,6.166666666666667,,4.333333333333333,13.666666666666666,,4.0,3.6666666666666665,22.333333333333332,36.0,8.0,2.5,4.321428571428572,5.8,5.388888888888889,,3.6,13.4,,3.8,3.0,18.0,31.4,6.6,3.1,4.7785714285714285,6.213333333333334,4.693333333333333,,3.5714285714285716,15.714285714285714,1.0,3.25,2.75,14.125,30.0,6.428571428571429,3.4857142857142853,4.395408163265306,5.133333333333334,4.183333333333334,
00-0032104,A.Abdullah,RB,LV,13,REG,KC,10.0,39.0,,,,2.0,-4.04924,,14.0,2.0,2.0,,5.3,7.3,10.0,39.0,,2.0,2.0,14.0,53.0,12.0,3.9,4.416666666666667,7.0,7.0,,6.333333333333333,22.666666666666668,,3.6666666666666665,3.3333333333333335,22.333333333333332,45.0,9.666666666666666,2.8000000000000003,4.555555555555555,6.577777777777778,6.166666666666667,,4.8,16.4,,3.2,2.8,18.0,34.4,7.6,2.68,4.576190476190477,6.68,5.533333333333333,,4.375,18.625,1.0,3.111111111111111,2.6666666666666665,14.11111111111111,32.875,7.125,3.5375,4.398065476190476,5.340740740740741,4.496296296296297,
00-0032104,A.Abdullah,RB,LV,14,REG,TB,1.0,1.0,,,,,-0.4059242,,-3.0,1.0,2.0,,-0.2,0.8,1.0,1.0,,2.0,1.0,-3.0,-2.0,2.0,1.0,-1.0,-3.0,-1.5,,6.333333333333333,22.666666666666668,,3.3333333333333335,2.6666666666666665,16.0,38.666666666666664,9.0,2.8000000000000003,2.805555555555556,3.8000000000000003,3.8888888888888893,,4.8,16.2,,3.2,2.8,15.6,31.8,7.6,2.48,3.276190476190476,4.279999999999999,4.333333333333333,,4.0,16.666666666666668,1.0,3.0,2.5,12.4,29.0,6.555555555555555,3.2555555555555555,3.7982804232804233,4.506666666666667,3.896666666666667,
00-0032104,A.Abdullah,RB,LV,15,REG,ATL,3.0,8.0,,,,,-1.3259246,,58.0,7.0,7.0,1.0,12.6,19.6,3.0,8.0,,7.0,7.0,58.0,66.0,10.0,2.6666666666666665,6.6,8.285714285714286,8.285714285714286,,4.666666666666667,16.0,,3.6666666666666665,3.3333333333333335,23.0,39.0,8.0,2.522222222222222,3.3388888888888886,4.095238095238096,4.595238095238096,,4.6,15.4,,4.0,3.6,24.4,39.8,8.2,2.413333333333333,3.853333333333333,5.003809523809524,5.057142857142858,,3.9,15.8,1.0,3.3636363636363638,2.909090909090909,16.545454545454547,32.7,6.9,3.1966666666666668,4.078452380952381,4.85021645021645,4.295670995670996,
00-0032104,A.Abdullah,RB,LV,16,REG,JAX,7.0,38.0,1.0,,,2.0,0.50181466,,47.0,5.0,6.0,,14.5,19.5,7.0,38.0,1.0,6.0,5.0,47.0,85.0,12.0,5.428571428571429,7.083333333333333,9.4,7.833333333333333,,3.6666666666666665,15.666666666666666,1.0,5.0,4.333333333333333,34.0,49.666666666666664,8.0,3.0317460317460316,4.227777777777778,4.895238095238096,4.8730158730158735,,5.8,22.8,1.0,4.6,4.0,30.6,53.4,9.8,3.299047619047619,4.42,5.817142857142858,5.557142857142857,,4.181818181818182,17.818181818181817,1.0,3.5833333333333335,3.0833333333333335,19.083333333333332,37.45454545454545,7.363636363636363,3.3995670995671,4.351623376623376,5.229365079365079,4.590476190476191,
00-0032104,A.Abdullah,RB,LV,17,REG,NO,20.0,115.0,,,,5.0,4.7471704,,32.0,3.0,4.0,,14.7,17.7,20.0,115.0,,4.0,3.0,32.0,147.0,23.0,5.75,6.391304347826087,10.666666666666666,8.0,,10.0,53.666666666666664,1.0,5.666666666666667,5.0,45.666666666666664,99.33333333333333,15.0,4.615079365079365,6.691545893719806,9.450793650793651,8.03968253968254,,8.2,40.2,1.0,4.2,3.6,29.6,69.8,11.8,3.7490476190476185,4.6982608695652175,6.470476190476191,5.923809523809524,,5.5,25.916666666666668,1.0,3.6153846153846154,3.076923076923077,20.076923076923077,46.583333333333336,8.666666666666666,3.5954365079365083,4.521596790890269,5.647619047619047,4.852747252747253,
00-0032764,D.Henry,RB,BAL,1,REG,KC,13.0,46.0,1.0,,,5.0,2.1925128,,,,2.0,,10.6,10.6,13.0,46.0,1.0,2.0,,,,,3.5384615384615383,,,,,13.0,46.0,1.0,2.0,,,,,3.5384615384615383,,,,,13.0,46.0,1.0,2.0,,,,,3.5384615384615383,,,,,13.0,46.0,1.0,2.0,,,,,3.5384615384615383,,,,
00-0032764,D.Henry,RB,BAL,2,REG,LV,18.0,84.0,1.0,,,3.0,0.0330894,,12.0,1.0,1.0,,15.6,16.6,18.0,84.0,1.0,1.0,1.0,12.0,96.0,19.0,4.666666666666667,5.052631578947368,12.0,12.0,,15.5,65.0,1.0,1.5,1.0,12.0,96.0,19.0,4.102564102564102,5.052631578947368,12.0,12.0,,15.5,65.0,1.0,1.5,1.0,12.0,96.0,19.0,4.102564102564102,5.052631578947368,12.0,12.0,,15.5,65.0,1.0,1.5,1.0,12.0,96.0,19.0,4.102564102564102,5.052631578947368,12.0,12.0,
00-0032764,D.Henry,RB,BAL,3,REG,DAL,25.0,151.0,2.0,,,8.0,3.1964488,,23.0,1.0,1.0,,29.4,30.4,25.0,151.0,2.0,1.0,1.0,23.0,174.0,26.0,6.04,6.6923076923076925,23.0,23.0,,18.666666666666668,93.66666666666667,1.3333333333333333,1.3333333333333333,1.0,17.5,135.0,22.5,4.748376068376069,5.87246963562753,17.5,17.5,,18.666666666666668,93.66666666666667,1.3333333333333333,1.3333333333333333,1.0,17.5,135.0,22.5,4.748376068376069,5.87246963562753,17.5,17.5,,18.666666666666668,93.66666666666667,1.3333333333333333,1.3333333333333333,1.0,17.5,135.0,22.5,4.748376068376069,5.87246963562753,17.5,17.5,
00-0032764,D.Henry,RB,BAL,4,REG,BUF,24.0,199.0,1.0,1.0,,8.0,8.636214,,10.0,3.0,3.0,1.0,32.9,35.9,24.0,199.0,1.0,3.0,3.0,10.0,209.0,27.0,8.291666666666666,7.7407407407407405,3.3333333333333335,3.3333333333333335,0.07407407407407407,22.333333333333332,144.66666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,15.0,159.66666666666666,24.0,6.332777777777778,6.495226670665267,12.777777777777779,12.777777777777779,0.07407407407407407,20.0,120.0,1.25,1.75,1.6666666666666667,15.0,159.66666666666666,24.0,5.634198717948718,6.495226670665267,12.777777777777779,12.777777777777779,0.07407407407407407,20.0,120.0,1.25,1.75,1.6666666666666667,15.0,159.66666666666666,24.0,5.634198717948718,6.495226670665267,12.777777777777779,12.777777777777779,0.07407407407407407
