player_id,player_name,position,recent_team,week,season_type,opponent_team,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receiving_yards,receptions,targets,receiving_tds,fantasy_points,fantasy_points_ppr,carries_per_game,rush_yards_per_game,rush_tds_per_game,targets_per_game,receptions_per_game,receiving_yards_per_game,total_yards_per_game,touches_per_game,yards_per_carry,yards_per_touch,yards_per_catch,yards_per_target,td_per_touch,carries_per_game_rolling_3,rush_yards_per_game_rolling_3,rush_tds_per_game_rolling_3,targets_per_game_rolling_3,receptions_per_game_rolling_3,receiving_yards_per_game_rolling_3,total_yards_per_game_rolling_3,touches_per_game_rolling_3,yards_per_carry_rolling_3,yards_per_touch_rolling_3,yards_per_catch_rolling_3,yards_per_target_rolling_3,td_per_touch_rolling_3,carries_per_game_rolling_5,rush_yards_per_game_rolling_5,rush_tds_per_game_rolling_5,targets_per_game_rolling_5,receptions_per_game_rolling_5,receiving_yards_per_game_rolling_5,total_yards_per_game_rolling_5,touches_per_game_rolling_5,yards_per_carry_rolling_5,yards_per_touch_rolling_5,yards_per_catch_rolling_5,yards_per_target_rolling_5,td_per_touch_rolling_5,carries_per_game_season_avg,rush_yards_per_game_season_avg,rush_tds_per_game_season_avg,targets_per_game_season_avg,receptions_per_game_season_avg,receiving_yards_per_game_season_avg,total_yards_per_game_season_avg,touches_per_game_season_avg,yards_per_carry_season_avg,yards_per_touch_season_avg,yards_per_catch_season_avg,yards_per_target_season_avg,td_per_touch_season_avg
00-0037256,R.White,RB,TB,5,REG,ATL,10.0,72.0,,,,2.0,1.3151561,,-6.0,3.0,3.0,,6.6,9.6,10.0,72.0,,3.0,3.0,-6.0,66.0,13.0,7.2,5.076923076923077,-2.0,-2.0,,8.666666666666666,46.0,,4.0,3.3333333333333335,15.666666666666666,61.666666666666664,12.0,4.977777777777778,5.086247086247087,6.366666666666667,4.222222222222222,,10.2,37.4,,3.8,3.4,25.4,62.8,13.6,3.7600000000000002,4.47945387945388,7.32,6.033333333333333,,10.2,37.4,,3.8,3.4,25.4,62.8,13.6,3.7600000000000002,4.47945387945388,7.32,6.033333333333333,
00-0037256,R.White,RB,TB,7,REG,BAL,10.0,40.0,,,,2.0,-0.54565036,,71.0,6.0,6.0,2.0,23.1,29.1,10.0,40.0,,6.0,6.0,71.0,111.0,16.0,4.0,6.9375,11.833333333333334,11.833333333333334,,10.0,53.666666666666664,,4.0,3.6666666666666665,33.333333333333336,87.0,13.666666666666666,5.366666666666667,6.3381410256410255,9.111111111111112,7.166666666666667,,9.2,39.2,,3.8,3.4,24.6,63.8,12.6,4.1466666666666665,4.85743006993007,7.186666666666667,5.9,,10.166666666666666,37.833333333333336,,4.166666666666667,3.8333333333333335,33.0,70.83333333333333,14.0,3.8000000000000003,4.889128232878233,8.072222222222223,7.0,
00-0037256,R.White,RB,TB,8,REG,ATL,6.0,29.0,,1.0,1.0,1.0,-3.8783033,,38.0,5.0,6.0,1.0,10.7,15.7,6.0,29.0,,6.0,5.0,38.0,67.0,11.0,4.833333333333333,6.090909090909091,7.6,6.333333333333333,,8.666666666666666,47.0,,5.0,4.666666666666667,34.333333333333336,81.33333333333333,13.333333333333334,5.344444444444444,6.035110722610722,5.811111111111113,5.388888888888889,,8.4,41.4,,4.8,4.2,31.2,72.6,12.6,4.753333333333333,5.65743006993007,7.706666666666666,6.166666666666666,,9.571428571428571,36.57142857142857,,4.428571428571429,4.0,33.714285714285715,70.28571428571429,13.571428571428571,3.9476190476190474,5.060811212596927,8.004761904761905,6.904761904761905,
00-0037256,R.White,RB,TB,9,REG,KC,3.0,19.0,1.0,,,2.0,2.087967,,16.0,3.0,3.0,,9.5,12.5,3.0,19.0,1.0,3.0,3.0,16.0,35.0,6.0,6.333333333333333,5.833333333333333,5.333333333333333,5.333333333333333,,6.333333333333333,29.333333333333332,1.0,5.0,4.666666666666667,41.666666666666664,71.0,11.0,5.055555555555555,6.287247474747474,8.255555555555556,7.833333333333333,,7.8,41.8,1.0,4.2,3.8,30.8,72.6,11.6,5.453333333333333,6.1877331002331,8.053333333333333,6.633333333333333,,8.75,34.375,1.0,4.25,3.875,31.5,65.875,12.625,4.245833333333334,5.1573764776889774,7.670833333333333,6.708333333333333,
00-0037256,R.White,RB,TB,10,REG,SF,10.0,31.0,,,,2.0,-1.9830096,,39.0,6.0,7.0,1.0,13.0,19.0,10.0,31.0,,7.0,6.0,39.0,70.0,16.0,3.1,4.375,6.5,5.571428571428571,,6.333333333333333,26.333333333333332,1.0,5.333333333333333,4.666666666666667,31.0,57.333333333333336,11.0,4.7555555555555555,5.433080808080807,6.477777777777778,5.746031746031746,,7.8,38.2,1.0,5.0,4.6,31.6,69.8,12.4,5.093333333333333,5.662733100233099,5.8533333333333335,5.414285714285715,,8.88888888888889,34.0,1.0,4.555555555555555,4.111111111111111,32.333333333333336,66.33333333333333,13.0,4.118518518518519,5.070445757945758,7.540740740740741,6.582010582010582,
00-0037256,R.White,RB,TB,12,REG,NYG,12.0,37.0,1.0,,,3.0,-3.3489692,,10.0,1.0,1.0,,10.7,11.7,12.0,37.0,1.0,1.0,1.0,10.0,47.0,13.0,3.0833333333333335,3.6153846153846154,10.0,10.0,,8.333333333333334,29.0,1.0,3.6666666666666665,3.3333333333333335,21.666666666666668,50.666666666666664,11.666666666666666,4.1722222222222225,4.607905982905983,7.277777777777779,6.968253968253968,,8.2,31.2,1.0,4.6,4.2,34.8,66.0,12.4,4.2700000000000005,5.370425407925408,8.253333333333334,7.814285714285714,,9.2,34.3,1.0,4.2,3.8,30.1,64.4,13.0,4.015,4.924939643689643,7.786666666666667,6.923809523809524,
00-0037256,R.White,RB,TB,13,REG,CAR,11.0,76.0,,,,3.0,1.7207422,,2.0,1.0,1.0,,7.8,8.8,11.0,76.0,,1.0,1.0,2.0,78.0,12.0,6.909090909090909,6.5,2.0,2.0,,11.0,48.0,1.0,3.0,2.6666666666666665,17.0,65.0,13.666666666666666,4.3641414141414145,4.830128205128205,6.166666666666667,5.857142857142857,,8.4,38.4,1.0,3.6,3.2,21.0,59.4,11.6,4.851818181818182,5.282925407925408,6.286666666666666,5.847619047619047,,9.363636363636363,38.09090909090909,1.0,3.909090909090909,3.5454545454545454,27.545454545454547,65.63636363636364,12.909090909090908,4.278099173553719,5.068126948808767,7.260606060606062,6.476190476190476,
00-0037256,R.White,RB,TB,14,REG,LV,17.0,90.0,1.0,,,6.0,2.502799,,19.0,2.0,3.0,1.0,22.9,24.9,17.0,90.0,1.0,3.0,2.0,19.0,109.0,19.0,5.294117647058823,5.7368421052631575,9.5,6.333333333333333,0.10526315789473684,13.333333333333334,67.66666666666667,1.0,1.6666666666666667,1.3333333333333333,10.333333333333334,78.0,14.666666666666666,5.0955139631610225,5.284075573549258,7.166666666666667,6.111111111111111,0.10526315789473684,10.6,50.6,1.0,3.0,2.6,17.2,67.8,13.2,4.943975044563279,5.212112010796221,6.666666666666666,5.847619047619047,0.10526315789473684,10.0,42.416666666666664,1.0,3.8333333333333335,3.4166666666666665,26.833333333333332,69.25,13.416666666666666,4.362767379679144,5.123853211846633,7.447222222222223,6.464285714285714,0.10526315789473684
00-0037256,R.White,RB,TB,15,REG,LAC,15.0,64.0,,1.0,1.0,3.0,-4.6822796,,17.0,2.0,2.0,1.0,12.1,14.1,15.0,64.0,,2.0,2.0,17.0,81.0,17.0,4.266666666666667,4.764705882352941,8.5,8.5,,14.333333333333334,76.66666666666667,1.0,2.0,1.6666666666666667,12.666666666666666,89.33333333333333,16.0,5.489958407605466,5.6671826625387,6.666666666666667,5.611111111111111,0.10526315789473684,13.0,59.6,1.0,2.8,2.4,17.4,77.0,15.4,4.530641711229946,4.998386520600143,7.3,6.480952380952381,0.10526315789473684,10.384615384615385,44.07692307692308,1.0,3.6923076923076925,3.3076923076923075,26.076923076923077,70.15384615384616,13.692307692307692,4.355375017139723,5.096226494193273,7.528205128205129,6.6208791208791204,0.10526315789473684
00-0037256,R.White,RB,TB,16,REG,DAL,3.0,10.0,,,,2.0,0.9662452,,50.0,7.0,8.0,,4.0,11.0,3.0,10.0,,8.0,7.0,50.0,60.0,10.0,3.3333333333333335,6.0,7.142857142857143,6.25,,11.666666666666666,54.666666666666664,1.0,4.333333333333333,3.6666666666666665,28.666666666666668,83.33333333333333,15.333333333333334,4.298039215686274,5.500515995872033,8.380952380952381,7.027777777777778,0.10526315789473684,11.6,55.4,1.0,3.0,2.6,19.6,75.0,14.2,4.577308377896613,5.323386520600144,7.428571428571429,6.616666666666665,0.10526315789473684,9.857142857142858,41.642857142857146,1.0,4.0,3.5714285714285716,27.785714285714285,69.42857142857143,13.428571428571429,4.282372039724981,5.160781744608038,7.500680272108844,6.594387755102041,0.10526315789473684
00-0037256,R.White,RB,TB,17,REG,CAR,6.0,30.0,,,,3.0,0.24584335,,4.0,1.0,1.0,,3.4,4.4,6.0,30.0,,1.0,1.0,4.0,34.0,7.0,5.0,4.857142857142857,4.0,4.0,,8.0,34.666666666666664,,3.6666666666666665,3.3333333333333335,23.666666666666668,58.333333333333336,11.333333333333334,4.2,5.207282913165266,6.547619047619048,6.25,,10.4,54.0,1.0,3.0,2.6,18.4,72.4,13.0,4.960641711229947,5.571738168951791,6.228571428571429,5.416666666666666,0.10526315789473684,9.6,40.86666666666667,1.0,3.8,3.4,26.2,67.06666666666666,13.0,4.330213903743315,5.140539152110359,7.267301587301588,6.421428571428572,0.10526315789473684
00-0037256,R.White,RB,TB,19,POST,WAS,1.0,1.0,,,,,-0.26226464,,14.0,2.0,2.0,,1.5,3.5,1.0,1.0,,2.0,2.0,14.0,15.0,3.0,1.0,5.0,7.0,7.0,,3.3333333333333335,13.666666666666666,,3.6666666666666665,3.3333333333333335,22.666666666666668,36.333333333333336,6.666666666666667,3.1111111111111107,5.285714285714286,6.047619047619048,5.75,,8.4,39.0,1.0,3.2,2.8,20.8,59.8,11.2,3.7788235294117647,5.27173816895179,7.2285714285714295,6.416666666666666,0.10526315789473684,9.0625,38.375,1.0,3.6875,3.3125,25.4375,63.8125,12.375,4.122075534759358,5.131755455103462,7.250595238095238,6.457589285714286,0.10526315789473684
00-0037258,D.Pierce,RB,HOU,1,REG,IND,3.0,16.0,,,,1.0,0.636583,,,,,,1.6,1.6,3.0,16.0,,,,,,,5.333333333333333,,,,,3.0,16.0,,,,,,,5.333333333333333,,,,,3.0,16.0,,,,,,,5.333333333333333,,,,,3.0,16.0,,,,,,,5.333333333333333,,,,
00-0037258,D.Pierce,RB,HOU,6,REG,NE,8.0,76.0,1.0,,,1.0,3.1669636,,1.0,1.0,1.0,,13.7,14.7,8.0,76.0,1.0,1.0,1.0,1.0,77.0,9.0,9.5,8.555555555555555,1.0,1.0,,5.5,46.0,1.0,1.0,1.0,1.0,77.0,9.0,7.416666666666666,8.555555555555555,1.0,1.0,,5.5,46.0,1.0,1.0,1.0,1.0,77.0,9.0,7.416666666666666,8.555555555555555,1.0,1.0,,5.5,46.0,1.0,1.0,1.0,1.0,77.0,9.0,7.416666666666666,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,7,REG,GB,2.0,2.0,,,,,-1.0116252,,,,,,0.2,0.2,2.0,2.0,,,,,,,1.0,,,,,4.333333333333333,31.333333333333332,1.0,1.0,1.0,1.0,77.0,9.0,5.277777777777778,8.555555555555555,1.0,1.0,,4.333333333333333,31.333333333333332,1.0,1.0,1.0,1.0,77.0,9.0,5.277777777777778,8.555555555555555,1.0,1.0,,4.333333333333333,31.333333333333332,1.0,1.0,1.0,1.0,77.0,9.0,5.277777777777778,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,8,REG,IND,1.0,4.0,,,,,-0.13976118,,,,,,0.4,0.4,1.0,4.0,,,,,,,4.0,,,,,3.6666666666666665,27.333333333333332,1.0,1.0,1.0,1.0,77.0,9.0,4.833333333333333,8.555555555555555,1.0,1.0,,3.5,24.5,1.0,1.0,1.0,1.0,77.0,9.0,4.958333333333333,8.555555555555555,1.0,1.0,,3.5,24.5,1.0,1.0,1.0,1.0,77.0,9.0,4.958333333333333,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,11,REG,DAL,1.0,2.0,,,,,-0.44785422,,,,,,0.2,0.2,1.0,2.0,,,,,,,2.0,,,,,1.3333333333333333,2.6666666666666665,,,,,,,2.3333333333333335,,,,,3.0,20.0,1.0,1.0,1.0,1.0,77.0,9.0,4.366666666666666,8.555555555555555,1.0,1.0,,3.0,20.0,1.0,1.0,1.0,1.0,77.0,9.0,4.366666666666666,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,13,REG,JAX,,,,,,,,,1.0,1.0,1.0,,0.1,1.1,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,3.0,,1.0,1.0,1.0,,,3.0,,1.0,1.0,,3.0,21.0,1.0,1.0,1.0,1.0,77.0,9.0,4.125,8.555555555555555,1.0,1.0,,3.0,20.0,1.0,1.0,1.0,1.0,77.0,9.0,4.366666666666666,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,16,REG,KC,1.0,4.0,,,,,-0.38909099,,,,,,0.4,0.4,1.0,4.0,,,,,,,4.0,,,,,1.0,3.0,,1.0,1.0,1.0,,,3.0,,1.0,1.0,,1.25,3.0,,1.0,1.0,1.0,,,2.75,,1.0,1.0,,2.6666666666666665,17.333333333333332,1.0,1.0,1.0,1.0,77.0,9.0,4.305555555555555,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,17,REG,BAL,5.0,13.0,,,,,-1.3293124,,,,,,1.3,1.3,5.0,13.0,,,,,,,2.6,,,,,3.0,8.5,,1.0,1.0,1.0,,,3.3,,1.0,1.0,,2.0,5.75,,1.0,1.0,1.0,,,3.15,,1.0,1.0,,3.0,16.714285714285715,1.0,1.0,1.0,1.0,77.0,9.0,4.061904761904762,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,18,REG,TEN,19.0,176.0,1.0,1.0,,5.0,6.59404,,,,2.0,,23.6,23.6,19.0,176.0,1.0,2.0,,,,,9.263157894736842,,,,,8.333333333333334,64.33333333333333,1.0,2.0,,,,,5.287719298245614,,,,,6.5,48.75,1.0,1.5,1.0,1.0,,,4.465789473684211,,1.0,1.0,,5.0,36.625,1.0,1.3333333333333333,1.0,1.0,77.0,9.0,4.712061403508772,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,19,POST,LAC,2.0,15.0,,,,1.0,-0.9670323,,,,,,1.5,1.5,2.0,15.0,,,,,,,7.5,,,,,8.666666666666666,68.0,1.0,2.0,,,,,6.454385964912281,,,,,6.75,52.0,1.0,1.5,1.0,1.0,,,5.840789473684211,,1.0,1.0,,4.666666666666667,34.22222222222222,1.0,1.3333333333333333,1.0,1.0,77.0,9.0,5.021832358674463,8.555555555555555,1.0,1.0,
00-0037258,D.Pierce,RB,HOU,20,POST,KC,4.0,10.0,,,,,-0.70849454,,,,1.0,,1.0,1.0,4.0,10.0,,1.0,,,,,2.5,,,,,8.333333333333334,67.0,1.0,1.5,,,,,6.421052631578948,,,,,6.2,43.6,1.0,1.5,,,,,5.172631578947369,,,,,4.6,31.8,1.0,1.25,1.0,1.0,77.0,9.0,4.769649122807017,8.555555555555555,1.0,1.0,
00-0037263,T.Allgeier,RB,ATL,1,REG,PIT,3.0,21.0,,,,1.0,0.52277124,,,,,,2.1,2.1,3.0,21.0,,,,,,,7.0,,,,,3.0,21.0,,,,,,,7.0,,,,,3.0,21.0,,,,,,,7.0,,,,,3.0,21.0,,,,,,,7.0,,,,
00-0037263,T.Allgeier,RB,ATL,2,REG,PHI,9.0,53.0,,,,4.0,1.3830558,,12.0,1.0,1.0,,6.5,7.5,9.0,53.0,,1.0,1.0,12.0,65.0,10.0,5.888888888888889,6.5,12.0,12.0,,6.0,37.0,,1.0,1.0,12.0,65.0,10.0,6.444444444444445,6.5,12.0,12.0,,6.0,37.0,,1.0,1.0,12.0,65.0,10.0,6.444444444444445,6.5,12.0,12.0,,6.0,37.0,,1.0,1.0,12.0,65.0,10.0,6.444444444444445,6.5,12.0,12.0,
00-0037263,T.Allgeier,RB,ATL,3,REG,KC,7.0,32.0,,,,1.0,-1.0753927,,,,,,3.2,3.2,7.0,32.0,,,,,,,4.571428571428571,,,,,6.333333333333333,35.333333333333336,,1.0,1.0,12.0,65.0,10.0,5.8201058201058204,6.5,12.0,12.0,,6.333333333333333,35.333333333333336,,1.0,1.0,12.0,65.0,10.0,5.8201058201058204,6.5,12.0,12.0,,6.333333333333333,35.333333333333336,,1.0,1.0,12.0,65.0,10.0,5.8201058201058204,6.5,12.0,12.0,
00-0037263,T.Allgeier,RB,ATL,4,REG,NO,8.0,60.0,,,,3.0,2.7201545,,20.0,2.0,2.0,,8.0,10.0,8.0,60.0,,2.0,2.0,20.0,80.0,10.0,7.5,8.0,10.0,10.0,,8.0,48.333333333333336,,1.5,1.5,16.0,72.5,10.0,5.986772486772487,7.25,11.0,11.0,,6.75,41.5,,1.5,1.5,16.0,72.5,10.0,6.240079365079366,7.25,11.0,11.0,,6.75,41.5,,1.5,1.5,16.0,72.5,10.0,6.240079365079366,7.25,11.0,11.0,
00-0037263,T.Allgeier,RB,ATL,5,REG,TB,6.0,12.0,,,,1.0,-2.7287257,,13.0,3.0,3.0,,2.5,5.5,6.0,12.0,,3.0,3.0,13.0,25.0,9.0,2.0,2.7777777777777777,4.333333333333333,4.333333333333333,,7.0,34.666666666666664,,2.5,2.5,16.5,52.5,9.5,4.690476190476191,5.388888888888889,7.166666666666666,7.166666666666666,,6.6,35.6,,2.0,2.0,15.0,56.666666666666664,9.666666666666666,5.3920634920634924,5.7592592592592595,8.777777777777777,8.777777777777777,,6.6,35.6,,2.0,2.0,15.0,56.666666666666664,9.666666666666666,5.3920634920634924,5.7592592592592595,8.777777777777777,8.777777777777777,
00-0037263,T.Allgeier,RB,ATL,6,REG,CAR,18.0,105.0,1.0,,,8.0,3.6658967,1.0,3.0,1.0,1.0,,18.8,19.8,18.0,105.0,1.0,1.0,1.0,3.0,108.0,19.0,5.833333333333333,5.684210526315789,3.0,3.0,,10.666666666666666,59.0,1.0,2.0,2.0,12.0,71.0,12.666666666666666,5.111111111111111,5.487329434697855,5.777777777777778,5.777777777777778,,9.6,52.4,1.0,1.75,1.75,12.0,69.5,12.0,5.158730158730159,5.7404970760233915,7.333333333333333,7.333333333333333,,8.5,47.166666666666664,1.0,1.75,1.75,12.0,69.5,12.0,5.465608465608465,5.7404970760233915,7.333333333333333,7.333333333333333,
00-0037263,T.Allgeier,RB,ATL,7,REG,SEA,5.0,36.0,,,,2.0,0.38999647,,9.0,1.0,1.0,,4.5,5.5,5.0,36.0,,1.0,1.0,9.0,45.0,6.0,7.2,7.5,9.0,9.0,,9.666666666666666,51.0,1.0,1.6666666666666667,1.6666666666666667,8.333333333333334,59.333333333333336,11.333333333333334,5.011111111111111,5.320662768031188,5.444444444444444,5.444444444444444,,8.8,49.0,1.0,1.75,1.75,11.25,64.5,11.0,5.4209523809523805,5.9904970760233915,6.583333333333333,6.583333333333333,,8.0,45.57142857142857,1.0,1.6,1.6,11.4,64.6,10.8,5.713378684807256,6.092397660818714,7.666666666666666,7.666666666666666,
00-0037263,T.Allgeier,RB,ATL,8,REG,TB,12.0,33.0,,,,3.0,-3.156126,,,,,,3.3,3.3,12.0,33.0,,,,,,,2.75,,,,,11.666666666666666,58.0,1.0,1.0,1.0,6.0,76.5,12.5,5.261111111111111,6.592105263157894,6.0,6.0,,9.8,49.2,1.0,1.75,1.75,11.25,64.5,11.0,5.056666666666667,5.9904970760233915,6.583333333333333,6.583333333333333,,8.5,44.0,1.0,1.6,1.6,11.4,64.6,10.8,5.342956349206349,6.092397660818714,7.666666666666666,7.666666666666666,
00-0037263,T.Allgeier,RB,ATL,9,REG,DAL,6.0,18.0,1.0,,,1.0,0.31281266,,,,,,7.8,7.8,6.0,18.0,1.0,,,,,,3.0,,,,,7.666666666666667,29.0,1.0,1.0,1.0,9.0,45.0,6.0,4.316666666666666,7.5,9.0,9.0,,9.4,40.8,1.0,1.6666666666666667,1.6666666666666667,8.333333333333334,59.333333333333336,11.333333333333334,4.156666666666666,5.320662768031188,5.444444444444444,5.444444444444444,,8.222222222222221,41.111111111111114,1.0,1.6,1.6,11.4,64.6,10.8,5.082627865961199,6.092397660818714,7.666666666666666,7.666666666666666,
00-0037263,T.Allgeier,RB,ATL,10,REG,NO,11.0,59.0,,,,3.0,0.44329497,,,,,,5.9,5.9,11.0,59.0,,,,,,,5.363636363636363,,,,,9.666666666666666,36.666666666666664,1.0,,,,,,3.7045454545454546,,,,,10.4,50.2,1.0,1.0,1.0,6.0,76.5,12.5,4.829393939393939,6.592105263157894,6.0,6.0,,8.5,42.9,1.0,1.6,1.6,11.4,64.6,10.8,5.110728715728716,6.092397660818714,7.666666666666666,7.666666666666666,
00-0037263,T.Allgeier,RB,ATL,11,REG,DEN,,,,,,,,,-1.0,1.0,1.0,,-0.1,0.9,,,,1.0,1.0,-1.0,,,,,-1.0,-1.0,,8.5,38.5,1.0,1.0,1.0,-1.0,,,4.181818181818182,,-1.0,-1.0,,8.5,36.5,1.0,1.0,1.0,4.0,45.0,6.0,4.578409090909091,7.5,4.0,4.0,,8.5,42.9,1.0,1.5,1.5,9.333333333333334,64.6,10.8,5.110728715728716,6.092397660818714,6.222222222222221,6.222222222222221,
00-0037263,T.Allgeier,RB,ATL,13,REG,LAC,8.0,16.0,,,,1.0,-2.771214,,6.0,1.0,1.0,,2.2,3.2,8.0,16.0,,1.0,1.0,6.0,22.0,9.0,2.0,2.4444444444444446,6.0,6.0,,9.5,37.5,,1.0,1.0,2.5,22.0,9.0,3.6818181818181817,2.4444444444444446,2.5,2.5,,9.25,31.5,1.0,1.0,1.0,2.5,22.0,9.0,3.278409090909091,2.4444444444444446,2.5,2.5,,8.454545454545455,40.45454545454545,1.0,1.4285714285714286,1.4285714285714286,8.857142857142858,57.5,10.5,4.827935196117014,5.484405458089668,6.19047619047619,6.19047619047619,
00-0037263,T.Allgeier,RB,ATL,14,REG,MIN,9.0,63.0,1.0,,,5.0,5.368517,,,,,,12.3,12.3,9.0,63.0,1.0,,,,,,7.0,,,,,8.5,39.5,1.0,1.0,1.0,2.5,22.0,9.0,4.5,2.4444444444444446,2.5,2.5,,8.5,39.0,1.0,1.0,1.0,2.5,22.0,9.0,4.340909090909091,2.4444444444444446,2.5,2.5,,8.5,42.333333333333336,1.0,1.4285714285714286,1.4285714285714286,8.857142857142858,57.5,10.5,5.008940596440596,5.484405458089668,6.19047619047619,6.19047619047619,
00-0037263,T.Allgeier,RB,ATL,15,REG,LV,12.0,43.0,,,,2.0,-1.8709735,,,,,,4.3,4.3,12.0,43.0,,,,,,,3.5833333333333335,,,,,9.666666666666666,40.666666666666664,1.0,1.0,1.0,6.0,22.0,9.0,4.194444444444445,2.4444444444444446,6.0,6.0,,10.0,45.25,1.0,1.0,1.0,2.5,22.0,9.0,4.486742424242424,2.4444444444444446,2.5,2.5,,8.76923076923077,42.38461538461539,1.0,1.4285714285714286,1.4285714285714286,8.857142857142858,57.5,10.5,4.899278499278499,5.484405458089668,6.19047619047619,6.19047619047619,
00-0037263,T.Allgeier,RB,ATL,16,REG,NYG,11.0,22.0,,,,3.0,-2.744121,,9.0,1.0,1.0,,3.1,4.1,11.0,22.0,,1.0,1.0,9.0,31.0,12.0,2.0,2.5833333333333335,9.0,9.0,,10.666666666666666,42.666666666666664,1.0,1.0,1.0,9.0,31.0,12.0,4.194444444444445,2.5833333333333335,9.0,9.0,,10.0,36.0,1.0,1.0,1.0,4.666666666666667,26.5,10.5,3.6458333333333335,2.5138888888888893,4.666666666666667,4.666666666666667,,8.928571428571429,40.92857142857143,1.0,1.375,1.375,8.875,53.714285714285715,10.714285714285714,4.692187177901464,5.069966583124478,6.541666666666666,6.541666666666666,
00-0037263,T.Allgeier,RB,ATL,17,REG,WAS,3.0,19.0,,,,1.0,1.0722952,,,,,,1.9,1.9,3.0,19.0,,,,,,,6.333333333333333,,,,,8.666666666666666,28.0,,1.0,1.0,9.0,31.0,12.0,3.972222222222222,2.5833333333333335,9.0,9.0,,8.6,32.6,1.0,1.0,1.0,7.5,26.5,10.5,4.183333333333333,2.5138888888888893,7.5,7.5,,8.533333333333333,39.46666666666667,1.0,1.375,1.375,8.875,53.714285714285715,10.714285714285714,4.801596921596921,5.069966583124478,6.541666666666666,6.541666666666666,
00-0037263,T.Allgeier,RB,ATL,18,REG,CAR,9.0,52.0,,,,4.0,2.899761,,17.0,2.0,2.0,,6.9,8.9,9.0,52.0,,2.0,2.0,17.0,69.0,11.0,5.777777777777778,6.2727272727272725,8.5,8.5,,7.666666666666667,31.0,,1.5,1.5,13.0,50.0,11.5,4.703703703703703,4.428030303030303,8.75,8.75,,8.8,39.8,1.0,1.5,1.5,13.0,50.0,11.5,4.938888888888888,4.428030303030303,8.75,8.75,,8.5625,40.25,1.0,1.4444444444444444,1.4444444444444444,9.777777777777779,55.625,10.75,4.862608225108225,5.220311669324827,6.759259259259259,6.759259259259259,
00-0037267,J.Ford,RB,CLE,1,REG,DAL,12.0,44.0,1.0,,,2.0,-1.2046431,,25.0,6.0,7.0,,12.9,18.9,12.0,44.0,1.0,7.0,6.0,25.0,69.0,18.0,3.6666666666666665,3.8333333333333335,4.166666666666667,3.5714285714285716,,12.0,44.0,1.0,7.0,6.0,25.0,69.0,18.0,3.6666666666666665,3.8333333333333335,4.166666666666667,3.5714285714285716,,12.0,44.0,1.0,7.0,6.0,25.0,69.0,18.0,3.6666666666666665,3.8333333333333335,4.166666666666667,3.5714285714285716,,12.0,44.0,1.0,7.0,6.0,25.0,69.0,18.0,3.6666666666666665,3.8333333333333335,4.166666666666667,3.5714285714285716,
00-0037267,J.Ford,RB,CLE,2,REG,JAX,7.0,64.0,,,,3.0,2.739259,,,1.0,2.0,,6.4,7.4,7.0,64.0,,2.0,1.0,,,8.0,9.142857142857142,,,,,9.5,54.0,1.0,4.5,3.5,25.0,69.0,13.0,6.404761904761904,3.8333333333333335,4.166666666666667,3.5714285714285716,,9.5,54.0,1.0,4.5,3.5,25.0,69.0,13.0,6.404761904761904,3.8333333333333335,4.166666666666667,3.5714285714285716,,9.5,54.0,1.0,4.5,3.5,25.0,69.0,13.0,6.404761904761904,3.8333333333333335,4.166666666666667,3.5714285714285716,
00-0037267,J.Ford,RB,CLE,3,REG,NYG,10.0,37.0,,,,4.0,-0.49160314,,33.0,3.0,4.0,,7.0,10.0,10.0,37.0,,4.0,3.0,33.0,70.0,13.0,3.7,5.384615384615385,11.0,8.25,,9.666666666666666,48.333333333333336,1.0,4.333333333333333,3.3333333333333335,29.0,69.5,13.0,5.503174603174603,4.6089743589743595,7.583333333333334,5.910714285714286,,9.666666666666666,48.333333333333336,1.0,4.333333333333333,3.3333333333333335,29.0,69.5,13.0,5.503174603174603,4.6089743589743595,7.583333333333334,5.910714285714286,,9.666666666666666,48.333333333333336,1.0,4.333333333333333,3.3333333333333335,29.0,69.5,13.0,5.503174603174603,4.6089743589743595,7.583333333333334,5.910714285714286,
