player_id,player_name,position,recent_team,week,season_type,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,fantasy_points,fantasy_points_ppr,targets_per_game,receptions_per_game,receiving_yards_per_game,receiving_tds_per_game,catch_pct,yards_per_catch,yards_per_target,air_yards_per_target,yac_per_reception,td_per_target,first_down_per_target,routes_per_snap,targets_per_game_rolling_3,receptions_per_game_rolling_3,receiving_yards_per_game_rolling_3,receiving_tds_per_game_rolling_3,catch_pct_rolling_3,yards_per_target_rolling_3,air_yards_per_target_rolling_3,yac_per_reception_rolling_3,td_per_target_rolling_3,first_down_per_target_rolling_3,targets_per_game_rolling_5,receptions_per_game_rolling_5,receiving_yards_per_game_rolling_5,receiving_tds_per_game_rolling_5,catch_pct_rolling_5,yards_per_target_rolling_5,air_yards_per_target_rolling_5,yac_per_reception_rolling_5,td_per_target_rolling_5,first_down_per_target_rolling_5,targets_per_game_season_avg,receptions_per_game_season_avg,receiving_yards_per_game_season_avg,receiving_tds_per_game_season_avg,catch_pct_season_avg,yards_per_target_season_avg,air_yards_per_target_season_avg,yac_per_reception_season_avg,td_per_target_season_avg,first_down_per_target_season_avg
00-0030506,T.Kelce,TE,KC,2,REG,CIN,1.0,3.0,5.0,,,,21.0,,,-6.7255282,,0.23809524,0.13043478,0.23863636,0.36269763,0.6,1.6,3.0,1.0,5.0,,33.33333333333333,5.0,1.6666666666666667,7.0,,,,0.23809524,3.5,2.0,19.5,,54.166666666666664,5.083333333333333,6.875,3.3333333333333335,,0.5,3.5,2.0,19.5,,54.166666666666664,5.083333333333333,6.875,3.3333333333333335,,0.5,3.5,2.0,19.5,,54.166666666666664,5.083333333333333,6.875,3.3333333333333335,,0.5
00-0030506,T.Kelce,TE,KC,3,REG,ATL,4.0,5.0,30.0,,,,25.0,11.0,2.0,0.36015654,,1.2,0.1388889,0.13812155,0.30501842,3.0,7.0,5.0,4.0,30.0,,80.0,7.5,6.0,5.0,2.75,,0.4,1.2,4.0,2.6666666666666665,23.0,,62.77777777777777,5.388888888888889,6.25,3.041666666666667,,0.45,4.0,2.6666666666666665,23.0,,62.77777777777777,5.388888888888889,6.25,3.041666666666667,,0.45,4.0,2.6666666666666665,23.0,,62.77777777777777,5.388888888888889,6.25,3.041666666666667,,0.45
00-0030506,T.Kelce,TE,KC,4,REG,LAC,7.0,9.0,89.0,,,,82.0,36.0,2.0,-1.1362101,,1.0853659,0.32142857,0.43617022,0.787462,8.9,15.9,9.0,7.0,89.0,,77.77777777777779,12.714285714285714,9.88888888888889,9.11111111111111,5.142857142857143,,0.2222222222222222,1.0853659,5.666666666666667,4.0,41.333333333333336,,63.7037037037037,5.851851851851852,7.037037037037037,3.946428571428571,,0.3111111111111111,5.25,3.75,39.5,,66.52777777777777,6.513888888888889,6.965277777777778,3.742063492063492,,0.37407407407407406,5.25,3.75,39.5,,66.52777777777777,6.513888888888889,6.965277777777778,3.742063492063492,,0.37407407407407406
00-0030506,T.Kelce,TE,KC,5,REG,NO,9.0,10.0,70.0,,,,52.0,34.0,4.0,5.1519523,,1.3461539,0.29411766,0.3489933,0.6854718,7.0,16.0,10.0,9.0,70.0,,90.0,7.777777777777778,7.0,5.2,3.7777777777777777,,0.4,1.3461539,8.0,6.666666666666667,63.0,,82.5925925925926,7.629629629629631,6.437037037037037,3.8902116402116405,,0.34074074074074073,6.2,4.8,45.6,,71.22222222222221,6.611111111111112,6.612222222222222,3.7509920634920633,,0.38055555555555554,6.2,4.8,45.6,,71.22222222222221,6.611111111111112,6.612222222222222,3.7509920634920633,,0.38055555555555554
00-0030506,T.Kelce,TE,KC,7,REG,SF,4.0,5.0,17.0,,,,38.0,12.0,2.0,0.41625667,,0.4473684,0.2,0.17592593,0.42314816,1.7,5.7,5.0,4.0,17.0,,80.0,4.25,3.4,7.6,3.0,,0.4,0.4473684,8.0,6.666666666666667,58.666666666666664,,82.5925925925926,6.7629629629629635,7.303703703703704,3.9735449735449735,,0.34074074074074073,6.4,5.0,42.2,,72.22222222222221,5.591111111111111,6.782222222222222,3.6676587301587302,,0.35555555555555557,6.0,4.666666666666667,40.833333333333336,,72.68518518518518,6.075925925925926,6.776851851851852,3.6007936507936504,,0.3844444444444445
00-0030506,T.Kelce,TE,KC,8,REG,LV,10.0,12.0,90.0,1.0,1.0,,78.0,32.0,6.0,2.6803281,,1.1538461,0.34285715,0.31325302,0.7335628,15.0,25.0,12.0,10.0,90.0,1.0,83.33333333333334,9.0,7.5,6.5,3.2,0.08333333333333333,0.5,1.1538461,9.0,7.666666666666667,59.0,1.0,84.44444444444444,5.966666666666668,6.433333333333334,3.325925925925926,0.08333333333333333,0.43333333333333335,8.2,6.8,59.2,1.0,82.22222222222223,6.757777777777778,6.682222222222222,3.574126984126984,0.08333333333333333,0.3844444444444445,6.857142857142857,5.428571428571429,47.857142857142854,1.0,74.2063492063492,6.279365079365079,6.737301587301587,3.5339947089947095,0.08333333333333333,0.40370370370370373
00-0030506,T.Kelce,TE,KC,9,REG,TB,14.0,16.0,100.0,,1.0,1.0,83.0,35.0,6.0,1.9625471,,1.2048193,0.3809524,0.30402932,0.78424907,8.0,22.0,16.0,14.0,100.0,,87.5,7.142857142857143,6.25,5.1875,2.5,,0.375,1.2048193,11.0,9.333333333333334,69.0,1.0,83.61111111111111,5.716666666666668,6.429166666666667,2.9,0.08333333333333333,0.425,10.4,8.8,73.2,1.0,83.72222222222223,6.807777777777778,6.719722222222222,3.524126984126984,0.08333333333333333,0.3794444444444444,8.0,6.5,54.375,1.0,75.86805555555556,6.2756944444444445,6.543576388888889,3.3862811791383223,0.08333333333333333,0.3996031746031746
00-0030506,T.Kelce,TE,KC,10,REG,DEN,8.0,12.0,64.0,1.0,,,82.0,21.0,5.0,5.1688786,,0.7804878,0.3,0.44808742,0.7636612,12.4,20.4,12.0,8.0,64.0,1.0,66.66666666666666,8.0,5.333333333333333,6.833333333333333,2.625,0.08333333333333333,0.4166666666666667,0.7804878,13.333333333333334,10.666666666666666,84.66666666666667,1.0,79.16666666666667,6.361111111111112,6.173611111111111,2.775,0.08333333333333333,0.4305555555555556,11.0,9.0,68.2,1.0,81.5,5.8966666666666665,6.264166666666666,3.0205555555555557,0.08333333333333333,0.41833333333333333,8.444444444444445,6.666666666666667,55.44444444444444,1.0,74.84567901234567,6.170987654320988,6.5757716049382715,3.291121031746032,0.08333333333333333,0.4017361111111111
00-0030506,T.Kelce,TE,KC,11,REG,BUF,2.0,4.0,8.0,,,,43.0,6.0,,-1.4386574,,0.18604651,0.12903225,0.19815668,0.33225808,0.8,2.8,4.0,2.0,8.0,,50.0,4.0,2.0,10.75,3.0,,,0.18604651,10.666666666666666,8.0,57.333333333333336,1.0,68.05555555555556,4.527777777777779,7.590277777777778,2.7083333333333335,0.08333333333333333,0.39583333333333337,9.8,7.6,55.8,1.0,73.5,4.8966666666666665,7.374166666666667,2.8649999999999998,0.08333333333333333,0.4229166666666667,8.0,6.2,50.7,1.0,72.36111111111111,5.7538888888888895,6.993194444444444,3.258774250440917,0.08333333333333333,0.4017361111111111
00-0030506,T.Kelce,TE,KC,12,REG,CAR,6.0,8.0,62.0,,,,51.0,35.0,2.0,1.9520735,,1.2156863,0.22222222,0.23287672,0.49634704,6.2,12.2,8.0,6.0,62.0,,75.0,10.333333333333334,7.75,6.375,5.833333333333333,,0.25,1.2156863,8.0,5.333333333333333,44.666666666666664,1.0,63.888888888888886,5.027777777777779,7.986111111111111,3.819444444444444,0.08333333333333333,0.33333333333333337,10.4,8.0,64.8,1.0,72.5,5.7666666666666675,7.1291666666666655,3.431666666666666,0.08333333333333333,0.3854166666666667,8.0,6.181818181818182,51.72727272727273,1.0,72.6010101010101,5.935353535353536,6.936994949494949,3.5162301587301585,0.08333333333333333,0.3848765432098766
00-0030506,T.Kelce,TE,KC,13,REG,LV,7.0,13.0,68.0,,,,79.0,28.0,4.0,3.0015202,,0.8607595,0.2888889,0.2051948,0.5769697,6.8,13.8,13.0,7.0,68.0,,53.84615384615385,9.714285714285714,5.230769230769231,6.076923076923077,4.0,,0.3076923076923077,0.8607595,8.333333333333334,5.0,46.0,,59.61538461538461,4.9935897435897445,7.733974358974359,4.277777777777778,,0.27884615384615385,10.6,7.4,60.4,1.0,66.6025641025641,5.3128205128205135,7.044551282051282,3.5916666666666663,0.08333333333333333,0.3373397435897436,8.416666666666666,6.25,53.083333333333336,1.0,71.03810541310541,5.876638176638177,6.865322293447293,3.560209235209235,0.08333333333333333,0.37715811965811963
00-0030506,T.Kelce,TE,KC,14,REG,LAC,5.0,6.0,45.0,,,,48.0,14.0,3.0,2.6956367,,0.9375,0.16666667,0.18461539,0.37923077,4.5,9.5,6.0,5.0,45.0,,83.33333333333334,9.0,7.5,8.0,2.8,,0.5,0.9375,9.0,6.0,58.333333333333336,,70.72649572649573,6.8269230769230775,6.8173076923076925,4.211111111111111,,0.3525641025641026,8.6,5.6,49.4,1.0,65.76923076923076,5.562820512820513,7.607051282051282,3.6516666666666664,0.08333333333333333,0.3685897435897436,8.23076923076923,6.153846153846154,52.46153846153846,1.0,71.98389217619987,6.0015121630506245,6.952605193951348,3.4968584656084656,0.08333333333333333,0.38832556332556334
00-0030506,T.Kelce,TE,KC,15,REG,CLE,4.0,8.0,27.0,,,,90.0,11.0,2.0,-0.2766274,,0.3,0.21052632,0.2631579,0.5,2.7,6.7,8.0,4.0,27.0,,50.0,6.75,3.375,11.25,2.75,,0.25,0.3,9.0,5.333333333333333,46.666666666666664,,62.39316239316239,5.3685897435897445,8.442307692307692,3.183333333333333,,0.3525641025641026,7.8,4.8,42.0,,62.43589743589744,5.171153846153846,8.490384615384617,3.6766666666666667,,0.3269230769230769,8.214285714285714,6.0,50.642857142857146,1.0,70.41361416361416,5.813904151404151,7.259561965811966,3.4394078144078146,0.08333333333333333,0.3767984330484331
00-0030506,T.Kelce,TE,KC,16,REG,HOU,5.0,7.0,30.0,,,,33.0,3.0,2.0,0.06368801,,0.90909094,0.17073171,0.1416309,0.35523918,3.0,8.0,7.0,5.0,30.0,,71.42857142857143,6.0,4.285714285714286,4.714285714285714,0.6,,0.2857142857142857,0.90909094,7.0,4.666666666666667,34.0,,68.25396825396825,5.05357142857143,7.988095238095238,2.0499999999999994,,0.3452380952380952,8.4,5.4,46.4,,66.72161172161172,5.628296703296703,7.283241758241758,3.1966666666666663,,0.31868131868131866,8.133333333333333,5.933333333333334,49.266666666666666,1.0,70.48127798127798,5.712024827024828,7.089876882376882,3.236592970521542,0.08333333333333333,0.36979196017657556
